,PseudoTime1,PseudoTime2
E769_348,0.43538,NA
E954_580,0.72647,NA
E436_526,0.65872,NA
E213_409,NA,0.51192
E750_230,0.28733,NA
E85_262,0.32748,NA
E783_593,NA,0.74279
E604_146,NA,0.18193
E670_662,NA,0.82936
E68_366,0.45797,NA
E874_104,0.12923,NA
E781_18,0.02133,NA
E869_715,0.89586,NA
E996_191,NA,0.23839
E826_716,NA,0.89711
E920_298,NA,0.37265
E226_445,NA,0.55709
E744_141,0.17566,NA
E280_108,0.13425,NA
E816_652,0.81681,NA
E665_550,NA,0.68883
E829_296,NA,0.37014
E857_151,NA,0.18821
E936_567,0.71016,NA
E193_195,NA,0.24341
E983_222,0.27729,NA
E80_187,0.23338,NA
E271_61,NA,0.07528
E887_311,NA,0.38896
E721_747,0.93601,NA
E103_636,0.79674,NA
E308_36,NA,0.04391
E861_360,0.45044,NA
E827_453,0.56713,NA
E912_451,0.56462,NA
E772_471,NA,0.58971
E252_684,NA,0.85696
E977_276,0.34504,NA
E953_599,0.75031,NA
E793_574,NA,0.71895
E825_311,0.38896,NA
E614_59,NA,0.07277
E319_505,0.63237,NA
E407_637,0.79799,NA
E660_557,0.69762,NA
E812_685,NA,0.85822
E867_288,0.3601,NA
E273_340,0.42535,NA
E212_425,NA,0.53199
E545_264,NA,0.32999
E143_153,0.19072,NA
E644_134,NA,0.16688
E918_336,0.42033,NA
E510_439,0.54956,NA
E250_586,NA,0.734
E426_372,0.4655,NA
E109_96,0.1192,NA
E151_208,0.25972,NA
E531_170,0.21205,NA
E82_406,NA,0.50816
E853_116,NA,0.14429
E23_540,0.67629,NA
E787_374,NA,0.46801
E419_193,0.2409,NA
E27_656,0.82183,NA
E227_231,0.28858,NA
E911_47,NA,0.05772
E808_164,NA,0.20452
E167_429,NA,0.53701
E398_573,0.71769,NA
E179_773,NA,0.96863
E384_605,NA,0.75784
E623_135,0.16813,NA
E41_103,NA,0.12798
E474_574,0.71895,NA
E43_41,NA,0.05019
E483_639,NA,0.8005
E988_785,NA,0.98369
E332_140,0.1744,NA
E738_517,NA,0.64743
E821_454,NA,0.56838
E778_575,0.7202,NA
E618_686,NA,0.85947
E477_648,NA,0.81179
E611_162,NA,0.20201
E307_688,0.86198,NA
E506_414,0.51819,NA
E985_156,NA,0.19448
E584_292,NA,0.36512
E482_581,0.72773,NA
E725_254,NA,0.31744
E831_552,0.69134,NA
E295_296,NA,0.37014
E265_252,NA,0.31493
E652_658,0.82434,NA
E563_275,0.34379,NA
E138_123,0.15307,NA
E461_736,NA,0.92221
E202_288,0.3601,NA
E35_556,0.69636,NA
E524_549,NA,0.68758
E718_86,0.10665,NA
E16_191,NA,0.23839
E698_546,0.68381,NA
E327_2,NA,0.00125
E683_223,NA,0.27854
E22_467,0.58469,NA
E763_572,NA,0.71644
E952_347,0.43413,NA
E40_766,0.95985,NA
E452_65,0.0803,NA
E191_774,NA,0.96989
E314_303,NA,0.37892
E269_156,NA,0.19448
E233_678,0.84944,NA
E688_366,0.45797,NA
E104_242,0.30238,NA
E328_312,0.39021,NA
E580_127,0.15809,NA
E495_256,NA,0.31995
E797_511,NA,0.6399
E479_306,0.38269,NA
E998_527,NA,0.65997
