,PseudoTime
E65_38,0.0744466800804829
E432_406,0.8148893360160966
E190_319,0.6398390342052314
E410_482,0.9678068410462777
E192_44,0.08651911468812877
E463_359,0.7203219315895373
E297_49,0.096579476861167
E229_46,0.09054325955734406
E839_111,0.22132796780684105
E520_91,0.18108651911468812
E349_57,0.11267605633802817
E116_126,0.2515090543259557
E682_133,0.2655935613682093
E933_35,0.06841046277665996
E709_335,0.6720321931589537
E706_246,0.49295774647887325
E266_278,0.5573440643863179
E973_489,0.9818913480885312
E36_301,0.6036217303822937
E196_443,0.8893360160965795
E137_252,0.5050301810865191
E92_295,0.5915492957746479
E924_466,0.9356136820925554
E436_413,0.8289738430583501
E409_13,0.02414486921529175
E683_323,0.647887323943662
E402_344,0.6901408450704225
E791_396,0.7947686116700201
E690_342,0.6861167002012073
E772_125,0.24949698189134809
E767_363,0.7283702213279678
E174_498,1.0
E454_209,0.41851106639839036
E291_128,0.25553319919517103
E37_63,0.12474849094567404
E373_203,0.40643863179074446
E142_379,0.7605633802816901
E516_193,0.386317907444668
E952_284,0.5694164989939637
E812_391,0.7847082494969819
E867_233,0.46680080482897385
E794_363,0.7283702213279678
E746_81,0.16096579476861167
E88_226,0.45271629778672035
E483_203,0.40643863179074446
E146_22,0.04225352112676056
E694_151,0.30181086519114686
E737_254,0.5090543259557344
E627_479,0.9617706237424547
E67_404,0.8108651911468813
E358_410,0.8229376257545271
E923_22,0.04225352112676056
E254_398,0.7987927565392354
E816_332,0.6659959758551308
E637_23,0.04426559356136821
E351_402,0.806841046277666
E211_131,0.26156941649899396
E532_245,0.4909456740442656
E35_326,0.6539235412474849
E325_146,0.2917505030181087
E300_48,0.09456740442655935
E52_385,0.772635814889336
E703_202,0.4044265593561368
E420_152,0.3038229376257545
E511_423,0.8490945674044266
E565_72,0.14285714285714285
E330_364,0.7303822937625755
E657_329,0.6599597585513078
E323_414,0.8309859154929577
E30_94,0.18712273641851107
E705_180,0.36016096579476864
E320_493,0.9899396378269618
E608_285,0.5714285714285714
E964_406,0.8148893360160966
E294_432,0.8672032193158954
E718_182,0.3641851106639839
E720_465,0.9336016096579477
E583_91,0.18108651911468812
E776_434,0.8712273641851107
E905_465,0.9336016096579477
E247_72,0.14285714285714285
E920_479,0.9617706237424547
E101_121,0.2414486921529175
E593_299,0.5995975855130785
E555_130,0.2595573440643863
E916_437,0.8772635814889336
E968_322,0.6458752515090543
E829_463,0.9295774647887324
E235_352,0.7062374245472837
E646_112,0.22334004024144868
E752_301,0.6036217303822937
E39_5,0.008048289738430584
E125_257,0.5150905432595574
E475_272,0.545271629778672
E372_270,0.5412474849094567
E636_315,0.6317907444668008
E856_208,0.4164989939637827
E303_226,0.45271629778672035
E645_347,0.6961770623742455
E332_326,0.6539235412474849
E639_398,0.7987927565392354
E874_494,0.9919517102615694
E413_239,0.4788732394366197
E969_272,0.545271629778672
E478_20,0.03822937625754527
E392_161,0.32193158953722334
E685_277,0.5553319919517102
E114_247,0.4949698189134809
E248_469,0.9416498993963782
E589_168,0.33601609657947684
E594_247,0.4949698189134809
E721_44,0.08651911468812877
E126_12,0.022132796780684104
E564_246,0.49295774647887325
E692_331,0.6639839034205232
E963_477,0.9577464788732394
E788_221,0.4426559356136821
E686_50,0.09859154929577464
E423_27,0.052313883299798795
E459_318,0.6378269617706237
E347_175,0.3501006036217304
E268_246,0.49295774647887325
E543_486,0.9758551307847082
E233_211,0.4225352112676056
E66_105,0.20925553319919518
E221_345,0.6921529175050302
E598_203,0.40643863179074446
E255_356,0.7142857142857143
E661_154,0.30784708249496984
E674_285,0.5714285714285714
E691_112,0.22334004024144868
E15_401,0.8048289738430584
E921_124,0.24748490945674045
E607_310,0.6217303822937625
E72_263,0.5271629778672032
E987_493,0.9899396378269618
E113_175,0.3501006036217304
E148_336,0.6740442655935613
E418_266,0.5331991951710262
E224_126,0.2515090543259557
E158_337,0.676056338028169
E9_89,0.17706237424547283
E524_482,0.9678068410462777
E197_416,0.8350100603621731
E665_159,0.317907444668008
E216_150,0.29979879275653926
E606_45,0.08853118712273642
E710_356,0.7142857142857143
E399_490,0.9839034205231388
E787_430,0.8631790744466801
E781_446,0.8953722334004024
E328_354,0.710261569416499
E798_75,0.1488933601609658
E980_196,0.39235412474849096
E591_222,0.44466800804828976
E575_70,0.13883299798792756
E981_301,0.6036217303822937
E724_160,0.3199195171026157
E371_103,0.2052313883299799
E662_100,0.19919517102615694
