,PseudoTime1,PseudoTime2
E897_470,0.5892,NA
E496_756,NA,0.94849
E247_652,0.81784,NA
E303_292,NA,0.36558
E748_281,0.35176,NA
E999_309,NA,0.38693
E637_766,0.96106,NA
E19_388,NA,0.48618
E955_468,NA,0.58668
E563_739,0.92714,NA
E621_217,NA,0.27136
E613_358,NA,0.44849
E590_301,0.37688,NA
E169_94,0.11683,NA
E592_670,NA,0.84045
E401_648,0.81281,NA
E792_319,NA,0.3995
E842_163,NA,0.20352
E516_436,0.54648,NA
E864_670,NA,0.84045
E393_210,0.26256,NA
E28_236,0.29523,NA
E118_5,0.00503,NA
E819_351,0.4397,NA
E346_200,0.25,NA
E680_35,0.04271,NA
E275_652,NA,0.81784
E817_493,0.61809,NA
E980_127,NA,0.15829
E610_506,0.63442,NA
E365_432,0.54146,NA
E385_253,NA,0.31658
E670_360,NA,0.45101
E674_328,NA,0.4108
E591_578,0.72487,NA
E612_325,0.40704,NA
E15_183,NA,0.22864
E791_705,NA,0.88442
E672_380,NA,0.47613
E79_645,NA,0.80905
E855_222,NA,0.27764
E36_198,0.24749,NA
E726_343,NA,0.42965
E164_50,NA,0.06156
E10_432,NA,0.54146
E651_38,0.04648,NA
E463_237,0.29648,NA
E609_388,0.48618,NA
E661_533,0.66834,NA
E417_377,0.47236,NA
E570_782,0.98116,NA
E326_734,0.92085,NA
E16_381,0.47739,NA
E716_142,0.17714,NA
E996_480,0.60176,NA
E737_588,0.73744,NA
E717_697,0.87437,NA
E440_691,NA,0.86683
E964_720,NA,0.90327
E47_537,0.67337,NA
E560_214,0.26759,NA
E38_177,0.22111,NA
E388_257,0.32161,NA
E95_415,0.5201,NA
E581_678,NA,0.8505
E866_39,0.04774,NA
E308_24,0.02889,NA
E650_559,0.70101,NA
E638_202,0.25251,NA
E796_608,NA,0.76256
E11_657,NA,0.82412
E225_89,NA,0.11055
E397_699,NA,0.87688
E887_135,0.16834,NA
E347_562,0.70477,NA
E840_441,0.55276,NA
E117_570,0.71482,NA
E113_782,0.98116,NA
E615_375,NA,0.46985
E229_566,0.7098,NA
E6_136,NA,0.1696
E970_5,0.00503,NA
E162_201,NA,0.25126
E287_362,0.45352,NA
E336_298,0.37312,NA
E12_646,NA,0.8103
E983_739,0.92714,NA
E528_476,0.59673,NA
E997_322,0.40327,NA
E589_481,NA,0.60302
E993_242,0.30276,NA
E843_433,NA,0.54271
E156_340,0.42588,NA
E719_697,0.87437,NA
E422_54,0.06658,NA
E765_118,NA,0.14698
E767_338,NA,0.42337
E1_391,0.48995,NA
E951_351,NA,0.4397
E851_139,0.17337,NA
