,PseudoTime1,PseudoTime2
E435_198,NA,0.24623
E488_535,0.6696,NA
E937_296,0.36935,NA
E775_470,0.58794,NA
E275_54,0.06533,NA
E12_795,0.99623,NA
E174_539,0.67462,NA
E42_17,0.01884,NA
E698_257,NA,0.32035
E164_512,NA,0.6407
E457_603,0.75503,NA
E481_516,NA,0.64573
E443_457,0.57161,NA
E17_538,0.67337,NA
E78_566,0.70854,NA
E759_634,0.79397,NA
E382_170,NA,0.21106
E274_499,0.62437,NA
E214_433,NA,0.54146
E91_537,NA,0.67211
E412_168,0.20854,NA
E173_333,NA,0.41583
E199_483,0.60427,NA
E915_151,0.18719,NA
E48_98,0.1206,NA
E609_352,0.4397,NA
E634_587,NA,0.73492
E919_326,0.40704,NA
E217_740,0.92714,NA
E568_340,NA,0.42462
E809_430,0.53769,NA
E368_410,0.51256,NA
E733_529,NA,0.66206
E614_728,0.91206,NA
E573_623,0.78015,NA
E927_248,0.30905,NA
E985_336,NA,0.4196
E697_511,0.63945,NA
E135_399,NA,0.49874
E128_65,0.07915,NA
E328_73,NA,0.0892
E38_453,0.56658,NA
E626_506,0.63317,NA
E489_563,NA,0.70477
E303_11,0.01131,NA
E212_543,NA,0.67965
E466_476,0.59548,NA
E455_265,0.3304,NA
E204_793,0.99372,NA
E386_203,0.25251,NA
E911_154,0.19095,NA
E518_477,0.59673,NA
E147_341,0.42588,NA
E97_562,0.70352,NA
E84_360,0.44975,NA
E43_305,0.38065,NA
E416_740,0.92714,NA
E439_420,0.52513,NA
E995_475,NA,0.59422
E215_337,NA,0.42085
E436_315,0.39322,NA
E180_524,NA,0.65578
E538_403,NA,0.50377
E678_691,0.86558,NA
E53_537,NA,0.67211
E665_74,0.09045,NA
E738_756,0.94724,NA
E388_267,0.33291,NA
E227_783,NA,0.98116
E663_687,0.86055,NA
E814_455,NA,0.5691
E711_143,0.17714,NA
E492_618,0.77387,NA
E585_172,NA,0.21357
E348_538,0.67337,NA
E535_302,NA,0.37688
E399_236,0.29397,NA
E372_98,NA,0.1206
E910_111,0.13693,NA
E312_759,NA,0.95101
E365_680,0.85176,NA
E449_209,0.26005,NA
E658_103,NA,0.12688
E859_435,NA,0.54397
E972_405,0.50628,NA
E508_408,0.51005,NA
E34_743,0.9309,NA
E944_83,NA,0.10176
E922_259,0.32286,NA
E300_400,NA,0.5
E682_702,0.8794,NA
E728_794,0.99497,NA
E895_661,0.82789,NA
E615_765,0.95854,NA
E151_562,NA,0.70352
E984_192,0.23869,NA
E184_316,NA,0.39447
E13_282,0.35176,NA
E741_43,NA,0.05151
E731_109,0.13442,NA
E201_646,0.80905,NA
E343_37,NA,0.04397
E296_187,0.23241,NA
E519_64,0.07789,NA
E156_126,NA,0.15578
E623_116,0.14322,NA
E238_6,0.00503,NA
E961_139,0.17211,NA
E165_534,0.66834,NA
E245_51,NA,0.06156
E889_728,0.91206,NA
E723_284,NA,0.35427
E997_538,NA,0.67337
E521_199,0.24749,NA
E874_730,0.91457,NA
E23_360,0.44975,NA
E409_753,NA,0.94347
E799_654,NA,0.8191
E463_369,0.46106,NA
E796_54,NA,0.06533
E591_68,NA,0.08291
E603_656,0.82161,NA
E702_221,0.27513,NA
E725_374,0.46734,NA
E533_265,0.3304,NA
E271_761,NA,0.95352
E726_572,NA,0.71608
E100_342,0.42714,NA
E98_444,0.55528,NA
E867_516,NA,0.64573
E798_180,NA,0.22362
E315_185,NA,0.2299
E453_652,0.81658,NA
E387_156,0.19347,NA
E309_93,NA,0.11432
E360_396,0.49497,NA
E547_672,NA,0.84171
E340_235,0.29271,NA
E210_371,0.46357,NA
E249_179,0.22236,NA
E860_35,0.04146,NA
E280_277,0.34548,NA
E657_691,0.86558,NA
E607_531,0.66457,NA
E854_775,NA,0.97111
E31_240,0.29899,NA
E772_364,NA,0.45477
E290_442,NA,0.55276
E608_102,0.12563,NA
E504_54,NA,0.06533
E901_698,0.87437,NA
E398_21,0.02387,NA
E877_739,0.92588,NA
E861_559,0.69975,NA
E485_79,0.09673,NA
E200_746,NA,0.93467
E566_563,0.70477,NA
E722_134,0.16583,NA
E263_232,NA,0.28894
E549_385,0.48116,NA
E818_781,0.97864,NA
E470_727,NA,0.9108
E784_606,NA,0.75879
E632_70,0.08543,NA
E729_58,NA,0.07035
E292_85,0.10427,NA
E447_150,0.18593,NA
E557_590,0.73869,NA
E385_32,NA,0.03769
E902_644,0.80653,NA
E361_428,NA,0.53518
E647_615,NA,0.7701
E659_336,0.4196,NA
E974_422,0.52764,NA
E744_129,0.15955,NA
E433_378,NA,0.47236
E679_20,NA,0.02261
E338_574,0.71859,NA
E437_175,0.21734,NA
E983_127,NA,0.15704
E749_84,NA,0.10302
E822_356,NA,0.44472
E962_514,NA,0.64322
E125_605,0.75754,NA
E869_478,NA,0.59799
E242_269,0.33543,NA
E415_526,0.65829,NA
E602_400,NA,0.5
E75_526,0.65829,NA
E145_55,NA,0.06658
E77_29,0.03392,NA
E528_723,0.90578,NA
E244_220,NA,0.27387
E550_259,0.32286,NA
E590_762,0.95477,NA
E333_554,NA,0.69347
E903_646,0.80905,NA
E52_739,0.92588,NA
E789_495,NA,0.61935
E186_487,0.6093,NA
E975_28,0.03266,NA
E639_551,0.6897,NA
E954_798,1.0,NA
E527_783,0.98116,NA
E820_665,NA,0.83291
E118_272,0.3392,NA
E56_241,0.30025,NA
E9_121,0.1495,NA
E104_248,0.30905,NA
E560_532,0.66583,NA
E716_550,0.68844,NA
E383_495,NA,0.61935
E642_783,0.98116,NA
E537_128,0.15829,NA
E131_497,0.62186,NA
E32_675,0.84548,NA
E486_89,0.1093,NA
E884_107,NA,0.13191
E417_748,0.93719,NA
E930_110,NA,0.13568
E714_469,0.58668,NA
E956_500,NA,0.62563
E669_769,0.96357,NA
E897_196,0.24372,NA
E247_56,0.06784,NA
E484_793,0.99372,NA
E736_608,NA,0.76131
E143_347,NA,0.43342
E680_630,NA,0.78894
E307_102,0.12563,NA
E918_208,NA,0.25879
