,cl
E0,0
E1,0
E2,1
E3,1
E4,0
E5,1
E6,0
E7,0
E8,1
E9,0
E10,1
E11,1
E12,1
E13,1
E14,0
E15,1
E16,1
E17,1
E18,1
E19,1
E20,1
E21,0
E22,1
E23,1
E24,1
E25,1
E26,1
E27,1
E28,1
E29,0
E30,0
E31,1
E32,0
E33,1
E34,1
E35,1
E36,1
E37,1
E38,1
E39,1
E40,0
E41,0
E42,1
E43,0
E44,1
E45,0
E46,0
E47,0
E48,1
E49,1
E50,0
E51,1
E52,1
E53,1
E54,1
E55,0
E56,1
E57,0
E58,1
E59,0
E60,1
E61,1
E62,1
E63,1
E64,0
E65,1
E66,1
E67,0
E68,1
E69,0
E70,0
E71,1
E72,0
E73,1
E74,1
E75,0
E76,0
E77,1
E78,0
E79,1
E80,1
E81,1
E82,0
E83,0
E84,0
E85,1
E86,1
E87,0
E88,1
E89,1
E90,0
E91,0
E92,1
E93,1
E94,1
E95,1
E96,1
E97,1
E98,1
E99,1
E100,0
E101,0
E102,0
E103,1
E104,1
E105,1
E106,1
E107,1
E108,1
E109,0
E110,0
E111,1
E112,1
E113,1
E114,1
E115,1
E116,0
E117,1
E118,1
E119,1
E120,1
E121,0
E122,0
E123,1
E124,1
E125,1
E126,1
E127,0
E128,1
E129,0
E130,0
E131,0
E132,0
E133,1
E134,1
E135,1
E136,1
E137,0
E138,0
E139,0
E140,0
E141,0
E142,1
E143,1
E144,1
E145,0
E146,1
E147,1
E148,0
E149,1
E150,0
E151,1
E152,1
E153,0
E154,1
E155,1
E156,1
E157,1
E158,1
E159,1
E160,0
E161,1
E162,1
E163,1
E164,1
E165,1
E166,1
E167,0
E168,1
E169,1
E170,0
E171,1
E172,1
E173,0
E174,0
E175,1
E176,1
E177,0
E178,1
E179,0
E180,0
E181,0
E182,1
E183,1
E184,0
E185,1
E186,0
E187,1
E188,0
E189,1
E190,0
E191,1
E192,1
E193,0
E194,1
E195,1
E196,1
E197,0
E198,0
E199,0
E200,0
E201,1
E202,1
E203,1
E204,1
E205,1
E206,1
E207,1
E208,0
E209,1
E210,1
E211,1
E212,0
E213,0
E214,1
E215,0
E216,1
E217,1
E218,1
E219,1
E220,1
E221,0
E222,0
E223,1
E224,1
E225,0
E226,1
E227,1
E228,1
E229,0
E230,1
E231,0
E232,1
E233,1
E234,0
E235,1
E236,1
E237,1
E238,0
E239,1
E240,0
E241,0
E242,1
E243,1
E244,0
E245,1
E246,0
E247,1
E248,1
E249,1
E250,0
E251,1
E252,1
E253,1
E254,1
E255,1
E256,1
E257,0
E258,1
E259,1
E260,1
E261,1
E262,1
E263,1
E264,1
E265,1
E266,1
E267,1
E268,0
E269,1
E270,1
E271,1
E272,1
E273,0
E274,1
E275,1
E276,1
E277,0
E278,1
E279,1
E280,0
E281,0
E282,1
E283,1
E284,1
E285,1
E286,1
E287,0
E288,1
E289,1
E290,0
E291,1
E292,1
E293,1
E294,0
E295,0
E296,1
E297,1
E298,1
E299,1
E300,0
E301,0
E302,1
E303,1
E304,0
E305,1
E306,1
E307,0
E308,0
E309,0
E310,1
E311,1
E312,0
E313,1
E314,0
E315,0
E316,0
E317,1
E318,1
E319,1
E320,1
E321,1
E322,1
E323,0
E324,1
E325,1
E326,1
E327,1
E328,0
E329,1
E330,1
E331,1
E332,1
E333,0
E334,0
E335,0
E336,1
E337,0
E338,1
E339,0
E340,1
E341,1
E342,1
E343,0
E344,1
E345,1
E346,1
E347,1
E348,0
E349,1
E350,0
E351,1
E352,1
E353,0
E354,0
E355,1
E356,0
E357,1
E358,1
E359,0
E360,1
E361,1
E362,1
E363,1
E364,0
E365,1
E366,1
E367,1
E368,1
E369,0
E370,1
E371,1
E372,0
E373,1
E374,0
E375,1
E376,0
E377,1
E378,0
E379,0
E380,1
E381,1
E382,1
E383,1
E384,0
E385,0
E386,1
E387,0
E388,1
E389,0
E390,1
E391,0
E392,0
E393,1
E394,1
E395,1
E396,1
E397,0
E398,1
E399,0
E400,0
E401,0
E402,1
E403,1
E404,1
E405,1
E406,0
E407,1
E408,1
E409,1
E410,1
E411,1
E412,0
E413,0
E414,0
E415,0
E416,1
E417,1
E418,0
E419,1
E420,1
E421,1
E422,1
E423,1
E424,1
E425,0
E426,1
E427,0
E428,0
E429,1
E430,1
E431,1
E432,1
E433,1
E434,1
E435,1
E436,1
E437,1
E438,0
E439,0
E440,1
E441,1
E442,1
E443,0
E444,1
E445,0
E446,1
E447,1
E448,0
E449,1
E450,1
E451,0
E452,1
E453,1
E454,1
E455,1
E456,0
E457,1
E458,1
E459,0
E460,0
E461,1
E462,1
E463,1
E464,0
E465,1
E466,0
E467,0
E468,1
E469,1
E470,1
E471,1
E472,1
E473,1
E474,0
E475,1
E476,0
E477,1
E478,0
E479,1
E480,0
E481,1
E482,1
E483,0
E484,1
E485,1
E486,0
E487,1
E488,1
E489,1
E490,0
E491,1
E492,1
E493,0
E494,0
E495,0
E496,0
E497,0
E498,0
E499,1
E500,0
E501,1
E502,0
E503,1
E504,1
E505,1
E506,1
E507,1
E508,1
E509,1
E510,0
E511,1
E512,0
E513,0
E514,1
E515,1
E516,1
E517,1
E518,1
E519,1
E520,1
E521,0
E522,1
E523,1
E524,1
E525,1
E526,1
E527,1
E528,1
E529,0
E530,1
E531,1
E532,1
E533,1
E534,0
E535,0
E536,1
E537,1
E538,1
E539,0
E540,1
E541,1
E542,0
E543,1
E544,1
E545,1
E546,1
E547,0
E548,0
E549,0
E550,1
E551,1
E552,0
E553,1
E554,0
E555,1
E556,0
E557,0
E558,0
E559,1
E560,1
E561,1
E562,1
E563,1
E564,0
E565,1
E566,1
E567,1
E568,0
E569,0
E570,1
E571,1
E572,1
E573,1
E574,1
E575,1
E576,0
E577,1
E578,1
E579,0
E580,1
E581,0
E582,0
E583,1
E584,0
E585,0
E586,0
E587,1
E588,1
E589,1
E590,1
E591,1
E592,0
E593,0
E594,0
E595,0
E596,1
E597,1
E598,1
E599,1
E600,0
E601,1
E602,0
E603,1
E604,0
E605,0
E606,0
E607,1
E608,0
E609,0
E610,0
E611,1
E612,1
E613,1
E614,1
E615,1
E616,0
E617,1
E618,0
E619,0
E620,1
E621,1
E622,0
E623,1
E624,1
E625,1
E626,1
E627,1
