,PseudoTime1,PseudoTime2
E470_751,NA,0.75151
E648_215,0.21227,NA
E580_627,NA,0.62676
E994_574,0.57344,NA
E992_978,0.97988,NA
E876_277,0.27465,NA
E44_459,0.45775,NA
E416_108,0.10463,NA
E104_426,0.42455,NA
E756_176,0.17304,NA
E522_469,0.46781,NA
E787_488,NA,0.48692
E909_174,NA,0.17103
E406_400,0.39839,NA
E383_800,0.8008,NA
E50_252,0.2495,NA
E495_279,0.27666,NA
E477_316,0.31388,NA
E368_33,NA,0.02918
E63_160,0.15694,NA
E162_759,NA,0.75956
E519_566,NA,0.56539
E645_888,NA,0.88934
E773_337,0.33501,NA
E731_964,0.96579,NA
E247_848,0.84909,NA
E93_252,0.2495,NA
E152_553,NA,0.55231
E790_561,NA,0.56036
E564_621,0.62072,NA
E109_467,NA,0.46579
E973_49,0.04527,NA
E65_317,0.31489,NA
E999_188,0.18511,NA
E534_351,NA,0.34909
E753_265,NA,0.26258
E229_463,NA,0.46177
E683_196,NA,0.19316
E385_242,0.23944,NA
E25_655,NA,0.65493
E290_108,0.10463,NA
E343_528,0.52716,NA
E969_389,0.38732,NA
E489_646,NA,0.64588
E191_95,0.09155,NA
E292_978,NA,0.97988
E586_35,NA,0.03119
E623_851,0.85211,NA
E23_17,0.01308,NA
E237_623,0.62274,NA
E20_705,0.70523,NA
E543_518,0.5171,NA
E708_950,0.95171,NA
E371_233,0.23038,NA
E636_178,NA,0.17505
E547_596,0.59557,NA
E378_454,NA,0.45272
E58_272,NA,0.26962
E280_922,0.92354,NA
E19_72,0.06841,NA
E465_393,0.39135,NA
E376_150,NA,0.14688
E168_251,0.24849,NA
E937_916,0.91751,NA
E971_759,NA,0.75956
E251_151,0.14789,NA
E372_192,0.18913,NA
E679_430,NA,0.42857
E533_956,0.95775,NA
E498_627,0.62676,NA
E367_688,NA,0.68813
E750_222,NA,0.21932
E76_975,0.97686,NA
E97_497,NA,0.49598
E703_490,0.48893,NA
E70_8,NA,0.00402
E691_626,0.62575,NA
E906_204,0.20121,NA
E384_338,NA,0.33602
E588_688,0.68813,NA
E130_250,0.24748,NA
E745_953,0.95473,NA
E339_188,0.18511,NA
E126_949,0.9507,NA
E407_991,0.99296,NA
E595_34,NA,0.03018
E238_122,0.11871,NA
E539_267,0.26459,NA
E363_626,0.62575,NA
E693_214,0.21127,NA
E182_628,0.62777,NA
E132_408,0.40644,NA
E724_363,NA,0.36117
E929_707,NA,0.70724
E697_7,0.00302,NA
E772_585,0.58451,NA
E29_615,0.61469,NA
E804_774,0.77465,NA
E412_495,NA,0.49396
E616_572,NA,0.57143
E256_941,NA,0.94266
E68_798,0.79879,NA
E158_907,NA,0.90845
E510_165,0.16197,NA
E762_486,0.48491,NA
E413_608,NA,0.60765
E221_332,0.32998,NA
E611_865,NA,0.8662
E650_926,0.92757,NA
E456_173,0.17002,NA
E91_660,NA,0.65996
E96_84,NA,0.08048
E359_260,0.25755,NA
E357_950,0.95171,NA
E88_778,0.77867,NA
E581_88,NA,0.08451
E646_406,0.40443,NA
E707_991,NA,0.99296
E806_283,NA,0.28068
E62_378,0.37626,NA
E474_631,0.63078,NA
E820_53,NA,0.0493
E828_590,0.58954,NA
E571_548,0.54728,NA
E573_228,0.22535,NA
E12_709,0.70926,NA
E956_43,NA,0.03924
E866_865,0.8662,NA
E737_234,0.23139,NA
E143_898,NA,0.8994
E94_870,0.87123,NA
E285_911,0.91247,NA
E811_547,NA,0.54628
E788_941,NA,0.94266
E768_561,0.56036,NA
E981_535,NA,0.53421
E3_595,NA,0.59457
E220_216,NA,0.21328
E403_445,NA,0.44366
E128_583,0.58249,NA
E355_379,NA,0.37726
E509_688,0.68813,NA
E912_111,0.10765,NA
E761_537,NA,0.53622
E813_431,0.42958,NA
E626_351,NA,0.34909
E841_228,0.22535,NA
E947_603,NA,0.60262
E394_202,0.1992,NA
E900_994,0.99598,NA
E344_70,NA,0.0664
E827_960,NA,0.96177
E74_57,0.05332,NA
E192_552,0.55131,NA
E766_949,0.9507,NA
E676_756,0.75654,NA
E107_272,0.26962,NA
E277_412,0.41046,NA
E914_6,NA,0.00201
E222_334,0.33199,NA
E782_29,0.02515,NA
E667_295,0.29276,NA
E486_898,NA,0.8994
E847_149,NA,0.14588
E582_118,NA,0.11469
E920_610,0.60966,NA
E778_683,NA,0.6831
E334_980,NA,0.98189
E810_622,0.62173,NA
E149_699,NA,0.6992
E26_578,0.57746,NA
E769_842,NA,0.84306
E512_673,NA,0.67304
E31_876,0.87726,NA
E261_120,0.1167,NA
E435_699,0.6992,NA
E728_933,NA,0.93461
E829_129,NA,0.12575
E954_997,NA,0.99899
E548_864,0.86519,NA
E913_509,0.50805,NA
E795_206,0.20322,NA
E141_143,0.13984,NA
E732_369,0.3672,NA
E550_874,NA,0.87525
E529_422,NA,0.42052
E260_98,NA,0.09457
E735_749,NA,0.7495
E590_369,0.3672,NA
E921_125,NA,0.12173
E113_741,0.74145,NA
E224_749,NA,0.7495
E298_71,0.0674,NA
E131_837,NA,0.83803
E118_549,0.54829,NA
E469_136,NA,0.1328
E57_285,NA,0.2827
E854_861,NA,0.86217
E594_679,NA,0.67907
E315_574,NA,0.57344
E624_629,0.62877,NA
E56_838,0.83903,NA
E705_448,NA,0.44668
E46_340,NA,0.33803
E267_998,1.0,NA
E924_534,0.5332,NA
E780_539,0.53823,NA
E933_888,0.88934,NA
E397_271,NA,0.26861
E723_423,0.42153,NA
E952_824,0.82495,NA
E844_689,0.68913,NA
E765_408,0.40644,NA
E850_982,0.9839,NA
E741_19,NA,0.01509
E702_248,0.24547,NA
E977_605,NA,0.60463
E392_295,0.29276,NA
E606_889,NA,0.89034
E439_680,NA,0.68008
E764_588,NA,0.58753
E484_620,0.61972,NA
E78_494,0.49296,NA
E874_93,0.08954,NA
E826_113,0.10966,NA
E390_508,0.50704,NA
E748_136,NA,0.1328
E179_796,NA,0.79678
E433_477,NA,0.47586
E673_985,0.98692,NA
E743_197,NA,0.19416
E904_116,0.11268,NA
E608_709,0.70926,NA
E565_896,NA,0.89738
E879_638,0.63783,NA
E860_865,0.8662,NA
E668_469,0.46781,NA
E891_757,NA,0.75755
E418_97,NA,0.09356
E681_202,0.1992,NA
E437_600,0.5996,NA
E686_70,0.0664,NA
E375_965,0.9668,NA
E714_543,0.54225,NA
E205_994,NA,0.99598
