,cl
E0,0
E1,1
E2,1
E3,1
E4,1
E5,1
E6,0
E7,1
E8,1
E9,0
E10,1
E11,1
E12,1
E13,1
E14,0
E15,0
E16,1
E17,0
E18,0
E19,0
E20,1
E21,1
E22,1
E23,1
E24,0
E25,0
E26,1
E27,0
E28,0
E29,1
E30,0
E31,1
E32,1
E33,1
E34,1
E35,1
E36,1
E37,0
E38,1
E39,1
E40,1
E41,1
E42,0
E43,0
E44,1
E45,1
E46,0
E47,1
E48,1
E49,0
E50,1
E51,0
E52,1
E53,1
E54,0
E55,0
E56,1
E57,1
E58,0
E59,0
E60,1
E61,1
E62,1
E63,1
E64,0
E65,1
E66,1
E67,1
E68,1
E69,0
E70,0
E71,1
E72,1
E73,0
E74,1
E75,1
E76,1
E77,0
E78,1
E79,1
E80,0
E81,1
E82,0
E83,1
E84,1
E85,0
E86,0
E87,0
E88,1
E89,1
E90,0
E91,0
E92,1
E93,1
E94,1
E95,1
E96,1
E97,1
E98,0
E99,1
E100,1
E101,0
E102,0
E103,0
E104,1
E105,0
E106,1
E107,1
E108,0
E109,1
E110,1
E111,1
E112,0
E113,1
E114,1
E115,0
E116,1
E117,1
E118,1
E119,0
E120,0
E121,1
E122,0
E123,0
E124,0
E125,1
E126,1
E127,0
E128,0
E129,1
E130,0
E131,1
E132,0
E133,1
E134,1
E135,1
E136,1
E137,0
E138,0
E139,0
E140,0
E141,0
E142,0
E143,0
E144,1
E145,1
E146,1
E147,0
E148,1
E149,1
E150,0
E151,1
E152,0
E153,1
E154,0
E155,0
E156,1
E157,0
E158,1
E159,1
E160,0
E161,1
E162,1
E163,1
E164,0
E165,0
E166,1
E167,0
E168,0
E169,0
E170,1
E171,1
E172,0
E173,1
E174,1
E175,0
E176,1
E177,0
E178,1
E179,0
E180,0
E181,0
E182,1
E183,0
E184,0
E185,0
E186,1
E187,1
E188,1
E189,0
E190,0
E191,0
E192,0
E193,1
E194,1
E195,1
E196,1
E197,0
E198,1
E199,1
E200,1
E201,1
E202,1
E203,1
E204,1
E205,1
E206,1
E207,0
E208,1
E209,1
E210,1
E211,0
E212,0
E213,0
E214,0
E215,0
E216,1
E217,0
E218,1
E219,0
E220,1
E221,0
E222,1
E223,1
E224,0
E225,0
E226,0
E227,0
E228,0
E229,0
E230,1
E231,1
E232,1
E233,1
E234,1
E235,0
E236,1
E237,0
E238,1
E239,1
E240,0
E241,0
E242,1
E243,1
E244,0
E245,0
E246,1
E247,1
E248,0
E249,1
E250,0
E251,0
E252,1
E253,0
E254,1
E255,1
E256,0
E257,1
E258,1
E259,1
E260,0
E261,1
E262,1
E263,1
E264,0
E265,1
E266,0
E267,1
E268,0
E269,1
E270,1
E271,0
E272,1
E273,0
E274,0
E275,0
E276,0
E277,1
E278,1
E279,1
E280,0
E281,0
E282,0
E283,1
E284,1
E285,1
E286,1
E287,1
E288,1
E289,1
E290,0
E291,0
E292,0
E293,0
E294,0
E295,1
E296,1
E297,0
E298,1
E299,1
E300,0
E301,0
E302,1
E303,0
E304,1
E305,0
E306,1
E307,0
E308,0
E309,1
E310,1
E311,0
E312,1
E313,0
E314,1
E315,0
E316,0
E317,0
E318,0
E319,0
E320,0
E321,1
E322,1
E323,0
E324,0
E325,0
E326,1
E327,1
E328,1
E329,1
E330,0
E331,0
E332,1
E333,0
E334,1
E335,1
E336,0
E337,1
E338,0
E339,0
E340,1
E341,1
E342,1
E343,0
E344,1
E345,1
E346,0
E347,1
E348,1
E349,0
E350,0
E351,0
E352,0
E353,1
E354,1
E355,1
E356,1
E357,0
E358,0
E359,1
E360,1
E361,0
E362,1
E363,1
E364,1
E365,1
E366,0
E367,0
E368,0
E369,1
E370,1
E371,0
E372,0
E373,1
E374,0
E375,1
E376,0
E377,1
E378,1
E379,1
E380,0
E381,0
E382,0
E383,1
E384,0
E385,0
E386,1
E387,0
E388,1
E389,0
E390,1
E391,0
E392,0
E393,1
E394,1
E395,0
E396,1
E397,0
E398,1
E399,1
E400,0
E401,1
E402,1
E403,1
E404,1
E405,0
E406,0
E407,1
E408,0
E409,1
E410,0
E411,0
E412,1
E413,0
E414,0
E415,1
E416,1
E417,0
E418,0
E419,0
E420,1
E421,0
E422,1
E423,0
E424,1
E425,1
E426,1
E427,1
E428,1
