,PseudoTime1,PseudoTime2
E277_59,0.05817,NA
E343_320,NA,0.31996
E74_591,NA,0.59178
E86_17,NA,0.01605
E622_662,NA,0.66299
E497_297,0.29689,NA
E209_368,NA,0.3681
E39_636,NA,0.63691
E872_537,NA,0.53761
E50_826,0.82748,NA
E744_616,NA,0.61685
E536_487,NA,0.48746
E664_792,NA,0.79338
E159_208,NA,0.20762
E285_838,NA,0.83952
E105_772,NA,0.77332
E731_869,NA,0.87061
E569_594,NA,0.59478
E365_815,NA,0.81645
E287_898,0.8997,NA
E542_432,NA,0.4323
E93_233,NA,0.2327
E32_598,NA,0.5988
E756_488,NA,0.48847
E746_617,0.61785,NA
E974_590,0.59077,NA
E760_146,0.14544,NA
E410_360,NA,0.36008
E368_778,NA,0.77934
E845_662,NA,0.66299
E596_622,NA,0.62287
E314_383,NA,0.38315
E830_715,0.71615,NA
E173_127,NA,0.12638
E964_130,NA,0.12939
E683_436,NA,0.43631
E79_355,NA,0.35507
E701_97,0.09629,NA
E168_755,NA,0.75627
E828_508,NA,0.50853
E450_158,NA,0.15747
E61_598,NA,0.5988
E467_56,0.05517,NA
E963_271,0.27081,NA
E516_339,NA,0.33902
E448_101,0.1003,NA
E388_495,0.49549,NA
E43_263,0.26279,NA
E628_981,NA,0.98295
E422_164,0.16349,NA
E330_33,0.0321,NA
E34_909,NA,0.91073
E163_245,0.24473,NA
E132_913,0.91474,NA
E923_769,0.77031,NA
E855_578,NA,0.57874
E626_448,NA,0.44835
E779_581,0.58175,NA
E917_170,0.16951,NA
E393_713,0.71414,NA
E591_578,NA,0.57874
E376_858,0.85958,NA
E719_178,0.17753,NA
E992_347,0.34704,NA
E559_622,0.62287,NA
E650_431,NA,0.43129
E430_474,NA,0.47442
E319_844,NA,0.84554
E45_80,NA,0.07924
E656_958,0.95988,NA
E67_107,NA,0.10632
E544_908,0.90973,NA
E806_934,0.93581,NA
E682_469,0.46941,NA
E180_235,NA,0.2347
E380_715,0.71615,NA
E478_320,0.31996,NA
E14_736,0.73721,NA
E689_754,0.75527,NA
E41_199,0.1986,NA
E409_85,NA,0.08425
E103_213,0.21264,NA
E223_515,NA,0.51555
E707_272,0.27182,NA
E354_846,NA,0.84754
E691_682,NA,0.68305
