,PseudoTime1,PseudoTime2
E947_715,0.89698,NA
E636_349,NA,0.43719
E328_298,NA,0.37312
E583_695,NA,0.87186
E111_634,0.79523,NA
E335_785,NA,0.98492
E210_358,NA,0.44849
E805_255,NA,0.3191
E829_26,0.03141,NA
E740_227,NA,0.28392
E492_440,NA,0.55151
E316_720,0.90327,NA
E419_236,NA,0.29523
E351_211,0.26382,NA
E519_396,0.49623,NA
E673_62,0.07663,NA
E777_594,0.74497,NA
E81_427,0.53518,NA
E271_474,NA,0.59422
E287_455,0.57035,NA
E784_365,0.45729,NA
E481_669,0.8392,NA
E171_411,0.51508,NA
E399_238,NA,0.29774
E163_623,NA,0.78141
E864_197,0.24623,NA
E149_4,0.00377,NA
E43_585,0.73367,NA
E910_267,0.33417,NA
E36_664,0.83291,NA
E100_771,NA,0.96734
E230_127,NA,0.15829
E500_746,0.93593,NA
E977_435,NA,0.54523
E11_352,NA,0.44095
E113_200,0.25,NA
E961_2,NA,0.00126
E733_410,NA,0.51382
E69_211,0.26382,NA
E164_448,NA,0.56156
E361_542,NA,0.67965
E16_297,NA,0.37186
E494_139,NA,0.17337
E429_577,NA,0.72362
E395_207,NA,0.25879
E618_778,NA,0.97613
E718_77,0.09548,NA
E130_184,0.2299,NA
E916_569,0.71357,NA
E762_53,NA,0.06533
E135_19,0.02261,NA
E567_458,NA,0.57412
E59_181,NA,0.22613
E622_450,0.56407,NA
E242_573,0.71859,NA
E106_108,0.13442,NA
E750_708,0.88819,NA
E377_290,NA,0.36307
E568_362,0.45352,NA
E725_168,NA,0.2098
E862_458,0.57412,NA
E514_60,0.07412,NA
E884_293,NA,0.36683
E118_699,NA,0.87688
E348_391,NA,0.48995
E830_350,0.43844,NA
E452_230,NA,0.28769
E20_268,NA,0.33543
E145_310,0.38819,NA
E600_22,0.02638,NA
E35_375,0.46985,NA
E985_594,NA,0.74497
E355_687,NA,0.86181
E798_681,0.85427,NA
E453_368,NA,0.46106
E225_248,0.3103,NA
E358_413,0.51759,NA
E466_630,NA,0.7902
E29_481,NA,0.60302
E537_205,NA,0.25628
E9_764,NA,0.95854
