,PseudoTime
E826_1072,0.6306784660766962
E908_196,0.11386430678466077
E319_365,0.2135693215339233
E355_267,0.15575221238938053
E76_31,0.016519174041297935
E766_1143,0.672566371681416
E397_742,0.4359882005899705
E859_542,0.31799410029498526
E455_85,0.04837758112094395
E273_996,0.5858407079646017
E197_278,0.16224188790560473
E637_1243,0.7315634218289085
E54_1294,0.7616519174041297
E92_1655,0.9746312684365782
E118_1440,0.8477876106194691
E177_1155,0.679646017699115
E349_1050,0.6176991150442478
E290_5,0.0011799410029498525
E304_154,0.08908554572271386
E412_957,0.5628318584070796
E46_955,0.5616519174041298
E359_15,0.007079646017699115
E550_46,0.02536873156342183
E429_841,0.4943952802359882
E693_1096,0.6448377581120944
E86_1513,0.8908554572271387
E99_1575,0.9274336283185841
E357_582,0.3415929203539823
E632_1424,0.8383480825958702
E79_927,0.5451327433628319
E997_144,0.0831858407079646
E666_1448,0.8525073746312685
E985_600,0.35221238938053095
E879_641,0.376401179941003
E516_1548,0.911504424778761
E793_1228,0.7227138643067846
E994_981,0.5769911504424778
E341_663,0.3893805309734513
E246_145,0.08377581120943953
E433_160,0.09262536873156342
E576_346,0.20235988200589972
E228_1063,0.6253687315634219
E458_1017,0.5982300884955752
E800_424,0.24837758112094396
E67_1332,0.784070796460177
E967_1500,0.8831858407079646
E750_1003,0.5899705014749262
E517_518,0.30383480825958703
E406_633,0.37168141592920356
E806_1092,0.6424778761061947
E744_1125,0.6619469026548672
E694_1467,0.863716814159292
E85_615,0.36106194690265486
E249_1562,0.91976401179941
E94_320,0.18702064896755163
E858_219,0.12743362831858407
E156_1071,0.6300884955752213
E365_1328,0.7817109144542773
E403_930,0.5469026548672566
E965_512,0.30029498525073745
E416_1546,0.9103244837758112
E624_242,0.1410029498525074
E972_1290,0.7592920353982301
E201_938,0.551622418879056
E259_231,0.13451327433628318
E612_549,0.32212389380530976
E636_1255,0.7386430678466077
E29_1510,0.8890855457227138
E915_141,0.08141592920353982
E932_1277,0.751622418879056
E444_1233,0.7256637168141593
E111_1355,0.7976401179941003
E944_1508,0.887905604719764
E600_723,0.4247787610619469
E816_273,0.1592920353982301
E526_1611,0.9486725663716814
E940_341,0.19941002949852507
E611_324,0.18938053097345134
E894_554,0.3250737463126844
E44_763,0.44837758112094395
E754_446,0.26135693215339234
E258_732,0.4300884955752212
E126_1159,0.6820058997050148
E784_373,0.2182890855457227
E999_1557,0.9168141592920354
E264_7,0.002359882005899705
E321_1685,0.9923303834808259
E171_1414,0.8324483775811209
E845_50,0.027728613569321534
E502_669,0.3929203539823009
E157_652,0.3828908554572271
E50_932,0.5480825958702065
E893_1137,0.6690265486725664
E864_158,0.09144542772861357
E269_685,0.4023598820058997
E320_1547,0.9109144542772861
E715_274,0.15988200589970503
E287_787,0.4625368731563422
E719_1360,0.800589970501475
E896_1459,0.8589970501474926
E452_220,0.128023598820059
E672_685,0.4023598820058997
E8_762,0.44778761061946903
E392_792,0.4654867256637168
E461_321,0.18761061946902655
E595_158,0.09144542772861357
E642_1324,0.7793510324483776
E89_799,0.4696165191740413
E596_1008,0.5929203539823009
E155_1566,0.9221238938053097
E833_207,0.12035398230088495
E573_806,0.4737463126843658
E21_758,0.44542772861356933
E410_786,0.46194690265486726
E821_1480,0.8713864306784661
E193_449,0.26312684365781713
E848_615,0.36106194690265486
E150_1162,0.6837758112094395
E579_1292,0.7604719764011799
E345_659,0.3870206489675516
E170_693,0.40707964601769914
E946_1534,0.903244837758112
E792_1528,0.8997050147492626
E386_1288,0.7581120943952803
E588_640,0.375811209439528
E9_133,0.07669616519174041
E142_284,0.1657817109144543
E903_1079,0.6348082595870207
E14_288,0.168141592920354
E780_1652,0.9728613569321534
E559_458,0.26843657817109146
E374_1605,0.9451327433628318
E190_992,0.5834808259587021
E168_561,0.3292035398230089
E640_1049,0.6171091445427729
E866_1435,0.8448377581120944
E432_40,0.02182890855457227
E120_1684,0.991740412979351
E608_264,0.15398230088495576
E222_533,0.31268436578171094
E867_1478,0.8702064896755162
E241_1178,0.6932153392330384
E347_1067,0.6277286135693215
E262_790,0.46430678466076697
E442_37,0.020058997050147492
E310_1434,0.8442477876106195
E405_1387,0.8165191740412979
E959_864,0.5079646017699115
E951_1261,0.7421828908554572
E930_344,0.20117994100294986
E447_1366,0.8041297935103244
E627_1497,0.8814159292035398
E368_666,0.3911504424778761
E343_1193,0.7020648967551623
E485_1519,0.8943952802359882
E769_1576,0.928023598820059
E629_1379,0.8117994100294985
E708_1221,0.7185840707964601
E51_416,0.24365781710914455
E77_1286,0.7569321533923303
E996_607,0.35634218289085545
E518_192,0.11150442477876106
E154_1102,0.6483775811209439
E954_435,0.25486725663716814
E776_153,0.08849557522123894
E745_1595,0.9392330383480826
E268_1027,0.6041297935103245
E782_671,0.39410029498525073
E986_1183,0.696165191740413
E824_1615,0.9510324483775812
E443_402,0.23539823008849559
E78_850,0.49970501474926254
E42_898,0.528023598820059
E22_1288,0.7581120943952803
E56_1081,0.6359882005899705
E90_91,0.05191740412979351
E697_1539,0.9061946902654867
E236_752,0.44188790560471974
E574_416,0.24365781710914455
E141_195,0.11327433628318584
E644_1466,0.8631268436578171
E534_1574,0.9268436578171091
E206_303,0.17699115044247787
E538_1234,0.7262536873156342
E572_1191,0.7008849557522124
E137_18,0.008849557522123894
E47_1531,0.9014749262536873
E500_1477,0.8696165191740413
E440_134,0.07728613569321534
E186_1324,0.7793510324483776
E24_323,0.1887905604719764
E853_1393,0.8200589970501475
E743_443,0.25958702064896755
E900_906,0.5327433628318584
E638_1515,0.8920353982300885
E857_1210,0.712094395280236
E311_1118,0.6578171091445427
E83_1479,0.8707964601769912
E459_395,0.2312684365781711
E765_984,0.5787610619469027
E203_6,0.0017699115044247787
E603_1374,0.8088495575221238
E409_155,0.08967551622418879
E478_903,0.5309734513274337
E450_891,0.5238938053097345
E210_100,0.057227138643067846
E400_1237,0.728023598820059
E512_143,0.08259587020648967
E717_1584,0.9327433628318584
E396_1672,0.984660766961652
E779_271,0.15811209439528023
E905_230,0.13392330383480827
E425_653,0.3834808259587021
E38_1221,0.7185840707964601
E904_285,0.1663716814159292
E280_268,0.15634218289085547
E469_832,0.48908554572271384
E426_843,0.49557522123893805
E995_672,0.39469026548672564
E482_871,0.512094395280236
E284_1556,0.9162241887905604
E23_59,0.03303834808259587
E870_190,0.11032448377581121
E436_1420,0.8359882005899705
E330_236,0.13746312684365783
E931_934,0.5492625368731563
E521_1317,0.7752212389380531
E439_1203,0.7079646017699115
E850_745,0.4377581120943953
E362_874,0.5138643067846608
E75_614,0.36047197640117995
E283_7,0.002359882005899705
E877_1098,0.6460176991150443
E938_789,0.46371681415929206
E929_698,0.41002949852507375
E327_792,0.4654867256637168
E758_788,0.4631268436578171
E614_78,0.04424778761061947
E783_664,0.38997050147492623
E394_774,0.45486725663716815
E869_986,0.5799410029498525
E561_1598,0.9410029498525073
E387_537,0.31504424778761064
E768_18,0.008849557522123894
E934_712,0.4182890855457227
E541_894,0.5256637168141592
E503_1135,0.6678466076696166
E30_1625,0.9569321533923304
E472_491,0.287905604719764
E55_906,0.5327433628318584
E463_879,0.5168141592920354
E333_493,0.2890855457227139
E822_960,0.5646017699115045
E775_1023,0.6017699115044248
E261_1375,0.8094395280235989
E178_988,0.5811209439528023
E939_963,0.5663716814159292
E248_997,0.5864306784660767
E988_274,0.15988200589970503
E211_1128,0.6637168141592921
E399_419,0.24542772861356932
E350_662,0.3887905604719764
E540_796,0.4678466076696165
E991_1101,0.647787610619469
E928_1654,0.9740412979351032
E605_666,0.3911504424778761
E385_1071,0.6300884955752213
E889_311,0.18171091445427728
E217_68,0.038348082595870206
E508_682,0.40058997050147493
E124_1634,0.9622418879056047
E506_1016,0.5976401179941003
E117_972,0.5716814159292035
E817_1240,0.7297935103244838
E334_81,0.04601769911504425
E306_1108,0.6519174041297935
E692_103,0.058997050147492625
E987_76,0.043067846607669616
E979_1191,0.7008849557522124
E391_686,0.40294985250737464
E700_301,0.17581120943952802
E265_1598,0.9410029498525073
E32_102,0.0584070796460177
E0_1206,0.7097345132743362
E846_1049,0.6171091445427729
E125_1563,0.9203539823008849
E998_391,0.22890855457227138
E27_1042,0.6129793510324484
E19_738,0.4336283185840708
E127_198,0.11504424778761062
E747_1450,0.8536873156342183
E957_1382,0.8135693215339233
E176_874,0.5138643067846608
E237_1067,0.6277286135693215
E226_69,0.03893805309734513
E539_168,0.09734513274336283
E670_258,0.1504424778761062
E91_600,0.35221238938053095
E356_981,0.5769911504424778
E785_1561,0.9191740412979351
E418_528,0.30973451327433627
E267_32,0.01710914454277286
E863_220,0.128023598820059
E163_283,0.16519174041297935
E725_31,0.016519174041297935
E166_61,0.03421828908554572
E593_501,0.2938053097345133
E787_440,0.25781710914454276
E172_286,0.16696165191740414
E914_221,0.12861356932153392
E340_1519,0.8943952802359882
E658_1078,0.6342182890855457
E474_1546,0.9103244837758112
E667_135,0.07787610619469026
E488_1348,0.7935103244837758
E830_1465,0.8625368731563422
E146_158,0.09144542772861357
E759_681,0.4
E147_237,0.13805309734513274
E659_299,0.17463126843657817
E805_848,0.49852507374631266
E730_1612,0.9492625368731563
E661_130,0.07492625368731563
E892_1103,0.6489675516224189
E481_1435,0.8448377581120944
E139_123,0.07079646017699115
E20_78,0.04424778761061947
E494_561,0.3292035398230089
E223_1359,0.8
E342_375,0.21946902654867256
E338_1274,0.7498525073746313
E376_263,0.15339233038348082
E138_1325,0.7799410029498525
E648_835,0.49085545722713864
E923_107,0.06135693215339233
E910_777,0.45663716814159294
E971_369,0.215929203539823
E257_80,0.04542772861356932
E278_380,0.2224188790560472
E414_1365,0.8035398230088495
E457_561,0.3292035398230089
E566_918,0.5398230088495575
E798_1223,0.7197640117994101
E227_1266,0.7451327433628319
E366_634,0.3722713864306785
E773_329,0.19233038348082596
E360_1203,0.7079646017699115
E162_543,0.3185840707964602
E876_457,0.26784660766961654
E649_343,0.20058997050147492
E829_1337,0.7870206489675516
E371_1391,0.8188790560471977
E372_1397,0.8224188790560472
E684_476,0.2790560471976401
E960_1202,0.7073746312684366
E183_1003,0.5899705014749262
E841_136,0.07846607669616519
E956_657,0.3858407079646018
E968_1137,0.6690265486725664
E291_836,0.49144542772861355
E87_155,0.08967551622418879
E838_813,0.4778761061946903
E543_469,0.27492625368731566
E544_1446,0.8513274336283185
E361_576,0.3380530973451327
E408_268,0.15634218289085547
E288_1516,0.8926253687315634
E234_100,0.057227138643067846
E292_571,0.3351032448377581
E12_889,0.5227138643067847
E577_742,0.4359882005899705
E45_53,0.029498525073746312
E714_1663,0.9793510324483776
E224_472,0.2766961651917404
E289_1465,0.8625368731563422
E379_1000,0.5882005899705015
E677_962,0.5657817109144543
E803_967,0.568731563421829
E676_1630,0.959882005899705
E378_13,0.0058997050147492625
E100_976,0.5740412979351033
E885_201,0.1168141592920354
E899_10,0.004129793510324484
E129_977,0.5746312684365782
E882_1138,0.6696165191740413
E274_1376,0.8100294985250738
E626_213,0.12389380530973451
E251_941,0.5533923303834808
E980_43,0.02359882005899705
E961_443,0.25958702064896755
E740_1514,0.8914454277286136
E549_30,0.01592920353982301
E752_804,0.4725663716814159
E610_1214,0.7144542772861356
E323_84,0.047787610619469026
E473_1121,0.6595870206489676
E364_1671,0.984070796460177
E810_698,0.41002949852507375
E536_1593,0.9380530973451328
E65_1385,0.8153392330383481
E483_608,0.35693215339233036
E953_194,0.11268436578171091
E153_431,0.25250737463126843
E840_1612,0.9492625368731563
E871_248,0.14454277286135694
E15_748,0.43952802359882004
E687_93,0.05309734513274336
E671_1698,1.0
E490_1129,0.664306784660767
E844_974,0.5728613569321533
E377_1071,0.6300884955752213
E479_588,0.34513274336283184
E989_1162,0.6837758112094395
E818_214,0.12448377581120944
E404_320,0.18702064896755163
E647_1047,0.6159292035398231
E922_1105,0.6501474926253688
E835_1253,0.7374631268436578
E149_356,0.20825958702064898
E309_630,0.36991150442477877
E963_713,0.41887905604719766
E235_989,0.5817109144542773
E919_634,0.3722713864306785
E103_1241,0.7303834808259587
E720_396,0.23185840707964603
E734_845,0.4967551622418879
E128_67,0.03775811209439528
E527_674,0.3958702064896755
E652_1581,0.9309734513274336
E774_1119,0.6584070796460177
E373_562,0.3297935103244838
E434_1039,0.6112094395280236
E604_1184,0.6967551622418879
E136_536,0.3144542772861357
E786_1231,0.7244837758112095
E233_986,0.5799410029498525
E872_1677,0.9876106194690265
E686_1558,0.9174041297935103
E847_1369,0.8058997050147493
E941_1557,0.9168141592920354
E182_807,0.4743362831858407
E532_341,0.19941002949852507
E862_794,0.4666666666666667
E609_1328,0.7817109144542773
E298_1148,0.6755162241887905
E732_1308,0.7699115044247787
E145_1572,0.9256637168141593
E713_1112,0.6542772861356932
E202_1205,0.7091445427728613
E849_1633,0.9616519174041298
E160_490,0.2873156342182891
E423_508,0.29793510324483774
E80_384,0.2247787610619469
E982_687,0.40353982300884955
E6_1086,0.6389380530973451
E402_252,0.14690265486725665
E842_1551,0.9132743362831859
E430_1354,0.7970501474926254
E303_329,0.19233038348082596
E606_1290,0.7592920353982301
E878_519,0.30442477876106194
E7_25,0.012979351032448377
E422_438,0.25663716814159293
E179_210,0.12212389380530973
E10_57,0.03185840707964602
E121_38,0.02064896755162242
E26_486,0.2849557522123894
E293_98,0.05604719764011799
E302_300,0.1752212389380531
E936_65,0.03657817109144543
E546_639,0.3752212389380531
E814_928,0.5457227138643068
E794_755,0.44365781710914454
E585_413,0.24188790560471976
E594_374,0.21887905604719765
E907_267,0.15575221238938053
E393_1007,0.592330383480826
E509_713,0.41887905604719766
E84_916,0.5386430678466076
E101_1568,0.9233038348082596
E200_128,0.07374631268436578
E718_507,0.2973451327433628
E513_1628,0.9587020648967551
E275_1568,0.9233038348082596
E607_701,0.41179941002949855
E285_1094,0.6436578171091445
E710_425,0.24896755162241888
E370_1409,0.8294985250737463
E213_736,0.4324483775811209
E351_740,0.43480825958702063
E73_334,0.1952802359882006
E72_1069,0.6289085545722713
E106_761,0.4471976401179941
E4_1528,0.8997050147492626
E964_695,0.40825958702064896
E881_1123,0.6607669616519174
E495_408,0.23893805309734514
E143_867,0.5097345132743363
E270_889,0.5227138643067847
E308_381,0.22300884955752212
E575_807,0.4743362831858407
E906_1493,0.8790560471976401
E578_874,0.5138643067846608
E755_1111,0.6536873156342183
E63_1425,0.8389380530973451
E175_628,0.3687315634218289
E552_449,0.26312684365781713
E348_367,0.21474926253687315
E331_798,0.4690265486725664
E39_276,0.16106194690265488
E123_899,0.5286135693215339
E484_1127,0.6631268436578172
E580_576,0.3380530973451327
E420_624,0.3663716814159292
E471_1607,0.9463126843657818
E690_3,0.0
E808_632,0.3710914454277286
E367_850,0.49970501474926254
E912_1301,0.7657817109144542
E451_533,0.31268436578171094
E104_977,0.5746312684365782
E332_1440,0.8477876106194691
E74_1511,0.8896755162241888
E650_418,0.2448377581120944
E680_622,0.36519174041297936
E229_384,0.2247787610619469
E917_938,0.551622418879056
