,PseudoTime1,PseudoTime2
E304_482,0.60302,NA
E468_59,NA,0.07161
E937_240,NA,0.29899
E667_428,NA,0.53518
E441_713,0.89322,NA
E881_521,0.65201,NA
E162_160,NA,0.19849
E72_354,NA,0.44221
E293_263,0.32789,NA
E595_144,NA,0.17839
E648_181,NA,0.22487
E243_783,0.98116,NA
E815_43,0.05151,NA
E56_174,NA,0.21608
E127_497,NA,0.62186
E705_488,NA,0.61055
E990_130,NA,0.1608
E283_345,NA,0.4309
E366_293,NA,0.36558
E739_326,0.40704,NA
E663_287,NA,0.35804
E762_302,NA,0.37688
E191_528,NA,0.6608
E959_633,NA,0.79271
E614_584,NA,0.73116
E64_787,NA,0.98618
E759_224,NA,0.27889
E248_114,NA,0.1407
E572_356,0.44472,NA
E670_115,0.14196,NA
E747_156,0.19347,NA
E574_329,NA,0.4108
E79_413,NA,0.51633
E174_783,0.98116,NA
E799_518,NA,0.64824
E609_411,NA,0.51382
E664_199,NA,0.24749
E61_106,0.13065,NA
E394_164,NA,0.20352
E267_706,NA,0.88442
E38_143,NA,0.17714
E107_234,0.29146,NA
E334_264,0.32915,NA
E421_153,0.1897,NA
E900_6,NA,0.00503
E617_120,0.14824,NA
E48_5,0.00377,NA
E269_797,NA,0.99874
E894_406,NA,0.50754
E514_312,0.38945,NA
E904_317,0.39573,NA
E163_315,NA,0.39322
E76_297,NA,0.3706
E968_233,0.2902,NA
E410_619,0.77513,NA
E484_139,NA,0.17211
E769_327,NA,0.40829
E443_708,NA,0.88693
E386_384,NA,0.4799
E427_580,0.72613,NA
E136_151,0.18719,NA
E556_93,0.11432,NA
E323_265,NA,0.3304
E335_271,0.33794,NA
E688_693,NA,0.86809
E216_608,NA,0.76131
E86_701,NA,0.87814
E175_777,0.97362,NA
E508_462,0.57789,NA
E117_560,0.70101,NA
E10_738,NA,0.92462
E838_625,NA,0.78266
E480_685,NA,0.85804
E835_201,NA,0.25
E425_137,0.1696,NA
E3_49,NA,0.05905
E179_476,NA,0.59548
E115_224,NA,0.27889
E96_548,0.68593,NA
E568_660,NA,0.82663
E437_265,0.3304,NA
E713_330,NA,0.41206
E700_89,NA,0.1093
E350_591,NA,0.73995
E25_156,NA,0.19347
E401_489,NA,0.61181
E543_424,NA,0.53015
E674_347,NA,0.43342
E120_672,NA,0.84171
E888_606,NA,0.75879
E249_393,0.49121,NA
E987_672,NA,0.84171
E203_652,NA,0.81658
E744_698,NA,0.87437
E783_643,NA,0.80528
E26_183,0.22739,NA
E316_693,NA,0.86809
E294_693,0.86809,NA
E202_266,0.33166,NA
E789_288,0.3593,NA
E818_204,NA,0.25377
E314_677,0.84799,NA
E816_346,0.43216,NA
E571_748,NA,0.93719
E658_690,NA,0.86432
E584_137,NA,0.1696
E416_79,NA,0.09673
E390_581,NA,0.72739
E454_793,0.99372,NA
E635_743,0.9309,NA
E474_584,0.73116,NA
E166_142,0.17588,NA
E548_130,0.1608,NA
E896_530,0.66332,NA
E265_467,0.58417,NA
E790_711,0.8907,NA
