,PseudoTime1,PseudoTime2
E807_55,0.05416,NA
E548_368,0.3681,NA
E957_994,NA,0.99599
E894_140,NA,0.13942
E844_333,NA,0.333
E797_183,0.18255,NA
E45_21,NA,0.02006
E584_58,NA,0.05717
E127_807,NA,0.80843
E192_288,NA,0.28786
E818_961,0.96289,NA
E760_238,NA,0.23771
E464_709,NA,0.71013
E211_510,0.51053,NA
E684_661,0.66199,NA
E285_159,0.15848,NA
E738_853,0.85456,NA
E617_776,NA,0.77733
E613_76,0.07523,NA
E468_460,NA,0.46038
E55_743,NA,0.74423
E47_539,0.53962,NA
E869_562,NA,0.56269
E733_233,NA,0.2327
E219_156,NA,0.15547
E177_198,0.19759,NA
E655_395,NA,0.39519
E357_797,0.7984,NA
E288_177,0.17653,NA
E228_79,0.07823,NA
E96_525,0.52558,NA
E676_979,NA,0.98094
E588_754,0.75527,NA
E720_150,NA,0.14945
E153_583,NA,0.58375
E403_696,0.69709,NA
E289_153,NA,0.15246
E165_924,0.92578,NA
E803_209,NA,0.20863
E555_464,0.46439,NA
E800_924,0.92578,NA
E260_894,0.89569,NA
E120_522,NA,0.52257
E427_75,0.07422,NA
E778_821,NA,0.82247
E875_344,0.34403,NA
E275_132,0.13139,NA
E944_131,NA,0.13039
E579_287,0.28686,NA
E589_667,0.668,NA
E550_598,0.5988,NA
E594_396,0.39619,NA
E176_388,0.38816,NA
E805_303,0.30291,NA
E324_886,NA,0.88766
E486_928,0.92979,NA
E119_794,0.79539,NA
E885_576,0.57673,NA
E849_324,0.32397,NA
E759_434,0.4343,NA
E711_216,NA,0.21565
E798_576,0.57673,NA
E502_697,0.69809,NA
E544_201,NA,0.2006
E707_569,0.56971,NA
E363_739,NA,0.74022
E854_788,0.78937,NA
E265_583,0.58375,NA
E593_831,0.8325,NA
E804_120,0.11936,NA
E82_492,0.49248,NA
E520_70,0.06921,NA
E25_261,0.26078,NA
E656_673,NA,0.67402
E470_353,0.35306,NA
E7_359,0.35908,NA
E501_314,0.31394,NA
E627_599,0.5998,NA
E572_295,NA,0.29488
E481_36,0.03511,NA
E792_20,NA,0.01906
E512_407,NA,0.40722
E953_165,0.16449,NA
E439_643,NA,0.64393
E267_321,NA,0.32096
E570_110,NA,0.10933
E492_119,0.11836,NA
E507_759,0.76028,NA
E996_485,0.48546,NA
E400_894,0.89569,NA
E365_750,NA,0.75125
E686_416,NA,0.41625
E101_493,NA,0.49348
E383_600,NA,0.6008
E26_221,0.22066,NA
E368_875,0.87663,NA
E367_104,0.10331,NA
E409_919,0.92076,NA
E631_180,NA,0.17954
E327_941,0.94283,NA
E580_444,0.44433,NA
E694_877,0.87864,NA
E395_942,0.94383,NA
E278_252,0.25176,NA
E201_299,0.2989,NA
E384_90,NA,0.08927
E557_838,NA,0.83952
E991_186,0.18556,NA
E330_728,0.72919,NA
E346_457,NA,0.45737
E175_111,0.11033,NA
E908_890,0.89168,NA
E104_783,0.78435,NA
E757_960,NA,0.96189
E129_512,0.51254,NA
E63_600,0.6008,NA
E431_987,NA,0.98897
E853_868,0.86961,NA
E65_762,0.76329,NA
E443_510,NA,0.51053
E896_879,NA,0.88064
E697_695,0.69609,NA
E22_332,0.332,NA
E929_890,0.89168,NA
E111_414,NA,0.41424
E112_534,0.5346,NA
E310_585,0.58576,NA
E510_491,NA,0.49147
E200_340,NA,0.34002
E716_671,0.67202,NA
E857_421,NA,0.42126
E494_247,NA,0.24674
E702_843,NA,0.84453
E35_940,NA,0.94183
E440_408,NA,0.40822
E58_404,0.40421,NA
E717_957,0.95888,NA
E20_314,NA,0.31394
E863_155,NA,0.15446
E295_255,NA,0.25476
E562_989,0.99097,NA
E87_513,NA,0.51354
E238_64,NA,0.06319
E782_300,NA,0.2999
E392_824,0.82548,NA
E561_711,0.71214,NA
E248_556,NA,0.55667
E752_284,NA,0.28385
E764_743,0.74423,NA
E2_655,0.65597,NA
E836_518,NA,0.51856
E459_241,NA,0.24072
E700_512,0.51254,NA
E151_518,0.51856,NA
E914_879,0.88064,NA
E319_400,0.4002,NA
E407_416,0.41625,NA
E941_553,0.55366,NA
E878_272,0.27182,NA
E453_979,0.98094,NA
E852_183,0.18255,NA
E817_436,NA,0.43631
E16_623,0.62387,NA
E514_8,0.00702,NA
E48_523,NA,0.52357
E640_527,NA,0.52758
E32_717,0.71815,NA
E396_53,NA,0.05216
E644_108,NA,0.10732
E168_693,NA,0.69408
E145_532,NA,0.5326
E992_680,0.68104,NA
E691_438,0.43831,NA
E332_288,NA,0.28786
E508_653,0.65396,NA
E862_513,0.51354,NA
E12_592,0.59278,NA
E964_200,0.1996,NA
E326_137,0.13641,NA
E250_922,NA,0.92377
E159_876,0.87763,NA
E205_537,0.53761,NA
E880_356,NA,0.35607
E665_949,NA,0.95085
E191_598,0.5988,NA
E833_143,NA,0.14243
E830_177,0.17653,NA
E916_681,NA,0.68205
E976_93,NA,0.09228
E762_774,NA,0.77533
E903_679,0.68004,NA
E305_859,0.86058,NA
E117_593,NA,0.59378
E943_134,0.1334,NA
E382_842,0.84353,NA
E827_183,0.18255,NA
E923_620,0.62086,NA
E214_928,NA,0.92979
E664_479,0.47944,NA
E564_920,NA,0.92177
E60_503,NA,0.50351
E398_445,0.44534,NA
E447_324,0.32397,NA
E775_842,NA,0.84353
E634_546,NA,0.54664
E511_490,0.49047,NA
E699_537,NA,0.53761
E660_837,NA,0.83852
E773_512,NA,0.51254
E495_850,NA,0.85155
E781_907,0.90873,NA
E110_871,0.87262,NA
E425_627,NA,0.62788
E366_723,NA,0.72417
E454_516,NA,0.51655
E685_427,0.42728,NA
E114_509,0.50953,NA
E75_323,NA,0.32297
E956_847,0.84855,NA
E766_882,NA,0.88365
E901_752,0.75326,NA
E154_789,NA,0.79037
E190_793,NA,0.79438
E973_224,0.22367,NA
E456_190,NA,0.18957
E240_862,0.86359,NA
E121_295,NA,0.29488
E575_317,0.31695,NA
E180_916,NA,0.91775
E467_495,NA,0.49549
E68_422,NA,0.42227
E172_118,NA,0.11735
E399_57,0.05617,NA
E834_186,0.18556,NA
E732_909,0.91073,NA
E565_562,0.56269,NA
E198_408,NA,0.40822
E223_388,NA,0.38816
