,PseudoTime1,PseudoTime2
E282_399,0.49937,NA
E521_69,NA,0.08532
E143_178,0.22208,NA
E602_681,0.8532,NA
E671_105,0.13049,NA
E965_113,0.14053,NA
E144_340,NA,0.42535
E954_752,NA,0.94228
E932_191,NA,0.23839
E183_313,0.39147,NA
E456_238,0.29737,NA
E253_734,0.9197,NA
E64_478,0.59849,NA
E571_408,NA,0.51066
E210_638,NA,0.79925
E262_637,NA,0.79799
E623_238,NA,0.29737
E60_609,NA,0.76286
E730_585,NA,0.73275
E229_443,0.55458,NA
E114_640,NA,0.80176
E451_661,NA,0.82811
E480_716,0.89711,NA
E375_489,NA,0.6123
E737_122,0.15182,NA
E939_104,NA,0.12923
E558_471,0.58971,NA
E632_156,NA,0.19448
E647_454,NA,0.56838
E692_362,NA,0.45295
E61_260,NA,0.32497
E915_747,NA,0.93601
E426_286,NA,0.35759
E555_545,0.68256,NA
E366_444,0.55583,NA
E980_538,0.67378,NA
E906_244,NA,0.30489
E773_778,0.97491,NA
E97_454,NA,0.56838
E852_390,0.48808,NA
E559_388,0.48557,NA
E781_786,0.98494,NA
E903_305,NA,0.38143
E776_93,NA,0.11543
E123_320,0.40025,NA
E763_199,0.24843,NA
E10_330,NA,0.4128
E139_304,0.38018,NA
E187_498,NA,0.62359
E960_237,NA,0.29611
E570_317,0.39649,NA
E630_44,0.05395,NA
E37_517,0.64743,NA
E833_334,NA,0.41782
E499_511,NA,0.6399
E176_555,NA,0.69511
E597_81,NA,0.10038
E406_609,0.76286,NA
E325_93,0.11543,NA
E206_689,NA,0.86324
E838_703,NA,0.8808
E663_312,0.39021,NA
E871_76,NA,0.0941
E404_352,NA,0.4404
E503_681,NA,0.8532
E231_84,NA,0.10414
E215_214,0.26725,NA
E791_783,NA,0.98118
E553_774,0.96989,NA
E682_672,NA,0.84191
E275_739,0.92597,NA
E522_698,NA,0.87453
E90_682,0.85445,NA
E454_273,0.34128,NA
E14_399,0.49937,NA
E674_60,0.07403,NA
E207_783,0.98118,NA
E103_555,0.69511,NA
E844_262,0.32748,NA
E113_209,NA,0.26098
E966_252,NA,0.31493
E904_296,NA,0.37014
E350_185,0.23087,NA
E979_530,0.66374,NA
E815_406,NA,0.50816
E467_147,NA,0.18319
E22_677,NA,0.84818
E566_171,0.2133,NA
E633_427,0.5345,NA
E29_180,NA,0.22459
E812_351,0.43915,NA
E493_210,NA,0.26223
E609_719,NA,0.90088
E192_491,0.61481,NA
E686_75,NA,0.09285
E292_660,0.82685,NA
E565_445,0.55709,NA
E239_581,NA,0.72773
E813_558,NA,0.69887
E461_294,NA,0.36763
E163_170,NA,0.21205
E299_651,NA,0.81556
E542_739,NA,0.92597
E507_128,NA,0.15935
E796_412,0.51568,NA
E31_195,NA,0.24341
E739_761,0.95358,NA
E27_297,0.37139,NA
E874_176,NA,0.21957
E925_591,NA,0.74028
E430_777,NA,0.97365
E758_631,NA,0.79046
E409_395,NA,0.49435
E789_770,NA,0.96487
E788_534,NA,0.66876
E285_440,NA,0.55082
E624_654,0.81932,NA
E392_116,0.14429,NA
E323_548,0.68632,NA
E691_633,0.79297,NA
E732_548,NA,0.68632
