,PseudoTime1,PseudoTime2
E384_277,0.3463,NA
E602_722,0.90464,NA
E431_337,NA,0.42158
E560_360,NA,0.45044
E41_587,NA,0.73526
E162_668,0.83689,NA
E164_763,0.95609,NA
E870_676,NA,0.84693
E11_154,NA,0.19197
E3_731,NA,0.91593
E591_77,NA,0.09536
E795_678,NA,0.84944
E711_438,0.54831,NA
E14_527,0.65997,NA
E154_755,0.94605,NA
E774_367,NA,0.45922
E782_532,NA,0.66625
E848_566,NA,0.70891
E970_15,NA,0.01757
E913_230,0.28733,NA
E696_770,0.96487,NA
E372_171,NA,0.2133
E764_764,0.95734,NA
E124_797,NA,0.99875
E89_543,0.68005,NA
E370_772,NA,0.96738
E30_729,NA,0.91343
E50_374,0.46801,NA
E303_299,NA,0.3739
E564_526,NA,0.65872
E730_595,NA,0.74529
E146_360,0.45044,NA
E117_142,NA,0.17691
E464_135,NA,0.16813
E654_633,0.79297,NA
E208_375,NA,0.46926
E268_655,0.82058,NA
E941_32,NA,0.0389
E52_260,NA,0.32497
E473_152,0.18946,NA
E333_691,NA,0.86575
E959_246,NA,0.3074
E635_348,0.43538,NA
E239_456,NA,0.57089
E38_9,0.01004,NA
E91_279,NA,0.34881
E855_43,0.0527,NA
E589_235,NA,0.2936
E248_14,NA,0.01631
E291_605,NA,0.75784
E923_217,0.27102,NA
E77_66,NA,0.08156
E952_430,NA,0.53827
E78_264,NA,0.32999
E73_43,0.0527,NA
E240_781,NA,0.97867
E477_94,0.11669,NA
E947_155,0.19322,NA
E363_231,0.28858,NA
E844_65,NA,0.0803
E729_592,0.74153,NA
E367_687,NA,0.86073
E17_458,0.5734,NA
E251_478,NA,0.59849
E33_224,0.2798,NA
E888_735,0.92095,NA
E557_542,NA,0.6788
E468_42,NA,0.05144
E454_192,NA,0.23965
E800_563,0.70514,NA
E139_208,0.25972,NA
E40_383,NA,0.4793
E641_738,0.92472,NA
E9_43,0.0527,NA
E816_102,0.12673,NA
E92_522,0.6537,NA
E910_178,0.22208,NA
E212_348,0.43538,NA
E148_109,NA,0.13551
E507_490,NA,0.61355
E512_23,0.0276,NA
E27_568,NA,0.71142
E495_652,0.81681,NA
E874_432,NA,0.54078
E165_356,NA,0.44542
E773_429,NA,0.53701
E626_338,NA,0.42284
E435_563,NA,0.70514
E852_182,NA,0.2271
E630_745,0.9335,NA
E476_385,NA,0.48181
E136_46,NA,0.05646
E606_658,NA,0.82434
E445_559,NA,0.70013
E157_445,0.55709,NA
E839_764,NA,0.95734
E622_727,NA,0.91092
E76_299,NA,0.3739
E634_693,0.86826,NA
E322_344,NA,0.43036
E771_648,NA,0.81179
E355_727,NA,0.91092
E325_724,NA,0.90715
E951_50,0.06148,NA
E282_213,NA,0.266
E785_152,NA,0.18946
E356_582,0.72898,NA
E537_24,NA,0.02886
E891_503,NA,0.62986
E582_339,0.42409,NA
E877_448,NA,0.56085
E348_186,NA,0.23212
E23_790,NA,0.98996
E183_710,NA,0.88959
E518_482,NA,0.60351
E359_598,NA,0.74906
E472_733,NA,0.91844
E286_369,NA,0.46173
E414_325,0.40652,NA
E362_716,0.89711,NA
E519_292,0.36512,NA
E957_758,NA,0.94981
E690_613,0.76788,NA
E5_566,0.70891,NA
E889_743,NA,0.93099
E610_526,NA,0.65872
E247_497,0.62233,NA
E722_703,0.8808,NA
E309_795,0.99624,NA
E706_182,NA,0.2271
E287_569,NA,0.71267
E392_142,NA,0.17691
E539_618,NA,0.77415
E967_686,0.85947,NA
E219_538,NA,0.67378
E772_59,NA,0.07277
E203_312,NA,0.39021
E657_771,0.96612,NA
E702_735,NA,0.92095
E258_161,0.20075,NA
E193_350,NA,0.43789
E862_75,NA,0.09285
E747_698,NA,0.87453
E828_372,0.4655,NA
E784_679,0.85069,NA
E832_710,NA,0.88959
E899_647,NA,0.81054
E515_754,NA,0.94479
E20_279,NA,0.34881
E427_345,NA,0.43162
E80_501,NA,0.62735
E314_105,NA,0.13049
E22_81,NA,0.10038
E243_385,NA,0.48181
E101_518,NA,0.64868
E523_416,NA,0.5207
E799_559,NA,0.70013
E59_430,0.53827,NA
E25_377,0.47177,NA
E854_798,NA,1.0
E504_547,NA,0.68507
E236_702,NA,0.87955
E904_656,NA,0.82183
E963_79,0.09787,NA
E195_149,NA,0.1857
E572_362,0.45295,NA
E49_537,0.67252,NA
E84_650,NA,0.8143
E125_748,0.93726,NA
E962_454,0.56838,NA
E238_573,NA,0.71769
E273_341,0.4266,NA
E200_66,0.08156,NA
E574_16,NA,0.01882
E707_4,NA,0.00376
E192_122,NA,0.15182
E517_641,0.80301,NA
E70_130,0.16186,NA
E490_201,NA,0.25094
E715_372,0.4655,NA
E783_493,0.61731,NA
E903_747,0.93601,NA
E79_182,NA,0.2271
E423_267,NA,0.33375
E156_182,NA,0.2271
E972_569,0.71267,NA
E494_13,0.01506,NA
E726_393,0.49184,NA
E552_170,NA,0.21205
E225_411,0.51443,NA
E471_780,NA,0.97742
E271_272,NA,0.34003
E264_421,0.52698,NA
E113_132,0.16437,NA
E927_238,NA,0.29737
E869_246,0.3074,NA
E394_17,NA,0.02008
E158_143,NA,0.17817
E817_671,NA,0.84065
E789_201,0.25094,NA
E87_797,0.99875,NA
E624_253,NA,0.31619
E112_512,NA,0.64115
E319_787,NA,0.9862
E834_335,0.41907,NA
E224_607,0.76035,NA
E497_139,NA,0.17315
E93_416,NA,0.5207
E320_747,NA,0.93601
E342_371,0.46424,NA
E206_770,0.96487,NA
E334_358,0.44793,NA
E37_219,0.27353,NA
E558_483,0.60477,NA
E377_105,NA,0.13049
E297_476,0.59598,NA
E884_55,0.06775,NA
E345_238,NA,0.29737
E88_158,NA,0.19699
E705_185,NA,0.23087
E743_793,0.99373,NA
E262_710,NA,0.88959
E361_503,NA,0.62986
E960_403,0.50439,NA
E119_385,NA,0.48181
E353_782,0.97992,NA
E712_22,NA,0.02635
E43_679,0.85069,NA
E571_464,NA,0.58093
E921_464,NA,0.58093
E72_769,NA,0.96361
E173_40,NA,0.04893
E459_643,NA,0.80552
E583_545,0.68256,NA
E396_395,NA,0.49435
E458_269,0.33626,NA
E907_560,NA,0.70138
E177_218,NA,0.27227
E410_223,NA,0.27854
E405_37,NA,0.04517
E879_679,NA,0.85069
E698_784,NA,0.98243
E733_628,NA,0.7867
E39_333,NA,0.41656
E549_291,0.36386,NA
E305_336,0.42033,NA
E127_485,NA,0.60728
E778_718,0.89962,NA
E58_669,0.83814,NA
E443_333,NA,0.41656
E531_305,NA,0.38143
E759_676,NA,0.84693
E350_271,0.33877,NA
E607_348,0.43538,NA
E847_542,0.6788,NA
E331_57,NA,0.07026
E256_152,NA,0.18946
E44_362,NA,0.45295
E138_164,NA,0.20452
E381_361,NA,0.45169
E261_569,0.71267,NA
E763_223,0.27854,NA
E989_182,NA,0.2271
E364_351,0.43915,NA
E31_213,NA,0.266
E754_445,NA,0.55709
E823_387,NA,0.48432
E237_517,NA,0.64743
E547_350,NA,0.43789
E578_213,0.266,NA
E491_351,NA,0.43915
E863_720,NA,0.90213
E315_517,0.64743,NA
E538_583,NA,0.73024
E567_626,0.78419,NA
E678_569,0.71267,NA
E129_269,0.33626,NA
E461_186,NA,0.23212
E674_466,0.58344,NA
E21_346,0.43287,NA
E718_269,0.33626,NA
E687_222,NA,0.27729
E323_659,NA,0.8256
E313_365,0.45671,NA
E671_351,NA,0.43915
E277_711,NA,0.89084
E801_285,0.35634,NA
E386_514,NA,0.64366
E611_610,NA,0.76412
E732_216,NA,0.26976
E220_137,0.17064,NA
E462_13,NA,0.01506
E749_618,NA,0.77415
E893_105,0.13049,NA
E451_244,0.30489,NA
E171_139,NA,0.17315
E182_206,NA,0.25721
E701_517,NA,0.64743
E419_239,0.29862,NA
E758_395,NA,0.49435
E278_50,NA,0.06148
E418_22,NA,0.02635
E12_195,NA,0.24341
E588_565,NA,0.70765
E74_79,NA,0.09787
E974_742,NA,0.92974
E982_410,NA,0.51317
E625_150,NA,0.18695
E636_289,NA,0.36136
E930_500,0.6261,NA
E255_199,NA,0.24843
E901_333,0.41656,NA
E249_519,0.64994,NA
E81_371,NA,0.46424
E880_135,0.16813,NA
E301_479,NA,0.59975
E68_534,0.66876,NA
E703_635,0.79548,NA
E299_644,NA,0.80678
E534_622,NA,0.77917
E180_182,0.2271,NA
E968_389,NA,0.48683
E865_573,0.71769,NA
E984_157,0.19573,NA
E420_553,0.6926,NA
E791_143,0.17817,NA
E470_24,NA,0.02886
E761_792,NA,0.99247
E640_730,0.91468,NA
E189_521,NA,0.65245
E456_497,0.62233,NA
E338_318,0.39774,NA
E846_662,NA,0.82936
E202_544,NA,0.6813
E980_444,0.55583,NA
E760_769,0.96361,NA
E332_132,NA,0.16437
E649_408,NA,0.51066
E115_300,0.37516,NA
E887_192,0.23965,NA
E875_127,NA,0.15809
E441_281,NA,0.35132
E498_454,NA,0.56838
E691_44,NA,0.05395
E230_223,NA,0.27854
E793_408,0.51066,NA
E210_289,NA,0.36136
E738_584,NA,0.73149
E628_121,NA,0.15056
E102_441,NA,0.55207
E995_527,NA,0.65997
E205_110,NA,0.13676
E933_78,NA,0.09661
E987_295,NA,0.36888
E293_349,0.43664,NA
E928_497,0.62233,NA
E480_539,0.67503,NA
E107_490,NA,0.61355
E135_426,0.53325,NA
E543_167,0.20828,NA
E366_537,NA,0.67252
E806_466,0.58344,NA
E487_193,NA,0.2409
E909_166,0.20703,NA
E357_538,NA,0.67378
E99_689,0.86324,NA
E149_188,NA,0.23463
E542_192,0.23965,NA
E689_306,NA,0.38269
E748_527,0.65997,NA
E614_693,NA,0.86826
E753_216,NA,0.26976
E153_738,NA,0.92472
E245_353,0.44166,NA
E465_421,0.52698,NA
E896_389,0.48683,NA
E252_28,0.03388,NA
E214_552,NA,0.69134
E934_2,NA,0.00125
E631_573,NA,0.71769
E479_82,NA,0.10163
E412_784,NA,0.98243
E620_277,NA,0.3463
E596_312,0.39021,NA
E411_481,NA,0.60226
E802_422,0.52823,NA
E775_569,0.71267,NA
E841_630,NA,0.78921
E858_554,0.69385,NA
E98_634,NA,0.79423
E981_784,NA,0.98243
E892_734,NA,0.9197
E270_21,NA,0.02509
E265_86,NA,0.10665
E824_553,0.6926,NA
E529_312,NA,0.39021
E790_283,NA,0.35383
E295_497,0.62233,NA
E510_728,NA,0.91217
E132_709,NA,0.88833
E360_76,0.0941,NA
E555_151,NA,0.18821
E986_514,NA,0.64366
E457_531,NA,0.66499
E199_211,NA,0.26349
E296_236,NA,0.29486
E218_67,NA,0.08281
E842_211,0.26349,NA
E985_8,NA,0.00878
E623_643,NA,0.80552
E803_404,NA,0.50565
E385_693,NA,0.86826
E216_492,NA,0.61606
E750_47,0.05772,NA
E727_619,NA,0.77541
E745_725,NA,0.90841
E965_425,NA,0.53199
E90_14,NA,0.01631
E67_490,0.61355,NA
E481_58,0.07152,NA
E836_655,NA,0.82058
E283_752,0.94228,NA
E566_248,0.30991,NA
E330_640,0.80176,NA
E111_267,NA,0.33375
E244_295,NA,0.36888
E438_18,NA,0.02133
E550_756,NA,0.9473
E32_498,NA,0.62359
E397_563,NA,0.70514
E140_240,0.29987,NA
E505_619,NA,0.77541
E432_275,0.34379,NA
E826_743,0.93099,NA
E228_469,0.5872,NA
E8_400,NA,0.50063
E288_67,NA,0.08281
E65_118,NA,0.1468
E312_322,NA,0.40276
E109_554,0.69385,NA
E944_116,0.14429,NA
E991_85,0.1054,NA
E977_641,0.80301,NA
E188_679,0.85069,NA
E300_343,NA,0.42911
E379_656,NA,0.82183
E103_752,0.94228,NA
E973_558,0.69887,NA
E646_695,0.87077,NA
E257_599,NA,0.75031
E246_649,NA,0.81305
E883_361,0.45169,NA
E586_263,NA,0.32873
E926_461,NA,0.57716
E253_481,0.60226,NA
E306_469,NA,0.5872
E508_391,NA,0.48934
E779_781,0.97867,NA
E391_317,0.39649,NA
E668_401,NA,0.50188
E720_594,NA,0.74404
E376_415,0.51945,NA
E275_784,NA,0.98243
E830_271,NA,0.33877
E936_376,NA,0.47051
E866_106,NA,0.13174
E553_458,NA,0.5734
E453_261,NA,0.32622
E170_628,NA,0.7867
E945_471,NA,0.58971
E680_419,NA,0.52447
E958_791,NA,0.99122
E232_688,NA,0.86198
E424_634,0.79423,NA
E167_70,0.08657,NA
E805_219,NA,0.27353
E645_708,NA,0.88708
E897_379,NA,0.47428
E861_621,NA,0.77792
E425_373,0.46675,NA
E536_184,NA,0.22961
E344_343,NA,0.42911
E786_29,NA,0.03513
E938_483,0.60477,NA
E731_296,NA,0.37014
E661_225,NA,0.28105
E126_556,0.69636,NA
E144_112,NA,0.13927
E530_269,NA,0.33626
E207_75,0.09285,NA
E259_610,NA,0.76412
E699_385,0.48181,NA
E382_676,NA,0.84693
E159_628,NA,0.7867
E499_797,0.99875,NA
E915_440,0.55082,NA
E0_193,NA,0.2409
E467_417,NA,0.52196
E665_223,0.27854,NA
E522_750,NA,0.93977
E818_587,NA,0.73526
E593_56,NA,0.06901
E872_491,NA,0.61481
E317_607,NA,0.76035
E569_320,NA,0.40025
E525_421,0.52698,NA
E827_349,NA,0.43664
E850_245,0.30615,NA
E767_400,0.50063,NA
E185_470,0.58846,NA
E71_650,NA,0.8143
E804_352,NA,0.4404
E196_493,0.61731,NA
E121_752,NA,0.94228
E365_321,NA,0.40151
E713_269,NA,0.33626
E570_113,NA,0.14053
E351_353,NA,0.44166
E885_45,NA,0.05521
E440_705,NA,0.88331
E48_147,NA,0.18319
E130_750,NA,0.93977
E500_224,0.2798,NA
E134_481,0.60226,NA
E966_83,NA,0.10289
E964_1,NA,0.0
