	dim1	dim2	pt
E384_277	14.127711	-1.2750247	0.3463
E602_722	-24.5182	-0.25027233	0.90464
E431_337	5.400941	8.8106575	0.42158
E560_360	-0.9302697	6.9596205	0.45044
E41_587	-21.79447	5.0506225	0.73526
E162_668	-18.317959	-4.840856	0.83689
E164_763	-27.30535	-2.3719907	0.95609
E870_676	-18.116505	-4.036338	0.84693
E11_154	20.563961	-3.7041008	0.19197
E3_731	-21.538185	-0.9296574	0.91593
E591_77	26.072285	-9.733001	0.09536
E795_678	-19.241652	-3.8976998	0.84944
E711_438	6.107253	7.840921	0.54831
E14_527	-1.3441302	6.446303	0.65997
E154_755	-22.036911	-0.30869353	0.94605
E774_367	6.9015613	8.703936	0.45922
E782_532	-25.47272	0.022953445	0.66625
E848_566	-18.058954	-3.6190417	0.70891
E970_15	28.217762	-8.06781	0.01757
E913_230	16.297558	-3.6514661	0.28733
E696_770	-24.80098	-2.3750937	0.96487
E372_171	15.982603	-1.3980579	0.2133
E764_764	-18.663204	-1.4165227	0.95734
E124_797	-20.76715	-0.4980686	0.99875
E89_543	-24.747734	2.3653762	0.68005
E370_772	-23.06314	3.3782666	0.96738
E30_729	-23.975014	-4.6243644	0.91343
E50_374	6.2264485	7.839492	0.46801
E303_299	-0.30980903	7.5810084	0.3739
E564_526	-19.85093	1.9095628	0.65872
E730_595	-22.714157	2.6225734	0.74529
E146_360	5.7380915	9.240484	0.45044
E117_142	21.423431	-3.0829294	0.17691
E464_135	21.643543	-4.0645394	0.16813
E654_633	-18.390434	3.6188781	0.79297
E208_375	-2.4698224	6.3535385	0.46926
E268_655	-18.620533	0.13973771	0.82058
E941_32	28.665636	-8.169311	0.0389
E52_260	13.40075	1.815256	0.32497
E473_152	20.414463	-2.2451298	0.18946
E333_691	-20.34604	3.516014	0.86575
E959_246	10.181555	4.4965096	0.3074
E635_348	9.711038	6.018664	0.43538
E239_456	-18.548649	-3.2285485	0.57089
E38_9	29.260452	-9.602229	0.01004
E91_279	15.593248	-0.7778853	0.34881
E855_43	28.293453	-9.022076	0.0527
E589_235	15.088101	-1.1804599	0.2936
E248_14	29.759548	-9.369312	0.01631
E291_605	-20.268747	-1.4833257	0.75784
E923_217	21.123144	-2.8494143	0.27102
E77_66	25.275063	-7.9976816	0.08156
E952_430	-19.06921	-0.59312046	0.53827
E78_264	9.774107	5.715862	0.32999
E73_43	29.039011	-7.5300837	0.0527
E240_781	-20.65444	-2.2111027	0.97867
E477_94	27.576393	-9.637151	0.11669
E947_155	20.996544	-3.9571378	0.19322
E363_231	15.466294	-1.5966465	0.28858
E844_65	26.980314	-8.2867775	0.0803
E729_592	-24.438068	4.9113593	0.74153
E367_687	-25.87156	-0.66583365	0.86073
E17_458	-0.8031983	7.501696	0.5734
E251_478	-23.309639	4.5632644	0.59849
E33_224	14.297537	0.106095195	0.2798
E888_735	-22.40451	-3.9983041	0.92095
E557_542	-16.781334	-3.9296005	0.6788
E468_42	26.505886	-8.708785	0.05144
E454_192	21.733677	-4.452351	0.23965
E800_563	-16.345215	0.43621436	0.70514
E139_208	19.808266	-2.5922346	0.25972
E40_383	6.140259	8.156971	0.4793
E641_738	-18.192984	-1.1275668	0.92472
E9_43	25.866892	-8.893595	0.0527
E816_102	26.588392	-9.074333	0.12673
E92_522	-0.17892714	8.616042	0.6537
E910_178	22.633211	-5.4952574	0.22208
E212_348	7.337742	7.6858735	0.43538
E148_109	27.85241	-8.054366	0.13551
E507_490	-16.81024	2.2327502	0.61355
E512_23	29.101427	-8.970883	0.0276
E27_568	-20.344402	5.3220224	0.71142
E495_652	-20.078058	-3.4585507	0.81681
E874_432	-25.669003	1.3299128	0.54078
E165_356	5.371624	7.473524	0.44542
E773_429	-23.161089	4.3202066	0.53701
E626_338	7.7726665	8.206713	0.42284
E435_563	-16.59896	2.8901126	0.70514
E852_182	17.449171	-1.5525528	0.2271
E630_745	-26.294176	4.3397536	0.9335
E476_385	0.4019525	7.444507	0.48181
E136_46	27.384235	-7.1466246	0.05646
E606_658	-20.599945	-3.2223666	0.82434
E445_559	-19.558577	-3.071072	0.70013
E157_445	7.15994	9.276046	0.55709
E839_764	-18.54364	-2.1231644	0.95734
E622_727	-19.476318	0.951968	0.91092
E76_299	2.1015146	6.637565	0.3739
E634_693	-20.964888	-4.111219	0.86826
E322_344	-17.689291	-3.0311153	0.43036
E771_648	-23.932678	3.4715333	0.81179
E355_727	-16.884626	1.6750878	0.91092
E325_724	-23.206732	5.0562596	0.90715
E951_50	27.032555	-7.808466	0.06148
E282_213	16.410223	-1.6492463	0.266
E785_152	20.349005	-3.294095	0.18946
E356_582	-21.139584	-0.18638217	0.72898
E537_24	29.370975	-8.768094	0.02886
E891_503	-22.167208	-0.69635963	0.62986
E582_339	9.920553	5.33495	0.42409
E877_448	-19.0456	0.36491892	0.56085
E348_186	21.211021	-4.5122733	0.23212
E23_790	-18.414696	2.8162274	0.98996
E183_710	-20.535816	1.0846289	0.88959
E518_482	-19.806684	1.7679526	0.60351
E359_598	-20.116367	5.148527	0.74906
E472_733	-19.332895	3.3948574	0.91844
E286_369	-0.18213077	6.9288573	0.46173
E414_325	12.956158	2.3481255	0.40652
E362_716	-26.225637	2.2916517	0.89711
E519_292	13.749921	-1.5268826	0.36512
E957_758	-19.102968	-5.235979	0.94981
E690_613	-21.481607	4.478546	0.76788
E5_566	-20.07748	5.352954	0.70891
E889_743	-17.528519	2.3598275	0.93099
E610_526	-22.090336	-3.3330193	0.65872
E247_497	-25.825895	5.14294	0.62233
E722_703	-16.139952	-2.0327046	0.8808
E309_795	-26.604673	1.8195134	0.99624
E706_182	16.521631	-2.7313588	0.2271
E287_569	-17.673643	1.0412661	0.71267
E392_142	21.4124	-4.8559675	0.17691
E539_618	-23.429329	1.5883787	0.77415
E967_686	-20.426191	-3.1272082	0.85947
E219_538	-17.92356	-4.612223	0.67378
E772_59	27.651394	-8.307538	0.07277
E203_312	8.834152	4.4053974	0.39021
E657_771	-26.678732	0.64708066	0.96612
E702_735	-20.472246	-5.0009294	0.92095
E258_161	22.564516	-5.354349	0.20075
E193_350	6.0837083	7.5083485	0.43789
E862_75	26.69946	-7.5756907	0.09285
E747_698	-20.643116	5.9896526	0.87453
E828_372	8.417897	5.9657474	0.4655
E784_679	-23.676062	3.862818	0.85069
E832_710	-20.345076	-3.1256316	0.88959
E899_647	-16.058704	2.7651522	0.81054
E515_754	-17.282776	-2.0773902	0.94479
E20_279	10.780361	3.686111	0.34881
E427_345	4.595942	6.2780957	0.43162
E80_501	-19.92641	-3.4702878	0.62735
E314_105	21.198997	-4.5301895	0.13049
E22_81	27.663897	-6.5122375	0.10038
E243_385	6.3036747	9.130143	0.48181
E101_518	-15.791511	-3.8104484	0.64868
E523_416	0.8973897	8.260413	0.5207
E799_559	-20.94959	4.8372726	0.70013
E59_430	6.1675997	6.855566	0.53827
E25_377	6.8682303	8.567978	0.47177
E854_798	-16.522892	2.8854833	1.0
E504_547	-26.003895	0.69961596	0.68507
E236_702	-26.145199	-1.7783909	0.87955
E904_656	-17.357187	-2.0831676	0.82183
E963_79	26.951609	-9.158413	0.09787
E195_149	20.86551	-3.3650045	0.1857
E572_362	9.162322	5.591791	0.45295
E49_537	-14.139898	-0.7868341	0.67252
E84_650	-22.389929	-4.0285697	0.8143
E125_748	-23.859116	2.3286145	0.93726
E962_454	0.98882014	8.764549	0.56838
E238_573	-20.137535	4.330945	0.71769
E273_341	7.719924	8.477495	0.4266
E200_66	27.00356	-8.48429	0.08156
E574_16	28.817825	-8.655446	0.01882
E707_4	29.92331	-10.139324	0.00376
E192_122	23.651903	-5.0772076	0.15182
E517_641	-15.633333	-1.6304449	0.80301
E70_130	25.993769	-7.3199606	0.16186
E490_201	16.454285	0.30564484	0.25094
E715_372	14.115787	0.60177857	0.4655
E783_493	-23.214048	-3.7999165	0.61731
E903_747	-19.965984	-2.1933055	0.93601
E79_182	20.39842	-4.3006883	0.2271
E423_267	12.508541	1.9092458	0.33375
E156_182	18.530169	-3.9781063	0.2271
E972_569	-16.93948	-3.3855267	0.71267
E494_13	29.671448	-8.9592495	0.01506
E726_393	7.609959	7.0555797	0.49184
E552_170	21.78108	-3.0980086	0.21205
E225_411	8.997887	6.0147166	0.51443
E471_780	-25.800848	-0.6913892	0.97742
E271_272	8.787576	4.5680857	0.34003
E264_421	-0.7885396	7.67969	0.52698
E113_132	20.88028	-3.3869493	0.16437
E927_238	14.623244	-0.042726863	0.29737
E869_246	21.387697	-4.0282598	0.3074
E394_17	28.17618	-7.9692597	0.02008
E158_143	19.971632	-2.3278518	0.17817
E817_671	-17.992994	3.6678524	0.84065
E789_201	18.43852	-1.7447675	0.25094
E87_797	-24.44349	0.96315837	0.99875
E624_253	15.394631	-2.2620988	0.31619
E112_512	-20.988482	-3.0704849	0.64115
E319_787	-18.337614	-2.850213	0.9862
E834_335	15.398394	-1.6222684	0.41907
E224_607	-24.914112	4.249278	0.76035
E497_139	20.347713	-2.8149962	0.17315
E93_416	0.6528299	7.845652	0.5207
E320_747	-27.064796	-2.433539	0.93601
E342_371	7.9493794	8.364853	0.46424
E206_770	-21.850773	5.7912955	0.96487
E334_358	8.229506	7.0785155	0.44793
E37_219	15.271886	0.5942202	0.27353
E558_483	0.3566641	7.5387993	0.60477
E377_105	22.786018	-2.5432205	0.13049
E297_476	-0.08829011	6.704345	0.59598
E884_55	27.602457	-8.139185	0.06775
E345_238	13.979534	-2.3838694	0.29737
E88_158	22.144632	-1.6373355	0.19699
E705_185	17.662746	-2.7021463	0.23087
E743_793	-19.830038	-4.340832	0.99373
E262_710	-25.42505	3.4024565	0.88959
E361_503	-20.55038	3.8478208	0.62986
E960_403	9.570023	6.500349	0.50439
E119_385	2.7891912	7.145993	0.48181
E353_782	-19.24416	-3.1351757	0.97992
E712_22	27.864977	-8.718	0.02635
E43_679	-19.276861	-3.9832716	0.85069
E571_464	0.47863117	6.287379	0.58093
E921_464	-17.442053	1.3787926	0.58093
E72_769	-20.391653	-0.87281317	0.96361
E173_40	28.135937	-8.677784	0.04893
E459_643	-22.770618	-3.0747173	0.80552
E583_545	-24.78549	-1.5163591	0.68256
E396_395	-0.08658411	6.864693	0.49435
E458_269	15.154813	-1.4529974	0.33626
E907_560	-21.228693	0.57614475	0.70138
E177_218	13.967241	-1.7264339	0.27227
E410_223	15.5592375	-1.3931457	0.27854
E405_37	28.040436	-9.5288515	0.04517
E879_679	-17.19983	-2.7959962	0.85069
E698_784	-26.385149	0.40072155	0.98243
E733_628	-25.464542	0.93608296	0.7867
E39_333	6.445764	7.2878385	0.41656
E549_291	14.050729	0.1915072	0.36386
E305_336	8.30045	5.121645	0.42033
E127_485	-19.210508	-4.202403	0.60728
E778_718	-20.894138	-4.5628457	0.89962
E58_669	-24.252052	-1.5047003	0.83814
E443_333	7.877607	5.626628	0.41656
E531_305	6.9331117	7.6168895	0.38143
E759_676	-21.723707	0.13297714	0.84693
E350_271	14.752322	-2.2551486	0.33877
E607_348	8.82704	7.5847907	0.43538
E847_542	-14.255253	1.0850701	0.6788
E331_57	26.715414	-7.9354053	0.07026
E256_152	18.769026	-3.2466147	0.18946
E44_362	2.1631482	8.170627	0.45295
E138_164	17.82298	-2.045813	0.20452
E381_361	-0.9819744	6.5193934	0.45169
E261_569	-17.681623	3.834084	0.71267
E763_223	20.694664	-3.5086699	0.27854
E989_182	19.807405	-2.0394657	0.2271
E364_351	13.603247	-0.81500375	0.43915
E31_213	14.593983	0.1040403	0.266
E754_445	-14.162932	0.9373501	0.55709
E823_387	8.139377	8.816356	0.48432
E237_517	-20.38285	-0.6914407	0.64743
E547_350	5.8465223	8.502695	0.43789
E578_213	21.73222	-2.6315637	0.266
E491_351	-0.5627598	6.517823	0.43915
E863_720	-25.238611	-2.8696058	0.90213
E315_517	-2.0122726	7.840731	0.64743
E538_583	-17.78475	3.3541243	0.73024
E567_626	-17.91735	2.061521	0.78419
E678_569	-26.792383	3.2228827	0.71267
E129_269	16.35885	-1.204464	0.33626
E461_186	20.96741	-1.5683461	0.23212
E674_466	-1.5534191	6.4069443	0.58344
E21_346	14.440647	-0.5953291	0.43287
E718_269	16.143599	-2.1946044	0.33626
E687_222	15.331756	-2.119809	0.27729
E323_659	-21.748224	6.0885596	0.8256
E313_365	14.05737	-0.27358517	0.45671
E671_351	2.9452949	7.3238726	0.43915
E277_711	-16.083424	2.4522367	0.89084
E801_285	14.553645	-0.12626818	0.35634
E386_514	-15.756716	-3.8067553	0.64366
E611_610	-20.3718	-3.9905844	0.76412
E732_216	18.898935	-3.2412841	0.26976
E220_137	24.725527	-7.271146	0.17064
E462_13	28.987938	-9.599175	0.01506
E749_618	-23.150528	-0.9095613	0.77415
E893_105	25.609447	-6.815776	0.13049
E451_244	17.415075	-2.6938891	0.30489
E171_139	15.406078	1.1608862	0.17315
E182_206	16.90346	-0.74332356	0.25721
E701_517	-25.761635	-1.7214377	0.64743
E419_239	16.339525	-1.5309445	0.29862
E758_395	-1.5925865	7.8825307	0.49435
E278_50	27.57015	-8.914064	0.06148
E418_22	28.273886	-7.782657	0.02635
E12_195	14.642834	-1.618833	0.24341
E588_565	-18.992039	-3.3245592	0.70765
E74_79	25.715029	-6.4524255	0.09787
E974_742	-19.326841	0.35562247	0.92974
E982_410	-0.072530165	8.4142685	0.51317
E625_150	18.81571	-3.994868	0.18695
E636_289	8.983978	6.080681	0.36136
E930_500	0.46477655	6.8562255	0.6261
E255_199	16.576448	0.06083468	0.24843
E901_333	8.958243	7.742898	0.41656
E249_519	0.8393711	8.0685625	0.64994
E81_371	-0.043193787	8.609936	0.46424
E880_135	23.70078	-4.968363	0.16813
E301_479	-24.900227	2.0842562	0.59975
E68_534	-23.684978	-3.09418	0.66876
E703_635	-21.230888	1.3672458	0.79548
E299_644	-17.717371	-2.3760824	0.80678
E534_622	-16.54106	-1.4145843	0.77917
E180_182	20.900415	-3.2252977	0.2271
E968_389	-2.510563	7.5460835	0.48683
E865_573	-25.671768	-0.81305045	0.71769
E984_157	21.979883	-4.2790194	0.19573
E420_553	-16.871471	-3.0685947	0.6926
E791_143	21.281128	-2.4709003	0.17817
E470_24	25.747889	-8.707428	0.02886
E761_792	-21.282066	-1.495661	0.99247
E640_730	-15.646425	-1.4742261	0.91468
E189_521	-21.610659	2.7364156	0.65245
E456_497	-3.148734	6.1178675	0.62233
E338_318	9.107266	5.451839	0.39774
E846_662	-16.380882	-4.813199	0.82936
E202_544	-23.247599	0.76890635	0.6813
E980_444	7.50185	7.915617	0.55583
E760_769	-18.922247	3.980766	0.96361
E332_132	21.751131	-1.6310092	0.16437
E649_408	-0.95098	6.161278	0.51066
E115_300	15.243852	-0.5097377	0.37516
E887_192	21.059467	-2.5408838	0.23965
E875_127	22.098997	-4.9131527	0.15809
E441_281	7.531102	6.5256405	0.35132
E498_454	-26.592775	-1.3693846	0.56838
E691_44	28.084791	-6.9065704	0.05395
E230_223	22.018372	-3.221708	0.27854
E793_408	7.5451293	4.5433125	0.51066
