,cl
E0,1
E1,0
E2,0
E3,0
E4,0
E5,0
E6,0
E7,0
E8,1
E9,1
E10,0
E11,0
E12,0
E13,0
E14,0
E15,0
E16,1
E17,1
E18,1
E19,0
E20,0
E21,0
E22,1
E23,0
E24,0
E25,0
E26,1
E27,1
E28,0
E29,1
E30,1
E31,1
E32,0
E33,0
E34,1
E35,0
E36,0
E37,0
E38,0
E39,0
E40,1
E41,0
E42,0
E43,0
E44,1
E45,1
E46,0
E47,0
E48,0
E49,0
E50,0
E51,1
E52,0
E53,1
E54,1
E55,1
E56,0
E57,1
E58,1
E59,1
E60,1
E61,1
E62,1
E63,1
E64,1
E65,1
E66,1
E67,1
E68,1
E69,0
E70,1
E71,0
E72,1
E73,1
E74,1
E75,1
E76,1
E77,1
E78,0
E79,0
E80,0
E81,1
E82,0
E83,1
E84,0
E85,0
E86,0
E87,0
E88,1
E89,1
E90,1
E91,0
E92,1
E93,0
E94,0
E95,1
E96,0
E97,1
E98,1
E99,0
E100,0
E101,1
E102,0
E103,0
E104,1
E105,1
E106,1
E107,0
E108,0
E109,0
E110,0
E111,1
E112,0
E113,1
E114,0
E115,1
E116,0
E117,0
E118,1
E119,1
E120,0
E121,0
E122,0
E123,1
E124,0
E125,0
E126,1
E127,0
E128,0
E129,0
E130,1
E131,0
E132,0
E133,1
E134,1
E135,1
E136,0
E137,0
E138,1
E139,1
E140,1
E141,1
E142,0
E143,1
E144,0
E145,0
E146,0
E147,0
E148,0
E149,0
E150,1
E151,1
E152,1
E153,1
E154,1
E155,1
E156,1
E157,0
E158,1
E159,0
E160,0
E161,0
E162,0
E163,0
E164,1
E165,0
E166,1
E167,1
E168,0
E169,1
E170,1
E171,0
E172,1
E173,1
E174,0
E175,1
E176,0
E177,0
E178,1
E179,1
E180,0
E181,0
E182,0
E183,1
E184,1
E185,0
E186,0
E187,1
E188,0
E189,1
E190,0
E191,1
E192,0
E193,1
E194,0
E195,1
E196,0
E197,0
E198,0
E199,1
E200,1
E201,0
E202,1
E203,1
E204,1
E205,0
E206,0
E207,0
E208,1
E209,0
E210,0
E211,1
E212,0
E213,1
E214,1
E215,1
E216,1
E217,0
E218,0
E219,1
E220,1
E221,0
E222,0
E223,1
E224,0
E225,0
E226,0
E227,0
E228,0
E229,0
E230,0
E231,1
E232,0
E233,0
E234,1
E235,1
E236,1
E237,0
E238,1
E239,1
E240,1
E241,0
E242,0
E243,0
E244,1
E245,0
E246,1
E247,0
E248,0
E249,0
E250,1
E251,0
E252,0
E253,0
E254,1
E255,1
E256,0
E257,1
E258,1
E259,1
E260,0
E261,0
E262,0
E263,0
E264,1
E265,1
E266,1
E267,1
E268,0
E269,1
E270,1
E271,1
E272,0
E273,1
E274,1
E275,0
E276,0
E277,1
E278,1
E279,0
E280,1
E281,1
E282,0
E283,0
E284,0
E285,0
E286,1
E287,1
E288,1
E289,1
E290,0
E291,0
E292,0
E293,1
E294,0
E295,1
E296,1
E297,1
E298,0
E299,0
E300,0
E301,0
E302,0
E303,1
E304,0
E305,1
E306,1
E307,0
E308,0
E309,0
E310,1
E311,1
E312,1
E313,1
E314,1
E315,0
E316,1
E317,0
E318,0
E319,0
E320,0
E321,1
E322,0
E323,1
E324,0
E325,1
E326,0
E327,1
E328,0
E329,0
E330,0
E331,0
E332,0
E333,1
E334,0
E335,1
E336,0
E337,1
E338,0
E339,1
E340,1
E341,1
E342,0
E343,1
E344,0
E345,0
E346,0
E347,1
E348,1
E349,1
E350,1
E351,1
E352,1
E353,0
E354,1
E355,1
E356,1
E357,0
E358,1
E359,0
E360,1
E361,1
E362,1
E363,0
E364,0
E365,1
E366,1
E367,0
E368,1
E369,0
E370,0
E371,1
E372,1
E373,0
E374,0
E375,0
E376,0
E377,0
E378,0
E379,0
E380,1
E381,1
E382,1
E383,1
E384,1
E385,1
E386,1
E387,1
E388,1
E389,0
E390,1
E391,1
E392,1
E393,0
E394,0
E395,0
E396,1
E397,0
E398,1
E399,0
E400,1
E401,0
E402,1
E403,0
E404,0
E405,0
E406,0
E407,0
