,PseudoTime1,PseudoTime2
E876_389,NA,0.48683
E831_565,0.70765,NA
E679_589,0.73777,NA
E935_533,0.6675,NA
E504_356,NA,0.44542
E449_501,NA,0.62735
E235_384,NA,0.48055
E28_65,NA,0.0803
E440_48,NA,0.05897
E102_70,NA,0.08657
E175_477,NA,0.59724
E992_708,NA,0.88708
E593_233,NA,0.29109
E964_301,NA,0.37641
E407_590,0.73902,NA
E931_716,0.89711,NA
E313_733,0.91844,NA
E551_797,0.99875,NA
E911_310,0.3877,NA
E961_506,0.63363,NA
E966_298,NA,0.37265
E739_400,NA,0.50063
E550_500,0.6261,NA
E462_687,NA,0.86073
E41_358,NA,0.44793
E236_633,0.79297,NA
E96_686,NA,0.85947
E871_184,0.22961,NA
E600_205,0.25596,NA
E662_207,NA,0.25847
E667_322,0.40276,NA
E172_118,NA,0.1468
E884_569,0.71267,NA
E332_575,NA,0.7202
E937_462,NA,0.57842
E583_298,0.37265,NA
E743_685,0.85822,NA
E798_560,0.70138,NA
E123_592,0.74153,NA
E222_529,NA,0.66248
E154_509,0.63739,NA
E445_143,NA,0.17817
E590_420,NA,0.52572
E238_582,0.72898,NA
E297_544,0.6813,NA
E73_792,0.99247,NA
E983_527,0.65997,NA
E643_453,NA,0.56713
E218_594,NA,0.74404
E740_68,NA,0.08407
E803_696,NA,0.87202
E255_502,NA,0.62861
E680_539,0.67503,NA
E860_499,0.62484,NA
E870_321,NA,0.40151
E764_583,0.73024,NA
E994_187,NA,0.23338
E258_645,0.80803,NA
E140_99,0.12296,NA
E566_61,0.07528,NA
E578_529,0.66248,NA
E788_534,0.66876,NA
E367_170,NA,0.21205
E587_734,0.9197,NA
E529_473,NA,0.59222
E728_645,NA,0.80803
E312_62,0.07654,NA
E406_463,NA,0.57967
E695_268,NA,0.33501
E654_672,0.84191,NA
E633_304,NA,0.38018
E207_501,NA,0.62735
E909_434,0.54329,NA
E270_507,NA,0.63488
E426_334,NA,0.41782
E471_478,NA,0.59849
E745_745,NA,0.9335
E49_616,0.77164,NA
E650_436,NA,0.5458
E797_380,NA,0.47553
E824_576,0.72146,NA
E613_550,0.68883,NA
E438_121,NA,0.15056
E759_6,NA,0.00627
E756_294,NA,0.36763
E849_3,NA,0.00251
E292_1,NA,0.0
E829_30,NA,0.03639
E374_374,0.46801,NA
E512_483,NA,0.60477
E869_672,0.84191,NA
E652_540,0.67629,NA
E393_471,0.58971,NA
E294_380,NA,0.47553
E810_573,NA,0.71769
E901_666,0.83438,NA
E466_65,0.0803,NA
E853_472,NA,0.59097
E917_98,NA,0.12171
E165_180,NA,0.22459
E467_370,NA,0.46299
E5_449,0.56211,NA
E777_294,NA,0.36763
E746_487,NA,0.60979
E804_39,NA,0.04768
E570_269,NA,0.33626
E711_5,0.00502,NA
E266_691,NA,0.86575
E783_243,NA,0.30364
E595_701,0.87829,NA
E851_685,0.85822,NA
E579_291,0.36386,NA
E231_520,0.65119,NA
E957_205,NA,0.25596
E389_328,0.41029,NA
E606_712,0.8921,NA
E521_589,0.73777,NA
E569_167,NA,0.20828
E252_297,0.37139,NA
E39_780,NA,0.97742
E735_162,0.20201,NA
E59_580,0.72647,NA
E981_640,NA,0.80176
E988_526,0.65872,NA
E469_219,NA,0.27353
E50_676,0.84693,NA
E177_552,NA,0.69134
E168_61,NA,0.07528
E813_371,NA,0.46424
E173_552,NA,0.69134
E401_762,NA,0.95483
E944_634,0.79423,NA
E766_117,0.14555,NA
E447_57,0.07026,NA
E414_121,NA,0.15056
E889_262,NA,0.32748
E264_664,NA,0.83187
E423_456,NA,0.57089
E515_89,NA,0.11041
E357_71,NA,0.08783
E372_310,NA,0.3877
E896_404,0.50565,NA
E310_478,0.59849,NA
E16_686,0.85947,NA
E276_473,NA,0.59222
E790_622,NA,0.77917
E636_447,NA,0.5596
E656_595,0.74529,NA
E573_13,NA,0.01506
E787_742,0.92974,NA
E354_473,NA,0.59222
E770_38,NA,0.04642
E169_632,NA,0.79172
E141_141,0.17566,NA
E720_707,NA,0.88582
E708_590,0.73902,NA
E273_216,0.26976,NA
E487_271,NA,0.33877
E572_23,0.0276,NA
E425_468,NA,0.58595
E702_694,NA,0.86951
E537_430,0.53827,NA
E534_278,NA,0.34755
E706_381,0.47679,NA
E967_671,0.84065,NA
E549_187,0.23338,NA
E489_54,0.0665,NA
E506_340,0.42535,NA
E719_669,NA,0.83814
E441_604,NA,0.75659
E221_624,0.78168,NA
E402_510,0.63864,NA
E599_209,0.26098,NA
E588_775,0.97114,NA
E658_103,0.12798,NA
E176_607,NA,0.76035
E10_298,NA,0.37265
E501_142,0.17691,NA
E99_315,NA,0.39398
E242_404,NA,0.50565
E148_328,NA,0.41029
E209_179,0.22334,NA
E553_323,NA,0.40402
E978_142,0.17691,NA
E980_267,0.33375,NA
E136_444,NA,0.55583
E975_644,NA,0.80678
E63_712,NA,0.8921
E347_64,0.07905,NA
E459_53,NA,0.06524
E940_257,0.3212,NA
E906_22,0.02635,NA
E57_414,NA,0.51819
E442_521,0.65245,NA
E204_293,NA,0.36637
E781_733,NA,0.91844
E670_649,0.81305,NA
E340_165,0.20577,NA
E158_317,NA,0.39649
E90_34,NA,0.04141
E183_761,NA,0.95358
E991_141,0.17566,NA
E828_663,0.83061,NA
E986_365,0.45671,NA
E281_29,NA,0.03513
E697_428,0.53576,NA
E166_253,NA,0.31619
E596_107,0.133,NA
E684_715,NA,0.89586
E417_384,NA,0.48055
E763_420,0.52572,NA
E106_343,NA,0.42911
E930_310,NA,0.3877
E624_531,NA,0.66499
E700_623,0.78043,NA
E976_256,0.31995,NA
E271_600,NA,0.75157
E139_383,0.4793,NA
E511_6,NA,0.00627
E353_65,0.0803,NA
E351_162,NA,0.20201
E260_262,NA,0.32748
E773_603,NA,0.75533
E509_37,NA,0.04517
E77_141,NA,0.17566
E985_686,NA,0.85947
E315_132,0.16437,NA
E213_672,0.84191,NA
E497_403,0.50439,NA
E834_708,0.88708,NA
E245_95,0.11794,NA
E560_10,NA,0.01129
E682_146,NA,0.18193
E623_199,0.24843,NA
E789_685,NA,0.85822
E457_326,NA,0.40778
E427_634,NA,0.79423
E373_726,0.90966,NA
E629_58,NA,0.07152
E184_586,0.734,NA
E531_68,0.08407,NA
E943_465,0.58218,NA
E857_579,0.72522,NA
E894_400,0.50063,NA
E56_449,0.56211,NA
E212_408,0.51066,NA
E938_453,0.56713,NA
E880_533,0.6675,NA
E765_575,0.7202,NA
E827_613,NA,0.76788
E631_245,0.30615,NA
E965_65,0.0803,NA
