,PseudoTime1,PseudoTime2
E212_424,0.4247,NA
E439_609,NA,0.61044
E764_113,0.11245,NA
E219_283,NA,0.28313
E599_86,NA,0.08534
E267_952,NA,0.95482
E116_514,0.51506,NA
E945_571,NA,0.57229
E471_191,0.19076,NA
E661_237,NA,0.23695
E513_96,NA,0.09538
E774_446,0.44679,NA
E150_952,0.95482,NA
E578_404,0.40462,NA
E587_572,0.57329,NA
E240_267,0.26707,NA
E597_941,NA,0.94378
E677_202,0.20181,NA
E832_480,NA,0.48092
E250_969,NA,0.97189
E231_234,NA,0.23394
E151_540,0.54116,NA
E387_220,0.21988,NA
E730_777,0.77912,NA
E27_910,0.91265,NA
E921_148,NA,0.14759
E26_533,0.53414,NA
E568_434,NA,0.43474
E910_447,NA,0.44779
E406_895,NA,0.89759
E517_997,NA,1.0
E897_736,0.73795,NA
E946_883,NA,0.88554
E44_233,0.23293,NA
E895_8,0.00703,NA
E266_979,NA,0.98193
E249_438,0.43876,NA
E982_126,NA,0.1255
E690_332,0.33233,NA
E826_318,NA,0.31827
E480_470,NA,0.47088
E766_699,NA,0.7008
E626_786,NA,0.78815
E580_552,0.55321,NA
E925_658,0.65964,NA
E422_40,NA,0.03916
E307_387,0.38755,NA
E103_454,0.45482,NA
E936_946,NA,0.9488
E564_353,NA,0.35341
E135_195,0.19478,NA
E226_471,0.47189,NA
E104_115,0.11446,NA
E504_851,NA,0.85341
E72_742,0.74398,NA
E31_372,NA,0.37249
E275_421,0.42169,NA
E885_369,0.36948,NA
E236_117,0.11647,NA
E485_940,0.94277,NA
E455_990,0.99297,NA
E417_845,0.84739,NA
E745_515,NA,0.51606
E309_807,0.80924,NA
E351_61,NA,0.06024
E335_406,NA,0.40663
E374_770,0.77209,NA
E873_932,0.93474,NA
E444_418,NA,0.41867
E657_672,NA,0.67369
E415_357,0.35743,NA
E17_47,0.04618,NA
E689_416,0.41667,NA
E770_891,0.89357,NA
E836_976,NA,0.97892
E769_362,NA,0.36245
E746_993,NA,0.99598
E967_12,NA,0.01104
E641_244,NA,0.24398
E24_404,NA,0.40462
E181_509,NA,0.51004
E554_857,NA,0.85944
E352_9,0.00803,NA
E35_341,NA,0.34137
E876_837,NA,0.83936
E788_257,0.25703,NA
E741_406,0.40663,NA
E344_246,0.24598,NA
E627_855,0.85743,NA
E336_771,NA,0.77309
E723_860,NA,0.86245
E443_920,NA,0.92269
E585_687,0.68876,NA
E705_30,NA,0.02912
E977_316,0.31627,NA
E434_990,0.99297,NA
E589_197,0.19679,NA
E182_988,0.99096,NA
E291_600,NA,0.60141
E898_853,0.85542,NA
E720_603,NA,0.60442
E905_527,NA,0.52811
E459_101,NA,0.1004
E854_551,0.55221,NA
E12_673,0.6747,NA
E841_424,0.4247,NA
E67_179,0.17871,NA
E477_623,NA,0.6245
E802_265,0.26506,NA
E857_72,NA,0.07129
E45_660,NA,0.66165
E954_638,0.63956,NA
E791_826,NA,0.82831
E64_844,NA,0.84639
E94_429,NA,0.42972
E862_245,0.24498,NA
E246_303,NA,0.30321
E837_895,NA,0.89759
E634_569,NA,0.57028
E501_465,0.46586,NA
E122_220,0.21988,NA
E843_577,0.57831,NA
E84_688,NA,0.68976
E959_390,0.39056,NA
E999_334,0.33434,NA
E457_199,0.1988,NA
E960_6,0.00502,NA
E652_221,0.22088,NA
E310_924,0.92671,NA
E818_291,0.29116,NA
E139_361,NA,0.36145
E429_174,0.17369,NA
E869_90,NA,0.08936
E332_946,NA,0.9488
E683_6,0.00502,NA
E978_529,0.53012,NA
E667_355,NA,0.35542
E725_65,0.06426,NA
E508_424,0.4247,NA
E131_162,NA,0.16165
E742_703,NA,0.70482
E825_570,0.57129,NA
E492_582,0.58333,NA
E962_972,0.9749,NA
E719_517,NA,0.51807
E372_770,NA,0.77209
E209_338,NA,0.33835
E397_854,0.85643,NA
E757_850,NA,0.85241
E805_831,0.83333,NA
E795_404,0.40462,NA
E36_671,NA,0.67269
E784_373,0.37349,NA
E244_623,0.6245,NA
E381_603,0.60442,NA
E354_60,NA,0.05924
E191_305,0.30522,NA
E149_801,0.80321,NA
E675_576,NA,0.57731
E624_106,0.10542,NA
E833_353,NA,0.35341
E908_488,0.48896,NA
E164_740,0.74197,NA
E511_993,0.99598,NA
E216_690,0.69177,NA
E606_363,NA,0.36345
E46_489,0.48996,NA
E930_119,0.11847,NA
E74_483,0.48394,NA
E93_114,0.11345,NA
E49_428,0.42871,NA
E577_735,NA,0.73695
E975_387,0.38755,NA
E964_974,0.97691,NA
E174_883,NA,0.88554
E496_465,NA,0.46586
E188_172,0.17169,NA
E379_484,NA,0.48494
E154_241,NA,0.24096
E570_158,NA,0.15763
E644_683,NA,0.68474
E971_387,0.38755,NA
E120_583,NA,0.58434
E645_36,0.03514,NA
E69_435,NA,0.43574
E556_563,NA,0.56426
E700_488,0.48896,NA
E433_494,NA,0.49498
E680_674,NA,0.6757
E373_265,0.26506,NA
E668_987,NA,0.98996
E752_994,NA,0.99699
E230_171,0.17068,NA
E734_868,0.87048,NA
E958_954,0.95683,NA
E502_284,0.28414,NA
E71_709,NA,0.71084
E317_122,NA,0.12149
E61_258,NA,0.25803
E378_828,0.83032,NA
E393_348,NA,0.34839
E241_842,0.84438,NA
E119_910,0.91265,NA
E223_294,NA,0.29418
E473_312,0.31225,NA
E780_969,0.97189,NA
E194_701,0.70281,NA
E129_72,0.07129,NA
E767_872,0.8745,NA
E134_984,NA,0.98695
E237_951,NA,0.95382
E55_164,NA,0.16365
E15_931,0.93373,NA
E794_213,0.21285,NA
E600_943,NA,0.94578
E117_750,NA,0.75201
E362_45,NA,0.04418
E65_285,0.28514,NA
E423_224,0.2239,NA
E878_77,0.07631,NA
E493_26,0.0251,NA
E227_301,NA,0.3012
E51_909,0.91165,NA
E398_698,0.6998,NA
E733_877,NA,0.87952
E280_542,0.54317,NA
E356_199,0.1988,NA
E612_626,NA,0.62751
E883_607,0.60843,NA
E544_109,NA,0.10843
E955_169,0.16867,NA
E684_116,0.11546,NA
E21_617,0.61847,NA
E777_326,NA,0.32631
E294_51,0.0502,NA
E985_397,NA,0.39759
E199_788,0.79016,NA
E165_960,0.96285,NA
E688_975,0.97791,NA
E620_411,NA,0.41165
E48_534,NA,0.53514
E426_960,0.96285,NA
E907_912,NA,0.91466
E465_750,0.75201,NA
E29_103,NA,0.10241
E464_48,NA,0.04719
E124_553,NA,0.55422
E518_126,NA,0.1255
E536_229,NA,0.22892
E510_480,NA,0.48092
E687_58,0.05723,NA
E143_439,0.43976,NA
E50_894,NA,0.89659
E828_928,NA,0.93072
E287_660,0.66165,NA
E338_726,0.72791,NA
E113_447,NA,0.44779
E699_952,NA,0.95482
E607_140,NA,0.13956
E813_599,NA,0.6004
E341_363,0.36345,NA
E602_490,0.49096,NA
E360_199,0.1988,NA
E952_481,0.48193,NA
E543_134,NA,0.13353
E220_985,0.98795,NA
E866_800,0.80221,NA
E864_588,NA,0.58936
E771_124,0.12349,NA
E846_954,0.95683,NA
E340_170,NA,0.16968
E346_467,NA,0.46787
E819_693,NA,0.69478
E782_866,NA,0.86847
E995_362,NA,0.36245
E409_131,0.13052,NA
E979_989,0.99197,NA
E628_509,NA,0.51004
E196_585,0.58635,NA
E163_272,0.27209,NA
E924_780,0.78213,NA
E721_30,NA,0.02912
E343_870,NA,0.87249
E792_858,NA,0.86044
E54_715,NA,0.71687
E376_677,0.67871,NA
E395_764,0.76606,NA
E888_708,0.70984,NA
E968_21,NA,0.02008
E732_889,0.89157,NA
E38_594,NA,0.59538
E359_410,0.41064,NA
E649_153,0.15261,NA
E177_224,0.2239,NA
E125_197,NA,0.19679
E617_295,NA,0.29518
E388_206,NA,0.20582
E361_607,0.60843,NA
E965_224,NA,0.2239
E512_432,NA,0.43273
E500_632,0.63353,NA
E986_904,0.90663,NA
E171_300,0.3002,NA
E201_977,0.97992,NA
E713_111,0.11044,NA
E798_288,0.28815,NA
E39_588,0.58936,NA
E85_805,0.80723,NA
E185_165,0.16466,NA
E906_841,0.84337,NA
E992_543,0.54418,NA
E539_386,0.38655,NA
E56_408,NA,0.40863
E593_301,0.3012,NA
E262_253,0.25301,NA
E484_750,NA,0.75201
E781_361,0.36145,NA
E938_581,NA,0.58233
E871_710,0.71185,NA
E783_204,0.20382,NA
E179_398,NA,0.39859
E655_412,NA,0.41265
E870_688,0.68976,NA
E891_289,0.28916,NA
E566_266,0.26606,NA
E467_57,NA,0.05622
E796_316,0.31627,NA
E542_379,0.37952,NA
E779_435,NA,0.43574
E114_838,0.84036,NA
E595_180,NA,0.17972
E14_707,0.70884,NA
E87_418,NA,0.41867
E844_132,NA,0.13153
E704_829,0.83133,NA
E814_363,0.36345,NA
E314_495,0.49598,NA
E62_374,0.3745,NA
E976_789,NA,0.79116
E437_969,NA,0.97189
E413_28,NA,0.02711
E107_857,0.85944,NA
E900_930,NA,0.93273
E299_943,NA,0.94578
E753_167,0.16667,NA
E696_85,NA,0.08434
E414_858,0.86044,NA
E469_561,NA,0.56225
E916_495,NA,0.49598
E483_838,NA,0.84036
E466_560,0.56124,NA
E540_380,0.38052,NA
E142_517,NA,0.51807
E8_453,NA,0.45382
E695_431,NA,0.43173
E887_259,NA,0.25904
E526_639,NA,0.64056
E686_137,NA,0.13655
E762_270,NA,0.27008
E320_880,0.88253,NA
E613_59,0.05823,NA
E944_17,NA,0.01606
E692_408,0.40863,NA
E270_61,NA,0.06024
E591_291,0.29116,NA
E750_183,0.18273,NA
E901_278,0.27811,NA
E499_709,0.71084,NA
E214_690,NA,0.69177
E735_629,0.63052,NA
E558_653,NA,0.65462
E545_665,NA,0.66667
E95_457,0.45783,NA
E913_522,NA,0.52309
E560_771,0.77309,NA
E581_688,0.68976,NA
E316_2,0.001,NA
E799_526,0.52711,NA
E880_767,NA,0.76908
E660_703,NA,0.70482
E3_954,0.95683,NA
E961_801,NA,0.80321
E392_616,0.61747,NA
E549_702,0.70382,NA
E811_426,NA,0.42671
E156_559,NA,0.56024
E912_288,0.28815,NA
E160_379,0.37952,NA
E168_695,NA,0.69679
E911_78,0.07731,NA
E988_348,0.34839,NA
E850_227,NA,0.22691
E775_224,NA,0.2239
E615_738,NA,0.73996
E552_92,NA,0.09137
E744_453,NA,0.45382
E718_509,NA,0.51004
E524_303,0.30321,NA
