,PseudoTime
E252_544,0.7790530846484935
E588_651,0.9325681492109039
E282_468,0.6700143472022956
E995_639,0.9153515064562411
E815_103,0.14634146341463414
E172_510,0.7302725968436155
E920_583,0.8350071736011477
E395_534,0.7647058823529411
E528_591,0.8464849354375896
E480_566,0.8106169296987088
E512_693,0.9928263988522238
E66_339,0.48493543758967
E467_106,0.15064562410329985
E737_335,0.47919655667144906
E52_184,0.26255380200860834
E837_462,0.6614060258249641
E548_385,0.5509325681492109
E893_314,0.4490674318507891
E642_293,0.41893830703012913
E437_633,0.9067431850789096
E486_32,0.04447632711621234
E74_474,0.6786226685796269
E339_73,0.10329985652797705
E378_562,0.8048780487804879
E773_48,0.06743185078909612
E641_529,0.757532281205165
E291_309,0.4418938307030129
E583_582,0.8335724533715926
E965_595,0.8522238163558106
E104_532,0.7618364418938307
E543_348,0.49784791965566716
E127_312,0.44619799139167865
E139_256,0.36585365853658536
E527_207,0.29555236728837875
E342_142,0.20229555236728838
E236_45,0.06312769010043041
E216_559,0.8005738880918221
E162_100,0.14203730272596843
E978_3,0.0028694404591104736
E91_501,0.7173601147776184
E202_217,0.3098995695839311
E590_3,0.0028694404591104736
E901_658,0.9426111908177905
E931_449,0.642754662840746
E615_679,0.9727403156384505
E537_262,0.3744619799139168
E200_683,0.9784791965566715
E964_418,0.5982783357245337
E435_300,0.42898134863701576
E603_585,0.8378766140602583
E886_469,0.6714490674318508
E303_664,0.9512195121951219
E448_238,0.3400286944045911
E191_330,0.4720229555236729
E461_594,0.8507890961262554
E106_40,0.05595408895265423
E316_333,0.4763271162123386
E189_91,0.1291248206599713
E716_440,0.629842180774749
E433_256,0.36585365853658536
E373_515,0.7374461979913917
E376_661,0.9469153515064562
E706_10,0.01291248206599713
E699_149,0.21233859397417504
E442_66,0.09325681492109039
E704_644,0.9225251076040172
E128_615,0.8809182209469153
E993_672,0.9626972740315638
E703_430,0.6154949784791965
E134_188,0.2682926829268293
E20_614,0.8794835007173601
E353_101,0.14347202295552366
E924_507,0.7259684361549498
E996_326,0.46628407460545196
E550_129,0.1836441893830703
E682_633,0.9067431850789096
E414_223,0.31850789096126253
E468_522,0.7474892395982783
E324_329,0.47058823529411764
E65_461,0.6599713055954088
E991_622,0.890961262553802
E849_452,0.6470588235294118
E61_480,0.6872309899569584
E694_461,0.6599713055954088
E109_153,0.21807747489239598
E601_174,0.24820659971305595
E790_24,0.03299856527977044
E11_416,0.5954088952654233
E208_24,0.03299856527977044
E982_169,0.24103299856527977
E223_624,0.8938307030129125
E472_553,0.7919655667144907
E863_158,0.22525107604017217
E984_18,0.024390243902439025
E75_90,0.12769010043041606
E175_271,0.38737446197991393
E530_287,0.4103299856527977
E416_26,0.035868005738880916
E637_692,0.9913916786226685
E805_552,0.7905308464849354
E380_44,0.06169296987087518
E476_265,0.3787661406025825
E329_41,0.05738880918220947
E867_283,0.40459110473457677
E298_130,0.18507890961262555
E906_485,0.6944045911047346
E270_637,0.9124820659971306
E974_302,0.43185078909612623
E611_509,0.7288378766140603
E178_568,0.8134863701578192
E24_470,0.672883787661406
E348_38,0.05308464849354376
E276_209,0.2984218077474892
E554_145,0.2065997130559541
E735_688,0.9856527977044476
E384_171,0.24390243902439024
E449_546,0.7819225251076041
E960_445,0.6370157819225251
E677_178,0.2539454806312769
E775_566,0.8106169296987088
E93_628,0.8995695839311334
E343_186,0.2654232424677188
E146_690,0.9885222381635581
E495_636,0.9110473457675753
E503_562,0.8048780487804879
E597_221,0.31563845050215206
E807_219,0.3127690100430416
E587_683,0.9784791965566715
E979_259,0.3701578192252511
E370_239,0.34146341463414637
E483_369,0.5279770444763271
E625_453,0.648493543758967
E105_490,0.7015781922525107
E43_397,0.5681492109038737
E159_13,0.01721664275466284
E750_307,0.43902439024390244
E792_601,0.860832137733142
E502_212,0.30272596843615496
E697_465,0.6657101865136298
E54_229,0.32711621233859395
E922_293,0.41893830703012913
E788_390,0.5581061692969871
E489_94,0.133428981348637
E844_368,0.5265423242467718
E764_498,0.7130559540889526
E69_34,0.047345767575322814
E873_47,0.06599713055954089
E589_161,0.22955523672883787
E374_269,0.38450502152080346
E949_650,0.9311334289813487
E726_541,0.7747489239598279
E757_431,0.6169296987087518
E39_664,0.9512195121951219
E678_518,0.7417503586800573
E779_669,0.9583931133428981
E751_400,0.5724533715925395
E440_150,0.21377331420373027
E794_288,0.4117647058823529
E791_488,0.6987087517934003
E404_286,0.40889526542324245
E606_170,0.242467718794835
E919_156,0.2223816355810617
E544_137,0.1951219512195122
E657_685,0.9813486370157819
E187_688,0.9856527977044476
E972_597,0.8550932568149211
E970_66,0.09325681492109039
E297_439,0.6284074605451937
E824_63,0.08895265423242468
E28_48,0.06743185078909612
E259_691,0.9899569583931134
E622_111,0.15781922525107603
E9_42,0.058823529411764705
E73_5,0.005738880918220947
E702_128,0.18220946915351507
E521_173,0.2467718794835007
E390_220,0.31420373027259685
E864_466,0.667144906743185
E707_154,0.21951219512195122
E649_653,0.9354375896700143
E562_469,0.6714490674318508
E823_446,0.6384505021520803
E862_365,0.5222381635581061
E122_210,0.2998565279770445
E803_606,0.8680057388809183
E609_21,0.028694404591104734
E464_619,0.8866571018651362
E551_326,0.46628407460545196
E117_317,0.4533715925394548
E386_563,0.806312769010043
E158_413,0.5911047345767575
E299_460,0.6585365853658537
E500_511,0.7317073170731707
E532_2,0.0014347202295552368
E705_106,0.15064562410329985
E36_241,0.34433285509325684
E294_679,0.9727403156384505
E719_318,0.45480631276901007
E696_443,0.6341463414634146
E980_173,0.2467718794835007
E397_464,0.6642754662840746
E632_181,0.2582496413199426
E452_277,0.39598278335724535
E181_237,0.3385939741750359
E650_514,0.7360114777618364
E680_339,0.48493543758967
E756_12,0.015781922525107604
E855_120,0.17073170731707318
E58_77,0.10903873744619799
E196_147,0.20946915351506457
E475_112,0.15925394548063126
E239_377,0.539454806312769
E754_290,0.4146341463414634
E490_119,0.16929698708751795
E885_554,0.793400286944046
E925_371,0.5308464849354376
E946_555,0.7948350071736011
E903_425,0.6083213773314203
E266_382,0.5466284074605452
E774_227,0.3242467718794835
E78_410,0.5868005738880918
E363_143,0.20373027259684362
E214_204,0.29124820659971307
