,PseudoTime1,PseudoTime2
E861_93,NA,0.09228
E919_356,NA,0.35607
E742_533,NA,0.5336
E815_250,NA,0.24975
E886_449,0.44935,NA
E33_181,0.18054,NA
E259_635,0.63591,NA
E932_200,0.1996,NA
E540_153,0.15246,NA
E834_412,0.41224,NA
E970_645,NA,0.64594
E844_161,NA,0.16048
E729_439,NA,0.43932
E735_535,0.53561,NA
E398_811,0.81244,NA
E497_989,0.99097,NA
E105_294,NA,0.29388
E468_71,NA,0.07021
E206_671,NA,0.67202
E859_236,NA,0.23571
E818_572,0.57272,NA
E593_933,0.9348,NA
E641_117,NA,0.11635
E415_801,0.80241,NA
E363_129,NA,0.12839
E317_931,NA,0.9328
E797_552,0.55266,NA
E750_81,0.08024,NA
E247_281,NA,0.28084
E728_843,0.84453,NA
E650_695,NA,0.69609
E570_10,NA,0.00903
E71_561,NA,0.56169
E976_537,NA,0.53761
E175_585,0.58576,NA
E632_643,NA,0.64393
E208_809,NA,0.81043
E190_387,NA,0.38716
E799_511,0.51153,NA
E62_411,0.41123,NA
E599_463,NA,0.46339
E255_858,0.85958,NA
E836_727,NA,0.72818
E835_868,0.86961,NA
E841_55,0.05416,NA
E719_425,NA,0.42528
E339_149,0.14845,NA
E879_620,NA,0.62086
E182_792,0.79338,NA
E876_324,NA,0.32397
E958_774,0.77533,NA
E658_111,NA,0.11033
E470_466,0.4664,NA
E779_226,NA,0.22568
E858_504,NA,0.50451
E429_159,0.15848,NA
E391_476,NA,0.47643
E354_190,NA,0.18957
E392_672,0.67302,NA
E364_753,0.75426,NA
E312_40,0.03912,NA
E871_767,0.7683,NA
E891_651,0.65196,NA
E649_947,0.94885,NA
E621_940,NA,0.94183
E121_846,NA,0.84754
E580_264,0.26379,NA
E753_945,0.94684,NA
E837_689,NA,0.69007
E752_166,NA,0.1655
E327_664,0.66499,NA
E962_637,0.63791,NA
E699_974,NA,0.97593
E622_290,0.28987,NA
E872_47,0.04614,NA
E42_444,0.44433,NA
E378_912,0.91374,NA
