,PseudoTime1,PseudoTime2
E979_229,NA,0.22869
E691_869,NA,0.87061
E687_384,NA,0.38415
E227_521,NA,0.52156
E859_740,0.74122,NA
E741_46,0.04514,NA
E407_353,NA,0.35306
E638_412,NA,0.41224
E145_159,0.15848,NA
E630_204,0.20361,NA
E811_725,0.72618,NA
E35_347,NA,0.34704
E722_149,NA,0.14845
E596_486,NA,0.48646
E566_994,NA,0.99599
E157_254,NA,0.25376
E341_843,NA,0.84453
E866_843,NA,0.84453
E633_50,0.04915,NA
E742_856,NA,0.85757
E318_456,NA,0.45637
E349_321,NA,0.32096
E57_515,0.51555,NA
E543_764,NA,0.7653
E141_504,0.50451,NA
E533_503,NA,0.50351
E163_510,NA,0.51053
E326_813,NA,0.81444
E888_2,NA,0.001
E707_156,0.15547,NA
E9_101,0.1003,NA
E172_141,NA,0.14042
E48_233,NA,0.2327
E312_729,0.73019,NA
E62_418,NA,0.41825
E223_622,NA,0.62287
E401_339,0.33902,NA
E606_69,0.0682,NA
E216_522,NA,0.52257
E977_192,NA,0.19157
E385_435,0.43531,NA
E230_10,NA,0.00903
E403_771,NA,0.77232
E717_267,NA,0.2668
E266_341,NA,0.34102
E609_605,0.60582,NA
E86_882,NA,0.88365
E994_107,0.10632,NA
E652_776,0.77733,NA
E389_261,0.26078,NA
E557_631,0.6319,NA
E873_222,NA,0.22166
E51_606,NA,0.60682
E279_157,NA,0.15647
E988_295,0.29488,NA
E746_870,NA,0.87161
E521_525,0.52558,NA
E462_779,NA,0.78034
E532_430,NA,0.43029
E545_452,NA,0.45236
E213_504,0.50451,NA
E306_417,NA,0.41725
E807_817,NA,0.81846
E258_791,NA,0.79238
E929_127,NA,0.12638
E548_105,0.10431,NA
E110_899,0.9007,NA
E552_898,0.8997,NA
E75_291,0.29087,NA
E101_972,0.97392,NA
E112_229,NA,0.22869
E904_859,NA,0.86058
E445_946,0.94784,NA
E879_216,NA,0.21565
E250_469,0.46941,NA
E569_176,0.17553,NA
E628_167,NA,0.1665
E795_590,0.59077,NA
E946_892,0.89368,NA
E515_114,NA,0.11334
E10_84,NA,0.08325
E265_728,NA,0.72919
E458_825,NA,0.82648
E192_750,NA,0.75125
E144_762,NA,0.76329
E793_109,NA,0.10832
E512_640,0.64092,NA
E611_325,NA,0.32497
E365_11,NA,0.01003
E399_990,0.99198,NA
E481_552,NA,0.55266
E526_625,NA,0.62588
E529_662,0.66299,NA
E117_318,NA,0.31795
E555_1,NA,0.0
E287_821,0.82247,NA
E353_703,0.70411,NA
E293_715,NA,0.71615
E351_99,NA,0.09829
E185_754,NA,0.75527
E408_206,NA,0.20562
E974_225,NA,0.22467
E296_423,NA,0.42327
E161_160,NA,0.15948
E819_861,0.86259,NA
E972_237,0.23671,NA
E836_826,0.82748,NA
E386_237,NA,0.23671
E451_573,0.57372,NA
E956_238,0.23771,NA
E159_60,NA,0.05918
E695_984,NA,0.98596
E747_264,0.26379,NA
E67_126,0.12538,NA
E381_921,NA,0.92277
E625_517,NA,0.51755
E169_720,NA,0.72116
E928_794,NA,0.79539
E584_889,0.89067,NA
E52_532,NA,0.5326
E681_721,NA,0.72217
E902_484,NA,0.48445
E38_973,NA,0.97492
E931_412,0.41224,NA
E13_292,NA,0.29188
E207_956,NA,0.95787
E562_559,NA,0.55968
E737_830,NA,0.83149
E828_821,NA,0.82247
E816_13,0.01204,NA
E797_131,NA,0.13039
E114_957,NA,0.95888
E748_410,NA,0.41023
E685_1,0.0,NA
E14_619,0.61986,NA
E626_510,NA,0.51053
E32_736,0.73721,NA
E168_198,NA,0.19759
E784_283,0.28285,NA
E786_446,0.44634,NA
E940_82,0.08124,NA
E503_553,NA,0.55366
E498_721,0.72217,NA
E589_579,NA,0.57974
E909_93,NA,0.09228
E81_463,NA,0.46339
E191_405,NA,0.40522
E829_815,NA,0.81645
E188_139,0.13842,NA
E661_271,NA,0.27081
E147_849,NA,0.85055
E356_308,0.30792,NA
E848_449,NA,0.44935
E761_245,NA,0.24473
E671_777,NA,0.77834
E153_383,0.38315,NA
E47_407,0.40722,NA
E466_95,0.09428,NA
E513_552,0.55266,NA
E733_791,NA,0.79238
E314_641,0.64193,NA
E574_961,NA,0.96289
E3_92,NA,0.09127
E744_207,NA,0.20662
E254_768,NA,0.76931
E431_188,NA,0.18756
E91_564,0.56469,NA
E845_837,0.83852,NA
E315_692,0.69308,NA
E906_795,NA,0.79639
E276_424,NA,0.42427
E789_903,0.90471,NA
E40_580,0.58074,NA
E964_371,NA,0.37111
E209_906,NA,0.90772
E200_819,0.82046,NA
E485_481,NA,0.48144
E93_54,NA,0.05316
E743_330,NA,0.32999
E551_686,NA,0.68706
E177_126,0.12538,NA
E590_931,NA,0.9328
E115_113,NA,0.11234
E355_115,NA,0.11434
E441_549,NA,0.54965
E731_727,NA,0.72818
E257_903,0.90471,NA
E313_618,NA,0.61886
E881_693,NA,0.69408
E538_226,NA,0.22568
E430_652,NA,0.65296
E952_756,NA,0.75727
E701_319,NA,0.31896
E90_26,0.02508,NA
E203_81,NA,0.08024
E612_715,NA,0.71615
E459_468,0.46841,NA
E55_625,0.62588,NA
E847_277,0.27683,NA
E422_149,NA,0.14845
E602_128,0.12738,NA
E554_470,0.47041,NA
E271_673,NA,0.67402
E111_904,NA,0.90572
E549_262,0.26179,NA
E700_15,0.01404,NA
E657_342,0.34203,NA
E778_340,NA,0.34002
E930_519,NA,0.51956
E996_901,NA,0.90271
E739_263,0.26279,NA
E832_657,0.65797,NA
E303_963,NA,0.96489
E418_758,0.75928,NA
E855_764,NA,0.7653
E442_982,NA,0.98395
E546_919,NA,0.92076
E27_188,NA,0.18756
E694_283,NA,0.28285
E98_373,NA,0.37312
E672_309,NA,0.30893
E824_583,NA,0.58375
E840_486,0.48646,NA
E504_879,NA,0.88064
E311_808,NA,0.80943
E509_408,NA,0.40822
E85_599,NA,0.5998
E290_159,0.15848,NA
E304_465,0.4654,NA
E712_955,NA,0.95687
E197_459,0.45938,NA
E370_269,NA,0.26881
E608_481,0.48144,NA
E593_751,0.75226,NA
E766_458,NA,0.45838
E970_607,NA,0.60782
E658_107,NA,0.10632
E96_718,NA,0.71916
E618_57,0.05617,NA
E267_774,NA,0.77533
E387_974,0.97593,NA
E564_220,0.21966,NA
E465_148,NA,0.14744
E800_841,NA,0.84253
E100_369,0.36911,NA
E54_154,NA,0.15346
E511_615,NA,0.61585
E164_3,NA,0.00201
E208_80,0.07924,NA
E704_227,NA,0.22668
E967_755,NA,0.75627
E537_631,NA,0.6319
E18_519,NA,0.51956
E900_359,NA,0.35908
E732_985,NA,0.98696
E871_153,NA,0.15246
E395_172,NA,0.17151
E875_456,NA,0.45637
E775_426,NA,0.42628
E11_986,NA,0.98796
E342_882,NA,0.88365
E915_761,NA,0.76229
E338_421,NA,0.42126
E975_647,NA,0.64794
E594_855,0.85657,NA
E182_111,NA,0.11033
E601_408,NA,0.40822
E414_649,0.64995,NA
E443_28,0.02708,NA
E199_589,0.58977,NA
E87_411,0.41123,NA
E885_850,NA,0.85155
E427_611,0.61184,NA
E910_591,NA,0.59178
E907_693,NA,0.69408
E598_339,NA,0.33902
E301_735,0.73621,NA
E289_200,NA,0.1996
E933_478,NA,0.47844
E780_612,NA,0.61284
E520_316,NA,0.31595
E802_274,NA,0.27382
E962_583,NA,0.58375
E391_801,0.80241,NA
E95_176,NA,0.17553
E436_764,NA,0.7653
E204_801,NA,0.80241
E710_119,NA,0.11836
E714_247,NA,0.24674
E175_553,NA,0.55366
E709_985,0.98696,NA
E139_955,0.95687,NA
E402_888,NA,0.88967
E920_802,NA,0.80341
E924_334,0.334,NA
E237_528,NA,0.52859
E530_43,NA,0.04213
E412_96,0.09529,NA
E286_640,NA,0.64092
E514_393,NA,0.39318
E180_669,0.67001,NA
E302_232,NA,0.2317
E148_605,0.60582,NA
E322_901,NA,0.90271
E16_940,NA,0.94183
E860_553,NA,0.55366
E28_820,NA,0.82146
E585_297,0.29689,NA
E697_117,NA,0.11635
E328_426,0.42628,NA
E699_554,0.55466,NA
E415_355,0.35507,NA
E999_260,NA,0.25978
E491_362,NA,0.36209
E716_945,NA,0.94684
E998_676,0.67703,NA
E416_927,NA,0.92879
E242_153,NA,0.15246
E738_121,0.12036,NA
E270_675,NA,0.67603
E334_606,0.60682,NA
E440_701,NA,0.70211
E282_350,NA,0.35005
E622_486,0.48646,NA
E29_897,0.8987,NA
E21_945,0.94684,NA
E976_16,NA,0.01505
E939_773,0.77432,NA
E810_850,NA,0.85155
E762_14,NA,0.01304
E803_194,0.19358,NA
E97_142,NA,0.14142
E5_766,NA,0.7673
E849_251,NA,0.25075
E898_986,NA,0.98796
E730_291,NA,0.29087
E99_791,NA,0.79238
E572_803,NA,0.80441
E251_211,NA,0.21063
E556_264,0.26379,NA
E812_408,0.40822,NA
E478_263,0.26279,NA
E486_332,0.332,NA
E369_476,0.47643,NA
E815_931,NA,0.9328
E316_804,0.80542,NA
E26_838,NA,0.83952
E187_133,NA,0.1324
E92_382,NA,0.38215
E134_123,NA,0.12237
E597_389,NA,0.38917
E698_627,0.62788,NA
E749_287,NA,0.28686
E94_64,NA,0.06319
E944_419,0.41926,NA
E170_140,0.13942,NA
E941_775,NA,0.77633
E899_254,0.25376,NA
E104_188,NA,0.18756
E410_730,NA,0.73119
E256_749,NA,0.75025
E283_602,NA,0.60281
E238_627,0.62788,NA
E568_987,0.98897,NA
E374_95,0.09428,NA
E882_668,NA,0.66901
E366_715,NA,0.71615
E796_307,0.30692,NA
E874_316,0.31595,NA
E822_206,NA,0.20562
E377_592,NA,0.59278
E991_680,NA,0.68104
E138_883,0.88465,NA
E236_795,NA,0.79639
E60_738,NA,0.73922
E320_404,NA,0.40421
E284_599,NA,0.5998
E42_403,NA,0.40321
E102_173,0.17252,NA
E663_759,NA,0.76028
E969_564,NA,0.56469
E34_166,NA,0.1655
E591_59,NA,0.05817
E688_739,0.74022,NA
E329_562,NA,0.56269
E373_210,NA,0.20963
E891_811,0.81244,NA
E680_677,NA,0.67803
E876_399,NA,0.3992
E475_896,NA,0.89769
E851_291,0.29087,NA
E56_960,NA,0.96189
E64_869,0.87061,NA
E724_841,0.84253,NA
E396_267,NA,0.2668
E501_801,NA,0.80241
E470_776,NA,0.77733
E220_141,NA,0.14042
E49_346,NA,0.34604
E142_114,NA,0.11334
E253_748,NA,0.74925
E432_234,NA,0.2337
E595_398,0.39819,NA
E285_812,NA,0.81344
E340_871,NA,0.87262
E151_273,NA,0.27282
E136_414,NA,0.41424
E20_776,NA,0.77733
E247_463,NA,0.46339
E637_883,NA,0.88465
E464_903,0.90471,NA
E715_210,NA,0.20963
E656_674,NA,0.67503
E294_682,0.68305,NA
E667_396,NA,0.39619
E865_902,NA,0.90371
E839_159,NA,0.15848
E372_542,0.54263,NA
E579_300,0.2999,NA
E178_224,NA,0.22367
E382_234,NA,0.2337
E577_440,NA,0.44032
E820_947,NA,0.94885
E683_759,0.76028,NA
E706_306,NA,0.30592
E844_338,0.33801,NA
E856_377,0.37713,NA
E953_536,NA,0.53661
E773_939,NA,0.94082
E272_599,NA,0.5998
E818_448,NA,0.44835
E361_26,NA,0.02508
E919_486,NA,0.48646
E39_870,NA,0.87161
E202_92,NA,0.09127
E684_512,0.51254,NA
E990_781,NA,0.78235
E777_27,NA,0.02608
E553_580,NA,0.58074
E494_87,0.08626,NA
E693_93,NA,0.09228
E713_573,NA,0.57372
E37_989,NA,0.99097
E461_37,NA,0.03611
E726_956,0.95787,NA
E108_69,NA,0.0682
E160_257,0.25677,NA
E702_823,NA,0.82447
E343_973,0.97492,NA
E785_736,0.73721,NA
E420_788,NA,0.78937
E955_132,NA,0.13139
E841_616,NA,0.61685
E198_376,0.37613,NA
E393_979,NA,0.98094
E804_119,0.11836,NA
E942_404,NA,0.40421
E958_524,NA,0.52457
E838_379,0.37914,NA
E65_755,NA,0.75627
E273_691,0.69208,NA
E129_125,0.12437,NA
E346_58,NA,0.05717
E363_767,NA,0.7683
E484_849,NA,0.85055
E887_597,0.59779,NA
E368_473,NA,0.47342
E917_197,NA,0.19659
E259_728,NA,0.72919
E319_247,NA,0.24674
E966_381,NA,0.38114
E734_76,0.07523,NA
E736_512,NA,0.51254
E711_812,NA,0.81344
E156_375,NA,0.37513
E850_836,NA,0.83751
E788_492,NA,0.49248
E413_297,0.29689,NA
E961_230,0.22969,NA
E559_542,NA,0.54263
E107_657,NA,0.65797
E794_909,0.91073,NA
E383_291,NA,0.29087
E78_931,0.9328,NA
E106_425,NA,0.42528
E152_167,NA,0.1665
E827_154,0.15346,NA
E269_574,NA,0.57472
E417_207,NA,0.20662
E846_926,NA,0.92778
E758_52,NA,0.05115
E943_253,NA,0.25276
E80_87,NA,0.08626
E214_923,NA,0.92477
E444_34,NA,0.0331
E765_294,NA,0.29388
E150_489,0.48947,NA
E388_987,NA,0.98897
E205_230,NA,0.22969
E248_144,NA,0.14343
E305_370,NA,0.37011
E68_562,NA,0.56269
E617_985,NA,0.98696
E181_72,0.07121,NA
E983_713,0.71414,NA
E760_927,0.92879,NA
E45_174,0.17352,NA
E792_980,0.98195,NA
E226_294,NA,0.29388
E4_481,0.48144,NA
E41_48,0.04714,NA
E2_852,NA,0.85356
E149_607,NA,0.60782
E825_341,0.34102,NA
E624_536,NA,0.53661
E243_98,NA,0.09729
E330_626,NA,0.62688
E241_884,0.88566,NA
E375_445,NA,0.44534
E957_984,NA,0.98596
E914_853,0.85456,NA
E263_499,NA,0.4995
E166_978,NA,0.97994
E583_143,NA,0.14243
E36_503,NA,0.50351
E135_84,NA,0.08325
E517_945,NA,0.94684
E460_323,0.32297,NA
E158_990,NA,0.99198
E632_721,NA,0.72217
E605_781,0.78235,NA
E862_196,NA,0.19559
E813_176,NA,0.17553
E500_24,0.02307,NA
E634_366,NA,0.3661
E759_282,NA,0.28185
E140_590,0.59077,NA
E539_76,0.07523,NA
E523_58,NA,0.05717
E954_846,NA,0.84754
E116_874,0.87563,NA
E364_790,0.79137,NA
E358_585,NA,0.58576
E756_547,NA,0.54764
E689_615,0.61585,NA
E79_155,NA,0.15446
E774_480,0.48044,NA
E947_395,0.39519,NA
E629_577,NA,0.57773
E133_301,NA,0.3009
E852_856,0.85757,NA
E534_600,0.6008,NA
E507_54,NA,0.05316
E206_757,NA,0.75827
E540_100,NA,0.0993
E895_944,NA,0.94584
E880_134,NA,0.1334
E750_953,NA,0.95486
E19_897,NA,0.8987
E84_466,0.4664,NA
E89_144,NA,0.14343
E66_202,NA,0.2016
E69_455,0.45537,NA
E137_717,0.71815,NA
E916_594,NA,0.59478
E217_664,NA,0.66499
E769_283,0.28285,NA
E603_907,NA,0.90873
E649_256,0.25577,NA
E565_304,NA,0.30391
E233_840,NA,0.84152
E448_441,0.44132,NA
E505_423,NA,0.42327
E903_312,0.31194,NA
E454_402,NA,0.40221
E339_623,0.62387,NA
E120_306,NA,0.30592
E959_812,NA,0.81344
E321_716,NA,0.71715
E599_823,NA,0.82447
E963_704,NA,0.70512
E384_795,0.79639,NA
E252_970,NA,0.97192
E53_952,NA,0.95386
E127_387,0.38716,NA
E480_431,0.43129,NA
E232_760,NA,0.76128
E438_248,0.24774,NA
E295_952,0.95386,NA
E567_265,NA,0.26479
E307_612,0.61284,NA
E725_245,NA,0.24473
E406_348,0.34804,NA
E719_642,NA,0.64293
E331_722,NA,0.72317
E723_332,NA,0.332
E616_362,0.36209,NA
E1_840,0.84152,NA
E752_856,NA,0.85757
E837_219,NA,0.21866
E469_1,NA,0.0
E831_54,NA,0.05316
E528_528,NA,0.52859
E821_156,NA,0.15547
E869_211,0.21063,NA
E72_767,0.7683,NA
E908_490,NA,0.49047
E570_385,NA,0.38516
E352_145,NA,0.14443
E886_985,NA,0.98696
E676_371,NA,0.37111
E728_734,0.73521,NA
E76_966,0.9679,NA
E483_230,0.22969,NA
E945_763,0.76429,NA
E131_532,0.5326,NA
E935_225,NA,0.22467
E753_239,0.23872,NA
E614_745,NA,0.74624
E631_389,0.38917,NA
E772_34,NA,0.0331
E219_234,NA,0.2337
E561_809,NA,0.81043
E467_163,0.16249,NA
E823_379,NA,0.37914
E452_112,NA,0.11133
E487_402,NA,0.40221
E755_666,NA,0.667
E405_437,NA,0.43731
E951_941,NA,0.94283
E109_742,0.74323,NA
E729_203,0.20261,NA
E735_129,0.12839,NA
E221_99,0.09829,NA
E123_520,NA,0.52056
E255_149,NA,0.14845
E472_778,NA,0.77934
E642_648,NA,0.64895
E627_279,NA,0.27884
E937_495,0.49549,NA
E337_881,0.88265,NA
E379_108,0.10732,NA
E905_423,0.42327,NA
E362_830,NA,0.83149
E43_203,0.20261,NA
E281_257,0.25677,NA
E673_381,0.38114,NA
E424_628,NA,0.62889
E274_779,NA,0.78034
E317_411,NA,0.41123
E518_890,NA,0.89168
E30_847,0.84855,NA
E654_870,0.87161,NA
E653_577,0.57773,NA
E542_14,0.01304,NA
E592_703,0.70411,NA
