	dim1	dim2	pt
E696_785	13.1946945	5.967196	0.98367
E36_168	-6.6620107	4.935275	0.20854
E307_500	-7.2774544	-14.761678	0.62563
E165_702	-11.425562	-21.619495	0.8794
E421_190	-7.7437234	6.6879544	0.23618
E890_180	-7.857287	6.5020947	0.22362
E338_108	-10.745113	11.380517	0.13317
E694_165	4.5436854	-1.6623539	0.20477
E317_84	-12.225239	9.736215	0.10302
E297_82	-14.012834	12.258751	0.1005
E564_740	-10.77527	-21.437237	0.92714
E441_235	4.1406145	-3.4099326	0.29271
E467_332	13.447117	8.439954	0.41457
E372_773	-10.025231	-19.7393	0.96859
E320_9	-16.018606	11.78333	0.00879
E657_755	-11.362663	-21.267141	0.94598
E644_519	-4.0891027	-10.483397	0.6495
E856_605	12.4818735	6.3940573	0.75754
E779_654	-10.964176	-21.2721	0.8191
E673_148	-6.3234425	5.6167097	0.18342
E235_538	16.67421	3.91379	0.67337
E293_670	9.532945	5.7140183	0.8392
E314_116	-9.336936	7.414954	0.14322
E700_104	-13.998613	11.327216	0.12814
E437_553	13.008294	8.514601	0.69221
E30_574	-8.272918	-16.09276	0.71859
E398_592	11.891809	4.9519	0.74121
E38_170	4.0556693	-1.7806748	0.21106
E771_505	-3.073388	-10.37447	0.63191
E556_240	5.073666	-1.9588888	0.29899
E46_298	4.7854524	-0.4449445	0.37186
E999_357	-0.85166425	-3.2700734	0.44598
E653_448	17.781437	4.297358	0.5603
E600_74	-11.659241	11.627972	0.09045
E660_599	13.18338	5.0531564	0.75
E45_543	-7.694716	-14.773127	0.67965
E219_600	12.893718	3.1261315	0.75126
E731_691	10.998165	3.7603378	0.86558
E636_298	8.7655	3.4580607	0.37186
E679_182	-7.5761476	7.9677777	0.22613
E324_72	-15.167205	12.106911	0.08794
E576_342	11.072985	2.146128	0.42714
E213_27	-12.655496	11.908565	0.03141
E905_398	12.452496	1.5717099	0.49749
E489_668	-8.738254	-16.842688	0.83668
E830_341	1.0253309	-5.1598525	0.42588
E814_529	14.240324	4.142368	0.66206
E414_752	15.17033	3.5005815	0.94221
E822_128	-13.703279	11.140436	0.15829
E745_405	15.859835	2.5904706	0.50628
E750_790	-11.495094	-20.934366	0.98995
E717_409	0.26399595	-2.297792	0.51131
E708_735	-10.384862	-19.490227	0.92085
E122_454	13.125436	8.244491	0.56784
E531_209	-5.915866	6.420785	0.26005
E935_670	-9.0573435	-17.018398	0.8392
E507_478	11.338127	8.359715	0.59799
E388_165	-5.907732	6.0888705	0.20477
E140_730	12.486899	7.0293345	0.91457
E608_574	15.995156	4.423546	0.71859
E792_205	-5.829237	5.4305434	0.25503
E620_74	-12.870948	11.049922	0.09045
E310_792	-11.319386	-21.693733	0.99246
E490_660	11.5328045	7.4066296	0.82663
E550_95	-12.860728	9.978945	0.11683
E921_8	-15.987669	12.807302	0.00754
E54_446	-2.6218388	-9.297336	0.55779
E159_658	-10.370892	-20.141489	0.82412
E521_708	-10.384087	-19.889874	0.88693
E557_729	13.997245	5.9865565	0.91332
E756_433	10.066567	1.2143443	0.54146
E133_72	-11.3564825	10.800864	0.08794
E518_655	10.60119	6.551335	0.82035
E87_367	9.944665	0.92481476	0.45854
E81_518	-5.454385	-12.692927	0.64824
E529_67	-13.619235	11.464431	0.08166
E709_349	-3.2627442	-10.2517	0.43593
E878_198	2.0407667	-1.0545961	0.24623
E287_290	-1.0662925	-7.0958447	0.36181
E584_299	2.196767	-2.2111905	0.37312
E512_579	-6.5946903	-15.768743	0.72487
E958_81	-7.8143682	8.412407	0.09925
E622_635	-8.799269	-18.468767	0.79523
E849_64	-12.899928	9.145867	0.07789
E147_775	-11.8724785	-21.36156	0.97111
E105_377	-2.426663	-8.3346	0.47111
E996_531	-5.404967	-12.572916	0.66457
