,cl
E0,2
E1,0
E2,2
E3,1
E4,2
E5,0
E6,1
E7,1
E8,2
E9,2
E10,0
E11,1
E12,0
E13,0
E14,1
E15,0
E16,0
E17,0
E18,2
E19,2
E20,0
E21,0
E22,0
E23,1
E24,2
E25,0
E26,0
E27,2
E28,0
E29,1
E30,1
E31,1
E32,2
E33,1
E34,2
E35,2
E36,0
E37,0
E38,1
E39,0
E40,0
E41,2
E42,1
E43,1
E44,0
E45,0
E46,2
E47,0
E48,2
E49,1
E50,2
E51,2
E52,0
E53,2
E54,2
E55,2
E56,1
E57,0
E58,1
E59,2
E60,0
E61,1
E62,0
E63,2
E64,0
E65,0
E66,2
E67,1
E68,2
E69,2
E70,0
E71,1
E72,1
E73,1
E74,0
E75,1
E76,0
E77,2
E78,1
E79,1
E80,1
E81,0
E82,0
E83,1
E84,2
E85,2
E86,1
E87,2
E88,1
E89,2
E90,1
E91,1
E92,1
E93,0
E94,2
E95,0
E96,0
E97,1
E98,0
E99,1
E100,2
E101,2
E102,2
E103,2
E104,1
E105,1
E106,0
E107,1
E108,0
E109,0
E110,2
E111,2
E112,0
E113,2
E114,1
E115,1
E116,0
E117,0
E118,0
E119,1
E120,0
E121,1
E122,2
E123,0
E124,1
E125,0
E126,0
E127,2
E128,0
E129,2
E130,0
E131,0
E132,1
E133,2
E134,2
E135,1
E136,1
E137,1
E138,1
E139,2
E140,1
E141,0
E142,0
E143,1
E144,0
E145,1
E146,2
E147,1
E148,0
E149,0
E150,2
E151,1
E152,2
E153,0
E154,1
E155,1
E156,0
E157,1
E158,1
E159,1
E160,2
E161,1
E162,1
E163,1
E164,2
E165,1
E166,2
E167,1
E168,2
E169,0
E170,2
E171,0
E172,2
E173,0
E174,1
E175,2
E176,1
E177,1
E178,0
E179,0
E180,0
E181,1
E182,1
E183,1
E184,2
E185,2
E186,2
E187,2
E188,2
E189,0
E190,2
E191,0
E192,2
E193,1
E194,0
E195,0
E196,1
E197,1
E198,2
E199,0
E200,1
E201,2
E202,0
E203,0
E204,1
E205,0
E206,2
E207,2
E208,2
E209,0
E210,2
E211,1
E212,0
E213,0
E214,0
E215,2
E216,0
E217,1
E218,0
E219,1
E220,0
E221,1
E222,0
E223,2
E224,1
E225,2
E226,2
E227,1
E228,0
E229,2
E230,2
E231,1
E232,1
E233,2
E234,2
E235,2
E236,0
E237,0
E238,1
E239,0
E240,1
E241,0
E242,1
E243,1
E244,0
E245,2
E246,1
E247,2
E248,1
E249,2
E250,2
E251,0
E252,0
E253,1
E254,2
E255,2
E256,2
E257,1
E258,1
E259,1
E260,0
E261,2
E262,0
E263,0
E264,2
E265,2
E266,2
E267,0
E268,2
E269,0
E270,2
E271,2
E272,0
E273,0
E274,2
E275,1
E276,1
E277,1
E278,2
E279,0
E280,1
E281,1
E282,1
E283,2
E284,0
E285,1
E286,0
E287,0
E288,0
E289,2
E290,2
E291,2
E292,1
E293,0
E294,2
E295,0
E296,0
E297,0
E298,2
E299,0
E300,2
E301,1
E302,1
E303,0
E304,1
E305,2
E306,2
E307,2
E308,1
E309,0
E310,1
E311,0
E312,2
E313,2
E314,1
E315,1
E316,0
E317,2
E318,1
E319,0
E320,0
E321,2
E322,2
E323,1
E324,2
E325,2
E326,1
E327,2
E328,0
E329,0
E330,1
E331,2
E332,2
E333,1
E334,2
E335,1
E336,0
E337,2
E338,2
E339,2
E340,2
E341,0
E342,2
E343,0
E344,2
E345,2
E346,2
E347,0
E348,0
E349,1
E350,2
E351,1
E352,2
E353,0
E354,2
E355,1
E356,1
E357,1
E358,2
E359,2
E360,1
E361,1
E362,1
E363,1
E364,0
E365,0
E366,1
E367,2
E368,0
E369,1
E370,2
E371,1
E372,2
E373,1
E374,0
E375,0
E376,0
E377,0
E378,1
E379,2
E380,2
E381,0
E382,0
E383,1
E384,1
E385,0
E386,1
E387,2
E388,2
E389,2
E390,2
E391,1
E392,1
E393,1
E394,2
E395,0
E396,2
E397,1
E398,2
E399,0
E400,1
E401,1
E402,1
E403,2
E404,2
E405,2
E406,1
E407,2
E408,1
E409,0
E410,1
E411,2
E412,2
E413,1
E414,1
E415,0
E416,0
E417,1
E418,1
E419,0
E420,2
E421,1
E422,2
E423,1
E424,1
E425,1
E426,0
E427,1
E428,0
E429,0
E430,2
E431,2
E432,0
E433,2
E434,2
E435,0
E436,2
E437,2
E438,0
E439,1
E440,2
E441,1
E442,0
E443,0
E444,0
E445,0
E446,1
E447,2
E448,0
E449,2
E450,0
E451,2
E452,2
E453,2
E454,1
E455,0
E456,0
E457,2
E458,0
E459,1
E460,2
E461,1
E462,0
E463,1
E464,0
E465,0
E466,2
E467,1
E468,2
E469,2
E470,1
E471,0
E472,1
E473,0
E474,2
E475,2
E476,1
E477,2
E478,2
E479,0
E480,1
E481,2
E482,1
E483,2
E484,1
E485,1
E486,0
E487,1
E488,0
E489,1
E490,2
E491,0
E492,2
E493,0
E494,1
E495,0
E496,2
E497,2
E498,0
E499,2
E500,2
E501,1
E502,0
E503,0
E504,2
E505,0
E506,2
E507,2
E508,0
E509,0
E510,1
E511,2
E512,2
E513,0
E514,0
E515,0
E516,2
E517,0
E518,2
E519,1
E520,1
E521,1
E522,2
E523,1
E524,2
E525,2
E526,0
E527,1
E528,1
E529,1
E530,1
E531,0
E532,0
E533,0
E534,1
E535,0
E536,1
E537,2
E538,0
E539,1
E540,1
E541,2
E542,0
E543,0
E544,2
E545,2
E546,0
E547,0
E548,0
E549,2
E550,1
E551,2
E552,1
E553,2
E554,0
E555,2
E556,0
E557,2
E558,1
E559,2
E560,0
E561,1
E562,2
E563,1
E564,2
E565,0
E566,2
E567,1
E568,2
E569,2
E570,0
E571,2
E572,1
E573,1
E574,1
E575,1
E576,1
E577,1
E578,2
E579,2
E580,1
E581,1
E582,0
E583,2
E584,0
E585,0
E586,1
E587,2
E588,1
E589,1
E590,2
E591,1
E592,2
E593,0
E594,1
E595,0
E596,1
E597,2
E598,1
E599,1
E600,0
E601,1
E602,2
E603,0
E604,0
E605,0
E606,0
E607,1
E608,2
E609,2
E610,1
