,PseudoTime1,PseudoTime2
E99_280,0.35094,NA
E705_55,NA,0.06792
E165_305,NA,0.38239
E459_477,NA,0.59874
E951_609,0.76478,NA
E186_614,NA,0.77107
E668_308,0.38616,NA
E899_747,0.93836,NA
E122_74,0.09182,NA
E986_688,NA,0.86415
E322_98,0.12201,NA
E573_630,0.79119,NA
E969_453,0.56855,NA
E408_587,NA,0.73711
E945_481,0.60377,NA
E516_238,0.29811,NA
E154_449,0.56352,NA
E60_180,NA,0.22516
E912_232,0.29057,NA
E762_552,0.69308,NA
E724_508,0.63774,NA
E585_746,NA,0.93711
E163_210,0.26289,NA
E33_316,0.39623,NA
E807_51,NA,0.06289
E935_439,NA,0.55094
E782_341,0.42767,NA
E21_72,0.08931,NA
E101_74,0.09182,NA
E26_431,NA,0.54088
E337_679,0.85283,NA
E445_546,0.68553,NA
E826_566,NA,0.71069
E806_150,0.18742,NA
E236_406,NA,0.50943
E265_794,0.99748,NA
E656_770,0.9673,NA
E529_517,NA,0.64906
E576_692,0.86918,NA
E504_307,0.38491,NA
E616_17,NA,0.02013
E711_772,0.96981,NA
E917_16,0.01887,NA
E345_98,NA,0.12201
E744_648,0.81384,NA
E502_506,NA,0.63522
E437_778,0.97736,NA
E914_583,0.73208,NA
E831_142,0.17736,NA
E158_280,0.35094,NA
E560_775,NA,0.97358
E607_305,NA,0.38239
E892_370,NA,0.46415
E237_659,NA,0.82767
E678_722,NA,0.90692
E300_183,0.22893,NA
E579_786,0.98742,NA
E898_329,0.41258,NA
E140_274,0.3434,NA
E922_299,0.37484,NA
E138_598,0.75094,NA
E567_313,NA,0.39245
E596_316,0.39623,NA
E468_670,0.84151,NA
E292_648,0.81384,NA
E251_50,NA,0.06164
E955_307,0.38491,NA
E674_39,0.0478,NA
E219_29,0.03522,NA
E93_197,0.24654,NA
E541_439,NA,0.55094
E965_609,0.76478,NA
E40_477,0.59874,NA
E306_605,NA,0.75975
E260_463,0.58113,NA
E761_255,NA,0.3195
E936_386,0.48428,NA
E686_522,0.65535,NA
E577_597,NA,0.74969
E999_576,NA,0.72327
E527_444,0.55723,NA
E208_380,0.47673,NA
E29_295,0.36981,NA
E571_790,NA,0.99245
E878_660,0.82893,NA
E119_227,NA,0.28428
E714_317,0.39748,NA
E961_531,0.66667,NA
E484_108,NA,0.13459
E227_637,0.8,NA
E91_521,0.65409,NA
E758_82,NA,0.10189
E860_632,0.79371,NA
E772_249,0.31195,NA
E925_739,NA,0.9283
E148_135,0.16855,NA
E843_694,0.8717,NA
E489_467,NA,0.58616
E811_280,NA,0.35094
E70_85,NA,0.10566
E603_520,0.65283,NA
E147_603,NA,0.75723
E54_175,NA,0.21887
E4_436,NA,0.54717
E791_725,0.91069,NA
E211_322,NA,0.40377
E24_636,0.79874,NA
E880_438,NA,0.54969
E654_625,NA,0.78491
E477_81,NA,0.10063
E774_354,0.44403,NA
E972_38,NA,0.04654
E340_422,NA,0.52956
E829_30,NA,0.03648
E817_120,NA,0.14969
E423_245,0.30692,NA
E523_284,NA,0.35597
E486_541,0.67925,NA
E604_13,NA,0.01509
E395_700,0.87925,NA
E552_741,0.93082,NA
E825_363,NA,0.45535
E592_451,0.56604,NA
E274_224,NA,0.2805
E842_347,0.43522,NA
E381_316,0.39623,NA
E420_712,0.89434,NA
E862_476,NA,0.59748
E515_561,0.7044,NA
E299_170,NA,0.21258
E55_175,NA,0.21887
E31_97,NA,0.12075
E5_200,0.25031,NA
E662_373,0.46792,NA
E998_212,NA,0.26541
E896_256,0.32075,NA
E964_180,NA,0.22516
E501_383,NA,0.4805
E675_17,NA,0.02013
E329_319,NA,0.4
E71_636,NA,0.79874
E46_735,0.92327,NA
E681_605,0.75975,NA
E756_175,0.21887,NA
E916_670,NA,0.84151
E750_703,NA,0.88302
E954_151,0.18868,NA
E398_749,0.94088,NA
E494_206,0.25786,NA
E216_630,0.79119,NA
E805_178,0.22264,NA
E992_152,0.18994,NA
E221_207,NA,0.25912
E565_181,NA,0.22642
E439_33,0.04025,NA
E810_467,0.58616,NA
E994_38,0.04654,NA
E645_786,0.98742,NA
E35_378,NA,0.47421
E471_358,NA,0.44906
E752_596,0.74843,NA
E599_267,NA,0.33459
E613_524,NA,0.65786
E267_404,0.50692,NA
E753_591,NA,0.74214
E665_783,NA,0.98365
E361_125,0.15597,NA
E780_217,NA,0.2717
E676_278,0.34843,NA
E950_385,NA,0.48302
E97_196,0.24528,NA
E493_410,0.51447,NA
E988_113,NA,0.14088
E872_755,NA,0.94843
E979_41,NA,0.05031
E526_492,NA,0.61761
E545_375,NA,0.47044
E133_668,0.83899,NA
E365_368,NA,0.46164
E947_630,NA,0.79119
E364_504,0.6327,NA
E956_374,NA,0.46918
E173_128,0.15975,NA
E65_685,0.86038,NA
E370_172,NA,0.21509
E316_306,NA,0.38365
E941_639,NA,0.80252
E788_61,0.07547,NA
E109_366,0.45912,NA
E987_521,0.65409,NA
E644_498,NA,0.62516
E874_516,0.6478,NA
E615_732,NA,0.9195
E637_357,NA,0.4478
E432_32,0.03899,NA
E297_565,0.70943,NA
E928_524,NA,0.65786
E451_428,NA,0.53711
E123_325,NA,0.40755
E384_609,NA,0.76478
E326_758,0.9522,NA
E897_640,0.80377,NA
E137_90,NA,0.11195
E601_16,0.01887,NA
E444_368,NA,0.46164
E32_582,NA,0.73082
E354_66,0.08176,NA
E745_411,0.51572,NA
E627_572,NA,0.71824
E130_189,NA,0.23648
E465_289,0.36226,NA
E315_246,NA,0.30818
E680_775,NA,0.97358
E289_602,0.75597,NA
E150_70,0.08679,NA
E618_354,0.44403,NA
E824_788,NA,0.98994
E834_73,0.09057,NA
E212_769,NA,0.96604
E44_673,NA,0.84528
E332_224,0.2805,NA
E858_103,NA,0.1283
E877_690,0.86667,NA
E214_56,NA,0.06918
E978_439,NA,0.55094
E388_608,NA,0.76352
E144_596,NA,0.74843
E253_182,NA,0.22767
E868_739,0.9283,NA
E95_210,NA,0.26289
E857_65,NA,0.0805
E92_707,0.88805,NA
E290_743,NA,0.93333
E610_562,0.70566,NA
E419_695,0.87296,NA
E854_795,NA,0.99874
E958_644,NA,0.80881
E457_359,NA,0.45031
E427_379,0.47547,NA
E385_2,NA,0.00126
E23_85,NA,0.10566
E283_513,NA,0.64403
E240_588,NA,0.73836
E127_436,NA,0.54717
E464_655,0.82264,NA
E452_340,0.42642,NA
E983_221,NA,0.27673
E210_42,0.05157,NA
E946_288,NA,0.36101
E907_34,0.04151,NA
E36_762,NA,0.95723
E291_444,0.55723,NA
E195_120,0.14969,NA
E83_253,0.31698,NA
E728_23,NA,0.02767
E491_183,NA,0.22893
E401_555,0.69686,NA
E684_692,0.86918,NA
E386_54,NA,0.06667
E105_496,NA,0.62264
E751_174,NA,0.21761
E153_788,0.98994,NA
E856_532,0.66792,NA
E323_550,NA,0.69057
E920_613,NA,0.76981
E783_395,0.4956,NA
E621_656,0.8239,NA
E910_620,NA,0.77862
E233_199,0.24906,NA
E355_114,0.14214,NA
E534_692,NA,0.86918
E635_497,NA,0.6239
E710_403,NA,0.50566
E940_435,NA,0.54591
E522_584,NA,0.73333
E564_287,NA,0.35975
E309_770,0.9673,NA
E671_524,NA,0.65786
E317_329,0.41258,NA
E885_747,0.93836,NA
E967_654,0.82138,NA
E517_479,0.60126,NA
E835_163,0.20377,NA
E841_38,NA,0.04654
E411_313,NA,0.39245
E740_539,0.67673,NA
E723_394,0.49434,NA
E578_21,NA,0.02516
E779_421,NA,0.5283
E174_75,0.09308,NA
E469_142,0.17736,NA
E792_107,NA,0.13333
E56_473,0.59371,NA
E250_705,NA,0.88553
E183_488,0.61258,NA
E760_182,NA,0.22767
E135_369,NA,0.46289
E719_603,NA,0.75723
E121_650,0.81635,NA
E319_733,0.92075,NA
E146_543,NA,0.68176
E971_104,NA,0.12956
E346_76,NA,0.09434
E514_9,NA,0.01006
E519_697,NA,0.87547
E976_98,NA,0.12201
E520_767,0.96352,NA
E506_26,NA,0.03145
E682_591,0.74214,NA
E218_94,0.11698,NA
E846_783,0.98365,NA
E819_160,NA,0.2
E664_352,NA,0.44151
E695_294,NA,0.36855
E103_296,NA,0.37107
E478_52,NA,0.06415
E2_611,0.7673,NA
E405_487,0.61132,NA
E963_377,0.47296,NA
E855_265,0.33208,NA
E777_584,NA,0.73333
E741_733,0.92075,NA
E911_658,0.82642,NA
E692_388,0.48679,NA
E447_651,0.81761,NA
E763_534,NA,0.67044
E785_796,1.0,NA
E814_738,0.92704,NA
E134_39,0.0478,NA
E57_446,0.55975,NA
E716_617,0.77484,NA
E512_485,NA,0.60881
E114_70,NA,0.08679
E162_759,NA,0.95346
E248_100,NA,0.12453
E688_541,NA,0.67925
E255_497,0.6239,NA
E638_673,NA,0.84528
E889_559,NA,0.70189
E670_638,0.80126,NA
E496_72,NA,0.08931
E908_610,NA,0.76604
E589_262,0.3283,NA
E485_397,NA,0.49811
E302_239,NA,0.29937
E14_689,NA,0.86541
E298_47,0.05786,NA
E259_245,0.30692,NA
E796_342,NA,0.42893
E100_793,0.99623,NA
E104_412,0.51698,NA
E178_20,0.0239,NA
E658_232,0.29057,NA
E949_329,NA,0.41258
E673_783,NA,0.98365
E804_547,0.68679,NA
E743_694,NA,0.8717
E968_156,0.19497,NA
E655_203,NA,0.25409
E206_173,0.21635,NA
E116_74,0.09182,NA
E619_180,NA,0.22516
E394_632,0.79371,NA
E373_10,0.01132,NA
E256_505,0.63396,NA
E895_645,NA,0.81006
E412_709,0.89057,NA
E904_579,0.72704,NA
E623_157,NA,0.19623
E893_790,NA,0.99245
E7_230,0.28805,NA
E481_3,NA,0.00252
E966_164,0.20503,NA
E583_791,0.99371,NA
E773_790,0.99245,NA
E643_668,NA,0.83899
E942_24,NA,0.02893
E875_514,0.64528,NA
E120_692,NA,0.86918
E622_560,NA,0.70314
E696_305,0.38239,NA
E399_572,0.71824,NA
E169_678,NA,0.85157
E128_699,0.87799,NA
E639_443,NA,0.55597
E636_3,0.00252,NA
E848_28,NA,0.03396
E926_202,0.25283,NA
E177_418,NA,0.52453
E338_610,NA,0.76604
E382_777,NA,0.9761
E108_584,0.73333,NA
E869_706,NA,0.88679
E821_551,NA,0.69182
E543_319,NA,0.4
E136_623,0.78239,NA
E539_773,NA,0.97107
E247_553,0.69434,NA
E813_735,0.92327,NA
E653_624,0.78365,NA
E641_500,0.62767,NA
E440_369,0.46289,NA
E823_794,0.99748,NA
E62_459,NA,0.5761
E866_105,NA,0.13082
E808_220,0.27547,NA
E566_725,0.91069,NA
E980_540,0.67799,NA
E833_640,NA,0.80377
E591_679,0.85283,NA
E61_717,0.90063,NA
E285_7,0.00755,NA
E816_533,NA,0.66918
E11_624,0.78365,NA
E13_519,0.65157,NA
E327_76,0.09434,NA
E407_458,NA,0.57484
E612_360,NA,0.45157
E547_600,NA,0.75346
E996_89,NA,0.11069
E379_466,NA,0.58491
E224_703,0.88302,NA
E537_355,0.44528,NA
E205_781,0.98113,NA
E513_714,0.89686,NA
E490_47,0.05786,NA
E126_180,0.22516,NA
E890_74,0.09182,NA
E995_610,NA,0.76604
E241_34,0.04151,NA
E453_47,0.05786,NA
E747_311,NA,0.38994
E704_768,NA,0.96478
E279_473,0.59371,NA
E43_393,NA,0.49308
E794_407,NA,0.51069
E406_438,NA,0.54969
E847_145,NA,0.18113
E924_153,NA,0.19119
E284_213,0.26667,NA
E933_323,NA,0.40503
E223_597,NA,0.74969
E249_88,0.10943,NA
E689_652,NA,0.81887
E853_386,NA,0.48428
E939_430,0.53962,NA
E597_317,0.39748,NA
E499_509,NA,0.63899
E661_729,0.91572,NA
E755_753,NA,0.94591
E735_237,0.29686,NA
E929_329,NA,0.41258
E80_610,0.76604,NA
E243_63,0.07799,NA
E845_67,0.08302,NA
E683_37,NA,0.04528
E795_563,0.70692,NA
E82_741,NA,0.93082
E281_536,0.67296,NA
E495_546,0.68553,NA
E374_469,NA,0.58868
E397_270,NA,0.33836
E377_10,0.01132,NA
E362_661,NA,0.83019
E507_343,0.43019,NA
E558_56,NA,0.06918
E923_255,0.3195,NA
E228_168,NA,0.21006
E707_130,0.16226,NA
E422_11,NA,0.01258
E790_29,NA,0.03522
E48_777,NA,0.9761
E631_693,NA,0.87044
E3_695,0.87296,NA
E106_442,NA,0.55472
