,PseudoTime1,PseudoTime2
E60_781,NA,0.97867
E83_17,0.02008,NA
E62_440,NA,0.55082
E110_63,NA,0.07779
E866_133,NA,0.16562
E613_646,0.80928,NA
E49_260,NA,0.32497
E306_623,NA,0.78043
E381_773,0.96863,NA
E580_723,NA,0.9059
E705_487,NA,0.60979
E656_689,0.86324,NA
E582_627,0.78545,NA
E685_461,NA,0.57716
E688_268,0.33501,NA
E429_513,0.64241,NA
E379_319,NA,0.399
E315_246,0.3074,NA
E806_321,NA,0.40151
E652_222,NA,0.27729
E671_626,0.78419,NA
E61_309,NA,0.38645
E425_636,0.79674,NA
E170_596,0.74655,NA
E284_576,NA,0.72146
E41_760,0.95232,NA
E144_749,0.93852,NA
E174_20,NA,0.02384
E747_709,0.88833,NA
E775_57,NA,0.07026
E570_787,0.9862,NA
E292_60,0.07403,NA
E672_353,NA,0.44166
E979_460,NA,0.57591
E79_71,0.08783,NA
E362_254,NA,0.31744
E719_644,0.80678,NA
E609_599,0.75031,NA
E260_730,NA,0.91468
E607_94,NA,0.11669
E91_263,NA,0.32873
E709_206,NA,0.25721
E832_749,0.93852,NA
E326_73,0.09034,NA
E460_504,NA,0.63112
E893_774,0.96989,NA
E749_361,NA,0.45169
E325_708,0.88708,NA
E393_562,NA,0.70389
E572_371,NA,0.46424
E820_155,NA,0.19322
E192_160,NA,0.1995
E347_15,0.01757,NA
E546_731,NA,0.91593
E850_297,0.37139,NA
E584_97,0.12045,NA
E976_127,0.15809,NA
E647_7,NA,0.00753
E81_315,NA,0.39398
E23_284,0.35508,NA
E758_156,0.19448,NA
E548_512,0.64115,NA
E813_134,0.16688,NA
E212_453,NA,0.56713
E422_81,NA,0.10038
E725_573,0.71769,NA
E556_55,0.06775,NA
E634_614,0.76913,NA
E317_521,NA,0.65245
E266_404,NA,0.50565
E865_221,0.27604,NA
E295_292,0.36512,NA
E519_450,NA,0.56336
E179_500,NA,0.6261
E221_405,0.5069,NA
E307_358,NA,0.44793
E318_732,NA,0.91719
E366_118,NA,0.1468
E182_31,NA,0.03764
E285_147,NA,0.18319
E380_3,0.00251,NA
E853_281,0.35132,NA
E697_787,0.9862,NA
E959_316,NA,0.39523
E419_296,0.37014,NA
E382_274,0.34253,NA
E918_274,0.34253,NA
E332_338,0.42284,NA
E405_652,NA,0.81681
E51_439,NA,0.54956
E712_419,0.52447,NA
E0_296,0.37014,NA
E977_436,0.5458,NA
E576_102,0.12673,NA
E157_460,0.57591,NA
E213_437,0.54705,NA
E777_795,0.99624,NA
E608_553,NA,0.6926
E948_563,NA,0.70514
E434_670,0.8394,NA
E528_791,0.99122,NA
E364_17,NA,0.02008
E208_740,NA,0.92723
E113_723,NA,0.9059
E887_656,NA,0.82183
E796_241,0.30113,NA
E92_695,0.87077,NA
E795_437,0.54705,NA
E481_552,0.69134,NA
E39_728,NA,0.91217
E85_643,0.80552,NA
E34_239,NA,0.29862
E943_506,NA,0.63363
E251_507,NA,0.63488
E163_738,0.92472,NA
E591_372,NA,0.4655
E7_238,NA,0.29737
E42_608,0.76161,NA
E258_73,0.09034,NA
E130_781,NA,0.97867
E303_420,0.52572,NA
E433_428,0.53576,NA
E680_650,0.8143,NA
E12_398,0.49812,NA
E498_89,NA,0.11041
E622_100,NA,0.12422
E713_656,NA,0.82183
E969_503,0.62986,NA
E46_786,0.98494,NA
E602_53,0.06524,NA
E70_466,0.58344,NA
E683_386,NA,0.48306
E938_633,NA,0.79297
E803_769,NA,0.96361
E146_173,0.21581,NA
E540_87,0.1079,NA
E757_614,0.76913,NA
E271_161,0.20075,NA
E116_478,0.59849,NA
E501_116,NA,0.14429
E941_590,NA,0.73902
E585_424,0.53074,NA
E703_482,NA,0.60351
E300_132,NA,0.16437
E232_182,NA,0.2271
E114_47,0.05772,NA
E383_35,NA,0.04266
E31_135,0.16813,NA
E76_203,0.25345,NA
E514_327,0.40903,NA
E97_415,0.51945,NA
E825_186,NA,0.23212
E308_763,NA,0.95609
E724_11,NA,0.01255
E290_96,NA,0.1192
E126_521,0.65245,NA
E310_781,0.97867,NA
E64_587,NA,0.73526
E188_42,NA,0.05144
E128_570,NA,0.71393
E150_466,0.58344,NA
E661_285,0.35634,NA
E631_134,NA,0.16688
E252_408,0.51066,NA
E27_787,NA,0.9862
E743_633,0.79297,NA
E593_625,0.78294,NA
E557_694,0.86951,NA
E648_789,NA,0.98871
E353_199,0.24843,NA
E956_738,NA,0.92472
E636_91,NA,0.11292
E621_5,0.00502,NA
E857_382,0.47804,NA
E564_433,0.54203,NA
E836_255,0.3187,NA
E595_221,NA,0.27604
E842_699,0.87578,NA
E44_550,NA,0.68883
E539_149,NA,0.1857
E911_526,NA,0.65872
E289_95,NA,0.11794
E255_533,0.6675,NA
E314_676,0.84693,NA
E153_229,NA,0.28607
E765_651,0.81556,NA
E454_589,NA,0.73777
E993_478,NA,0.59849
E833_712,NA,0.8921
E10_684,0.85696,NA
E119_39,NA,0.04768
E323_700,NA,0.87704
E374_576,0.72146,NA
E942_415,0.51945,NA
E844_308,NA,0.38519
E193_151,0.18821,NA
E184_10,NA,0.01129
E226_376,0.47051,NA
E466_154,NA,0.19197
E72_85,0.1054,NA
E294_25,0.03011,NA
E98_589,NA,0.73777
E424_303,NA,0.37892
E2_52,NA,0.06399
E691_61,NA,0.07528
E86_162,0.20201,NA
E449_732,NA,0.91719
E823_73,0.09034,NA
E207_435,0.54454,NA
E337_6,NA,0.00627
E156_30,NA,0.03639
E653_628,0.7867,NA
E186_412,0.51568,NA
E485_445,0.55709,NA
E358_629,0.78795,NA
E552_492,0.61606,NA
E770_409,0.51192,NA
E744_300,NA,0.37516
E474_34,0.04141,NA
E933_6,NA,0.00627
E198_680,NA,0.85194
E538_70,NA,0.08657
E737_191,0.23839,NA
E320_29,NA,0.03513
E549_723,0.9059,NA
E84_441,0.55207,NA
E115_672,0.84191,NA
E94_503,NA,0.62986
E660_129,NA,0.1606
E597_182,NA,0.2271
E390_752,NA,0.94228
E239_320,0.40025,NA
E810_728,0.91217,NA
E483_706,NA,0.88457
E547_480,0.601,NA
E637_353,NA,0.44166
E256_539,NA,0.67503
E40_357,0.44668,NA
E288_10,NA,0.01129
E346_666,0.83438,NA
E555_8,0.00878,NA
E169_706,NA,0.88457
E914_642,NA,0.80427
E966_768,0.96236,NA
E605_581,0.72773,NA
E588_418,NA,0.52321
E659_144,NA,0.17942
E554_131,0.16311,NA
E786_775,NA,0.97114
E450_729,NA,0.91343
E438_203,0.25345,NA
E413_677,NA,0.84818
E394_656,0.82183,NA
E352_755,NA,0.94605
E935_217,NA,0.27102
E505_689,0.86324,NA
E646_760,0.95232,NA
E336_46,NA,0.05646
E543_146,NA,0.18193
E698_37,NA,0.04517
E952_268,0.33501,NA
E482_771,0.96612,NA
E334_292,NA,0.36512
E894_690,0.86449,NA
E926_393,0.49184,NA
E33_692,0.867,NA
E473_621,NA,0.77792
E907_128,NA,0.15935
E520_541,0.67754,NA
E298_500,0.6261,NA
E776_41,0.05019,NA
E536_525,NA,0.65747
E463_416,0.5207,NA
E704_552,0.69134,NA
E461_791,NA,0.99122
E141_389,NA,0.48683
E929_110,NA,0.13676
E154_17,NA,0.02008
E544_532,NA,0.66625
E511_56,NA,0.06901
E277_167,0.20828,NA
E71_253,0.31619,NA
E583_669,0.83814,NA
E746_86,0.10665,NA
E444_390,NA,0.48808
E297_425,0.53199,NA
E530_70,NA,0.08657
E748_251,NA,0.31368
E651_730,NA,0.91468
E330_363,NA,0.4542
E282_551,0.69009,NA
E378_259,NA,0.32371
E695_4,0.00376,NA
E19_136,NA,0.16939
E18_700,0.87704,NA
E678_7,NA,0.00753
E533_450,0.56336,NA
E109_80,NA,0.09912
E900_677,NA,0.84818
E846_116,NA,0.14429
E164_678,NA,0.84944
E389_269,0.33626,NA
E905_285,0.35634,NA
E435_486,0.60853,NA
E684_793,NA,0.99373
E149_34,0.04141,NA
E268_497,0.62233,NA
E13_148,0.18444,NA
E497_141,0.17566,NA
E903_766,0.95985,NA
E311_358,NA,0.44793
E299_72,NA,0.08908
