,PseudoTime1,PseudoTime2
E820_93,0.11543,NA
E734_138,0.17189,NA
E874_116,NA,0.14429
E850_69,0.08532,NA
E777_574,0.71895,NA
E673_303,0.37892,NA
E31_585,0.73275,NA
E37_601,NA,0.75282
E445_724,NA,0.90715
E128_101,NA,0.12547
E531_356,NA,0.44542
E430_708,NA,0.88708
E700_388,NA,0.48557
E206_183,NA,0.22836
E838_499,0.62484,NA
E507_462,NA,0.57842
E410_27,NA,0.03262
E538_163,0.20326,NA
E876_692,0.867,NA
E639_387,0.48432,NA
E548_87,0.1079,NA
E816_565,0.70765,NA
E346_646,0.80928,NA
E52_362,0.45295,NA
E905_497,NA,0.62233
E858_764,0.95734,NA
E282_426,NA,0.53325
E495_184,NA,0.22961
E660_208,NA,0.25972
E964_323,0.40402,NA
E21_240,NA,0.29987
E433_318,0.39774,NA
E975_279,0.34881,NA
E530_449,0.56211,NA
E290_432,0.54078,NA
E212_333,0.41656,NA
E4_409,0.51192,NA
E541_739,0.92597,NA
E451_102,0.12673,NA
E922_761,NA,0.95358
E312_352,0.4404,NA
E703_568,0.71142,NA
E732_468,NA,0.58595
E607_105,0.13049,NA
E839_93,0.11543,NA
E474_225,0.28105,NA
E402_398,NA,0.49812
E797_600,0.75157,NA
E569_223,0.27854,NA
E98_98,0.12171,NA
E357_309,NA,0.38645
E446_181,0.22585,NA
E648_2,NA,0.00125
E268_50,NA,0.06148
E205_182,NA,0.2271
E962_126,0.15684,NA
E69_747,0.93601,NA
E931_195,0.24341,NA
E537_473,NA,0.59222
E477_763,0.95609,NA
E532_553,0.6926,NA
E616_211,0.26349,NA
E826_299,0.3739,NA
E497_184,NA,0.22961
E667_498,0.62359,NA
E552_109,NA,0.13551
E30_733,0.91844,NA
E44_572,0.71644,NA
E994_559,NA,0.70013
E49_541,NA,0.67754
E498_53,0.06524,NA
E998_76,0.0941,NA
E218_600,NA,0.75157
E867_458,NA,0.5734
E698_697,NA,0.87327
E400_158,NA,0.19699
E917_83,NA,0.10289
E626_594,NA,0.74404
E856_641,NA,0.80301
E603_625,NA,0.78294
E712_708,0.88708,NA
E543_546,0.68381,NA
E627_172,0.21455,NA
E281_582,NA,0.72898
E140_396,NA,0.49561
E640_791,0.99122,NA
E726_716,NA,0.89711
E325_322,0.40276,NA
E851_451,0.56462,NA
E825_91,0.11292,NA
E198_61,NA,0.07528
E685_283,NA,0.35383
E597_547,NA,0.68507
E613_188,0.23463,NA
E633_751,NA,0.94103
E328_766,NA,0.95985
E665_31,0.03764,NA
E70_530,0.66374,NA
E457_786,0.98494,NA
E534_352,0.4404,NA
E249_641,NA,0.80301
E932_730,0.91468,NA
E822_322,NA,0.40276
E544_711,0.89084,NA
E605_110,0.13676,NA
E496_513,0.64241,NA
E265_310,NA,0.3877
E287_762,0.95483,NA
E420_653,NA,0.81807
