	dim1	dim2	pt
E533_895	0.15866472	3.6968124	0.89648
E857_335	0.3668795	14.48738	0.33367
E282_67	-0.70448816	-16.257471	0.06432
E796_974	1.2213525	-1.4533738	0.97588
E736_112	0.68765455	-8.098106	0.10955
E592_306	0.6051345	19.939737	0.30452
E18_315	0.24620253	18.829617	0.31357
E306_382	0.10881272	-17.738682	0.3809
E266_266	-1.1327431	-19.14326	0.26432
E133_331	0.5210988	8.18591	0.32965
E840_567	0.0313675	14.715114	0.56683
E114_640	-0.107452765	-15.055068	0.6402
E274_10	0.3692276	22.695967	0.00704
E879_512	0.9458775	-5.350928	0.51156
E358_256	3.861829	-6.9752445	0.25427
E681_226	0.17801479	-10.311218	0.22412
E414_359	-1.0779969	-17.468039	0.35779
E429_672	1.4406856	-16.671267	0.67236
E741_429	3.1856265	-7.1270757	0.42814
E452_711	-0.53998643	2.7169175	0.71156
E97_997	-1.2059432	-17.150698	0.99899
E456_336	-0.10992267	8.396473	0.33467
E215_466	0.71827114	-6.756534	0.46533
E772_218	0.052437406	16.494434	0.21608
E177_600	0.7528876	21.425102	0.6
E618_857	1.9769595	10.679201	0.85829
E710_195	0.051158197	-17.363962	0.19296
E359_719	-0.025280345	8.975685	0.7196
E438_138	2.2007601	-0.4222626	0.13568
E819_205	0.09579725	-17.951036	0.20302
E792_697	1.9327418	19.70498	0.69749
E659_83	-1.550117	14.829682	0.0804
E811_60	0.0041388418	10.163354	0.05729
E888_964	-2.049237	16.998135	0.96583
E642_958	-1.7239617	6.8112473	0.9598
E679_286	2.9933114	-11.657803	0.28442
E688_268	-0.8681256	-26.412025	0.26633
E848_125	-1.2058028	-26.374172	0.12261
E504_278	2.5492043	-0.95662045	0.27638
E354_899	-1.3577261	-10.861156	0.9005
E355_455	-0.6839456	-12.093413	0.45427
E738_124	-1.5043534	-12.837098	0.12161
E246_644	-0.9389366	9.748661	0.64422
E732_598	-3.9939299	6.9444914	0.59799
E278_410	-2.8067157	15.169018	0.40905
E735_795	0.3617023	22.243244	0.79598
E461_529	1.5468752	15.593727	0.52864
E184_597	-0.16588628	1.5950388	0.59698
E221_155	-1.4824446	-14.239563	0.15276
E800_246	-0.99462587	1.2617571	0.24422
E650_492	-1.1390444	-24.394009	0.49146
E683_142	4.0202527	-7.0870275	0.1397
E450_519	-0.5006939	-17.598167	0.51859
E402_260	2.2199004	-11.163452	0.25829
E93_409	1.2580644	22.311014	0.40804
E996_21	0.70504713	-13.88571	0.01809
E975_387	3.8564405	-4.114944	0.38593
E8_301	-0.30346274	-16.97068	0.2995
E189_291	-1.4686923	4.592796	0.28945
E1_216	-0.15848449	-13.037362	0.21407
