,cl
E0,0
E1,1
E2,0
E3,0
E4,0
E5,1
E6,0
E7,0
E8,0
E9,0
E10,0
E11,1
E12,1
E13,1
E14,0
E15,1
E16,1
E17,0
E18,1
E19,0
E20,1
E21,0
E22,1
E23,1
E24,0
E25,1
E26,1
E27,1
E28,1
E29,1
E30,0
E31,1
E32,1
E33,1
E34,1
E35,1
E36,0
E37,1
E38,0
E39,1
E40,0
E41,0
E42,0
E43,0
E44,1
E45,1
E46,1
E47,1
E48,1
E49,1
E50,0
E51,0
E52,1
E53,1
E54,0
E55,1
E56,0
E57,1
E58,0
E59,0
E60,0
E61,1
E62,1
E63,1
E64,0
E65,1
E66,0
E67,1
E68,1
E69,1
E70,0
E71,1
E72,1
E73,0
E74,1
E75,0
E76,1
E77,1
E78,1
E79,1
E80,1
E81,1
E82,0
E83,0
E84,0
E85,1
E86,1
E87,0
E88,1
E89,1
E90,0
E91,1
E92,1
E93,1
E94,1
E95,1
E96,1
E97,1
E98,1
E99,0
E100,1
E101,0
E102,1
E103,0
E104,1
E105,1
E106,0
E107,1
E108,1
E109,1
E110,1
E111,1
E112,1
E113,1
E114,0
E115,1
E116,0
E117,1
E118,1
E119,0
E120,0
E121,1
E122,0
E123,1
E124,1
E125,1
E126,1
E127,0
E128,1
E129,0
E130,1
E131,0
E132,0
E133,1
E134,1
E135,1
E136,1
E137,0
E138,1
E139,0
E140,1
E141,1
E142,0
E143,0
E144,1
E145,0
E146,1
E147,1
E148,0
E149,0
E150,1
E151,0
E152,1
E153,0
E154,0
E155,1
E156,0
E157,0
E158,0
E159,1
E160,0
E161,0
E162,0
E163,0
E164,0
E165,1
E166,1
E167,0
E168,1
E169,1
E170,1
E171,1
E172,1
E173,1
E174,0
E175,0
E176,1
E177,0
E178,1
E179,0
E180,1
E181,0
E182,1
E183,1
E184,1
E185,1
E186,0
E187,0
E188,1
E189,1
E190,1
E191,1
E192,0
E193,0
E194,1
E195,1
E196,1
E197,0
E198,0
E199,1
E200,0
E201,1
E202,0
E203,0
E204,1
E205,1
E206,1
E207,1
E208,1
E209,1
E210,1
E211,1
E212,0
E213,1
E214,1
E215,0
E216,1
E217,1
E218,1
E219,0
E220,1
E221,0
E222,1
E223,1
E224,1
E225,0
E226,1
E227,0
E228,1
E229,0
E230,1
E231,0
E232,1
E233,1
E234,0
E235,1
E236,1
E237,1
E238,0
E239,1
E240,0
E241,0
E242,1
E243,1
E244,0
E245,1
E246,0
E247,1
E248,1
E249,1
E250,0
E251,1
E252,1
E253,1
E254,1
E255,1
E256,1
E257,1
E258,0
E259,0
E260,1
E261,1
E262,1
E263,1
E264,1
E265,1
E266,0
E267,1
E268,0
E269,1
E270,1
E271,0
E272,0
E273,0
E274,0
E275,1
E276,1
E277,0
E278,1
E279,1
E280,1
E281,1
E282,1
E283,1
E284,0
E285,1
E286,1
E287,0
E288,0
E289,0
E290,0
E291,0
E292,0
E293,1
E294,1
E295,0
E296,1
E297,1
E298,1
E299,1
E300,1
E301,0
E302,1
E303,0
E304,1
E305,1
E306,1
E307,0
E308,0
E309,0
E310,1
E311,0
E312,1
E313,0
E314,1
E315,0
E316,0
E317,1
E318,0
E319,1
E320,1
E321,1
E322,1
E323,1
E324,1
E325,1
E326,1
E327,0
E328,0
E329,0
E330,0
E331,1
E332,1
E333,0
E334,0
E335,0
E336,0
E337,0
E338,1
E339,1
E340,1
E341,1
E342,1
E343,1
E344,1
E345,0
E346,1
E347,1
E348,1
E349,1
E350,0
E351,0
E352,0
E353,1
E354,1
E355,0
E356,1
E357,1
E358,1
E359,1
E360,1
E361,1
E362,1
E363,1
E364,1
E365,1
E366,1
E367,0
E368,1
E369,1
E370,1
E371,1
E372,0
E373,1
E374,0
E375,1
E376,0
E377,1
E378,0
E379,1
E380,0
E381,1
E382,1
E383,1
E384,0
E385,1
E386,1
E387,0
E388,0
E389,1
E390,0
E391,0
E392,1
E393,0
E394,0
E395,1
E396,0
E397,1
E398,0
E399,0
E400,0
E401,1
E402,1
E403,1
E404,0
E405,0
E406,1
E407,1
E408,1
E409,1
E410,1
E411,1
E412,0
E413,0
E414,0
E415,1
E416,1
E417,0
E418,1
E419,0
E420,1
E421,1
E422,0
E423,1
E424,0
E425,0
E426,1
E427,1
E428,0
